Author,and,he,an,now,these,are,the,of,his,in,them,was,but,had,no,they,forth,with,from,to,into,unto,there,were,lord,said,thee,out,thy,that,will,make,thou,shalt,be,him,shall,all,as,when,their,then,who,thence,upon,for,it,therefore,say,is,me,my,may,because,also,her,what,hast,didst,not,have,where,been,which,could,let,we,thyself,if,or,every,like,one,other,thine,seest,ever,man,by,ye,our,hath,lest,your,himself,again,god,till,wherefore,being,yet,verily,moreover,than,thus,did,therein,more,according,some,neither,do,thereof,cometh,whose,whom,how,among,those,doeth,yea,much,without,each,should,therewith,shouldest,became,many,whereby,whatsoever,whence,wherein,inasmuch,downward,abundance,whereto,whereof,once,thereby,outward,hence,howsoever,throughout,becometh,henceforth,thereon,must,thereupon,thereunto,wherewith,oft,oftentimes,whither,such,whosoever,underneath,would,whereunto,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,o_percentage_use,r_percentage_use,l_percentage_use,i_percentage_use,v_percentage_use,e_percentage_use,t_percentage_use,w_percentage_use,y_percentage_use,s_percentage_use,b_percentage_use,g_percentage_use,f_percentage_use,u_percentage_use,m_percentage_use,c_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Haggai,4.0,0.0,0.0,2.0,0.0,0.0,11.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06116207951070336,0.07951070336391437,0.03363914373088685,0.09174311926605505,0.11314984709480122,0.039755351681957186,0.021406727828746176,0.0672782874617737,0.0061162079510703364,0.11926605504587157,0.10091743119266056,0.021406727828746176,0.027522935779816515,0.06422018348623854,0.012232415902140673,0.027522935779816515,0.027522935779816515,0.021406727828746176,0.01529051987767584,0.009174311926605505,0.0030581039755351682,0.021406727828746176,0.009174311926605505,0.0,0.0030581039755351682,0.0,86,3.802325581395349,28.666666666666668,50.99694189602447
Zechariah,8.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09935897435897435,0.07371794871794872,0.0673076923076923,0.09615384615384616,0.08012820512820513,0.05448717948717949,0.04807692307692308,0.041666666666666664,0.00641025641025641,0.125,0.11858974358974358,0.022435897435897436,0.01282051282051282,0.060897435897435896,0.003205128205128205,0.022435897435897436,0.016025641025641024,0.016025641025641024,0.01282051282051282,0.01282051282051282,0.003205128205128205,0.0,0.00641025641025641,0.0,0.0,0.0,75,4.16,37.5,44.0
Malachi,9.0,5.0,1.0,0.0,0.0,0.0,18.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,2.0,3.0,6.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07712082262210797,0.055269922879177376,0.04113110539845758,0.09897172236503857,0.08611825192802057,0.060411311053984576,0.02956298200514139,0.055269922879177376,0.007712082262210797,0.14138817480719795,0.12339331619537275,0.021850899742930592,0.028277634961439587,0.043701799485861184,0.006426735218508998,0.019280205655526992,0.03470437017994859,0.021850899742930592,0.012853470437017995,0.02056555269922879,0.005141388174807198,0.007712082262210797,0.0012853470437017994,0.0,0.0,0.0,182,4.274725274725275,36.4,116.00000000000003
Matthew,14.0,7.0,0.0,1.0,1.0,0.0,16.0,9.0,8.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,1.0,8.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08502415458937199,0.06956521739130435,0.034782608695652174,0.08792270531400966,0.07922705314009662,0.06280193236714976,0.028019323671497585,0.06956521739130435,0.004830917874396135,0.11884057971014493,0.09565217391304348,0.028019323671497585,0.017391304347826087,0.057971014492753624,0.017391304347826087,0.01642512077294686,0.028985507246376812,0.02995169082125604,0.020289855072463767,0.015458937198067632,0.002898550724637681,0.01642512077294686,0.004830917874396135,0.000966183574879227,0.002898550724637681,0.000966183574879227,253,4.090909090909091,25.2,140.9971014492753
Mark,16.0,3.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09504132231404959,0.07024793388429752,0.08057851239669421,0.07644628099173553,0.04338842975206612,0.049586776859504134,0.03305785123966942,0.05785123966942149,0.012396694214876033,0.15495867768595042,0.1012396694214876,0.024793388429752067,0.022727272727272728,0.05371900826446281,0.008264462809917356,0.012396694214876033,0.01859504132231405,0.02066115702479339,0.028925619834710745,0.012396694214876033,0.008264462809917356,0.014462809917355372,0.0,0.0,0.0,0.0,117,4.136752136752137,19.5,68.0
Luke,33.0,5.0,1.0,2.0,0.0,0.0,31.0,18.0,5.0,11.0,4.0,6.0,2.0,4.0,0.0,10.0,0.0,3.0,2.0,11.0,2.0,3.0,1.0,1.0,4.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,2.0,11.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08678611422172453,0.07110862262038074,0.052071668533034715,0.083986562150056,0.0671892497200448,0.051511758118701005,0.036394176931690926,0.05767077267637178,0.0083986562150056,0.12374020156774916,0.09574468085106383,0.02127659574468085,0.021836506159014557,0.06159014557670773,0.010638297872340425,0.021836506159014557,0.02463605823068309,0.02295632698768197,0.02631578947368421,0.016237402015677492,0.007278835386338186,0.020156774916013438,0.005599104143337066,0.0005599104143337066,0.0005599104143337066,0.0011198208286674132,429,4.163170163170163,20.333333333333332,243.9972004479283
John,14.0,3.0,0.0,1.0,0.0,0.0,22.0,11.0,2.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,3.0,0.0,9.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08175355450236967,0.07227488151658767,0.037914691943127965,0.08530805687203792,0.06516587677725119,0.052132701421800945,0.016587677725118485,0.0533175355450237,0.01066350710900474,0.14218009478672985,0.11137440758293839,0.034360189573459717,0.014218009478672985,0.05924170616113744,0.0071090047393364926,0.014218009478672985,0.022511848341232227,0.027251184834123223,0.02014218009478673,0.013033175355450236,0.0035545023696682463,0.009478672985781991,0.0071090047393364926,0.001184834123222749,0.0,0.0,205,4.117073170731707,20.5,118.96208530805684
Paul,10.0,13.0,1.0,2.0,0.0,2.0,29.0,23.0,3.0,10.0,3.0,13.0,7.0,3.0,2.0,3.0,0.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,3.0,2.0,2.0,0.0,2.0,6.0,0.0,2.0,10.0,8.0,3.0,1.0,8.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,11.0,3.0,1.0,0.0,7.0,0.0,0.0,6.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07157057654075547,0.05715705765407555,0.033797216699801194,0.08846918489065607,0.08598409542743539,0.053180914512922464,0.02584493041749503,0.0775347912524851,0.005964214711729622,0.11481113320079522,0.09542743538767395,0.030318091451292245,0.011928429423459244,0.06063618290258449,0.022365805168986085,0.021371769383697812,0.032803180914512925,0.03230616302186879,0.02485089463220676,0.03230616302186879,0.004970178926441352,0.010437375745526839,0.002485089463220676,0.0,0.0,0.0004970178926441351,479,4.200417536534447,23.9,304.99701789264424
Unknown(Hebrews),6.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771513353115727,0.0712166172106825,0.05637982195845697,0.05637982195845697,0.07418397626112759,0.05637982195845697,0.032640949554896145,0.06528189910979229,0.011869436201780416,0.11572700296735905,0.0771513353115727,0.04154302670623145,0.01483679525222552,0.08605341246290801,0.02373887240356083,0.032640949554896145,0.026706231454005934,0.008902077151335312,0.017804154302670624,0.032640949554896145,0.005934718100890208,0.011869436201780416,0.002967359050445104,0.0,0.0,0.0,76,4.434210526315789,25.333333333333332,42.999999999999986
James,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09375,0.07291666666666667,0.041666666666666664,0.09375,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.10416666666666667,0.041666666666666664,0.125,0.11458333333333333,0.052083333333333336,0.0,0.052083333333333336,0.010416666666666666,0.020833333333333332,0.03125,0.010416666666666666,0.010416666666666666,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,25,3.84,25.0,14.999999999999998
Peter,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07526881720430108,0.08602150537634409,0.021505376344086023,0.06451612903225806,0.08602150537634409,0.06451612903225806,0.021505376344086023,0.07526881720430108,0.010752688172043012,0.16129032258064516,0.06451612903225806,0.021505376344086023,0.03225806451612903,0.053763440860215055,0.010752688172043012,0.03225806451612903,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.010752688172043012,0.0,0.010752688172043012,0.010752688172043012,0.0,0.0,0.0,20,4.65,20.0,9.989247311827967
Jude,2.0,0.0,0.0,0.0,1.0,2.0,4.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07516339869281045,0.0457516339869281,0.0392156862745098,0.06862745098039216,0.07516339869281045,0.08169934640522876,0.016339869281045753,0.06535947712418301,0.006535947712418301,0.13725490196078433,0.10457516339869281,0.042483660130718956,0.032679738562091505,0.049019607843137254,0.00980392156862745,0.016339869281045753,0.0457516339869281,0.0392156862745098,0.00980392156862745,0.02287581699346405,0.0032679738562091504,0.013071895424836602,0.0,0.0,0.0,0.0,68,4.5,34.0,34.000000000000014
John(R),9.0,1.0,0.0,0.0,1.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09213483146067415,0.0651685393258427,0.04044943820224719,0.10337078651685393,0.051685393258426963,0.035955056179775284,0.02696629213483146,0.04269662921348315,0.011235955056179775,0.10786516853932585,0.10786516853932585,0.020224719101123594,0.015730337078651686,0.06741573033707865,0.011235955056179775,0.008988764044943821,0.017977528089887642,0.020224719101123594,0.015730337078651686,0.02247191011235955,0.011235955056179775,0.008988764044943821,0.0,0.0,0.0,0.0,104,4.278846153846154,25.25,56.90561797752808
