Author,and,he,an,now,these,are,the,of,his,in,them,was,but,had,no,they,forth,with,from,to,into,unto,there,were,lord,said,thee,out,thy,that,will,make,thou,shalt,be,him,shall,all,as,when,their,then,who,thence,upon,for,it,therefore,say,is,me,my,may,because,also,her,what,hast,didst,not,have,where,been,which,could,let,we,thyself,if,or,every,like,one,other,thine,seest,ever,man,by,ye,our,hath,lest,your,himself,again,god,till,wherefore,being,yet,verily,moreover,than,thus,did,therein,more,according,some,neither,do,thereof,cometh,whose,whom,how,among,those,doeth,yea,much,without,each,should,therewith,shouldest,became,many,whereby,whatsoever,whence,wherein,inasmuch,downward,abundance,whereto,whereof,once,thereby,outward,hence,howsoever,throughout,becometh,henceforth,thereon,must,thereupon,thereunto,wherewith,oft,oftentimes,whither,such,whosoever,underneath,would,whereunto,whensoever,wherewithal,seemeth,hereof,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,o_percentage_use,r_percentage_use,l_percentage_use,i_percentage_use,v_percentage_use,e_percentage_use,t_percentage_use,w_percentage_use,y_percentage_use,s_percentage_use,b_percentage_use,g_percentage_use,f_percentage_use,u_percentage_use,m_percentage_use,c_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,8.0,2.0,1.0,1.0,0.0,6.0,39.0,13.0,7.0,11.0,2.0,0.0,2.0,0.0,2.0,8.0,0.0,5.0,5.0,7.0,0.0,1.0,4.0,1.0,15.0,2.0,0.0,0.0,3.0,8.0,4.0,1.0,4.0,2.0,3.0,5.0,6.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,4.0,8.0,0.0,0.0,2.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06322127446061214,0.05519317611640743,0.04315102860010035,0.0863020572002007,0.08329152032112393,0.05970898143502258,0.05218263923733066,0.07325639739086803,0.015052684395383844,0.12945308580030104,0.09282488710486704,0.018564977420973405,0.021575514300050176,0.050677370797792276,0.010035122930255895,0.017059708981435023,0.02609131961866533,0.027094831911690917,0.02809834420471651,0.016056196688409432,0.007024586051179127,0.018564977420973405,0.0010035122930255895,0.0010035122930255895,0.0,0.0,490,4.06734693877551,20.375,264.9964877069744
Solomon and others,6.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07303370786516854,0.06367041198501873,0.0449438202247191,0.10674157303370786,0.08052434456928839,0.06554307116104868,0.031835205992509365,0.04868913857677903,0.009363295880149813,0.1348314606741573,0.11235955056179775,0.031835205992509365,0.013108614232209739,0.04307116104868914,0.0,0.02247191011235955,0.03745318352059925,0.020599250936329586,0.011235955056179775,0.0149812734082397,0.0149812734082397,0.016853932584269662,0.0018726591760299626,0.0,0.0,0.0,126,4.238095238095238,14.0,74.99999999999996
Solomon,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09174311926605505,0.07339449541284404,0.04892966360856269,0.05504587155963303,0.07951070336391437,0.05198776758409786,0.027522935779816515,0.07339449541284404,0.01529051987767584,0.13149847094801223,0.07951070336391437,0.03363914373088685,0.01834862385321101,0.05198776758409786,0.0061162079510703364,0.024464831804281346,0.01834862385321101,0.012232415902140673,0.05198776758409786,0.024464831804281346,0.012232415902140673,0.009174311926605505,0.0030581039755351682,0.0061162079510703364,0.0,0.0,76,4.302631578947368,25.333333333333332,36.99999999999999
Isaiah,17.0,0.0,0.0,0.0,0.0,3.0,32.0,14.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,6.0,1.0,3.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07072368421052631,0.05756578947368421,0.046052631578947366,0.08634868421052631,0.07319078947368421,0.0625,0.044407894736842105,0.06332236842105263,0.009046052631578948,0.13980263157894737,0.10526315789473684,0.022203947368421052,0.02138157894736842,0.055098684210526314,0.008223684210526315,0.017269736842105265,0.024671052631578948,0.023026315789473683,0.017269736842105265,0.018914473684210526,0.008223684210526315,0.018914473684210526,0.003289473684210526,0.0,0.001644736842105263,0.0,291,4.178694158075602,24.25,173.99835526315792
Jeremiah,31.0,1.0,1.0,0.0,0.0,0.0,38.0,18.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,9.0,4.0,1.0,3.0,0.0,0.0,12.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,7.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,9.0,2.0,0.0,2.0,6.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07729468599033816,0.0644122383252818,0.048845947396672036,0.07675791733762748,0.08319914117015566,0.06977992485238863,0.04830917874396135,0.061191626409017714,0.011272141706924315,0.10950080515297907,0.09339774557165861,0.014492753623188406,0.02147074610842727,0.061191626409017714,0.010735373054213635,0.015566290928609769,0.027911969940955447,0.040257648953301126,0.020397208803005905,0.01932367149758454,0.00644122383252818,0.011272141706924315,0.003757380568974772,0.0,0.0005367686527106817,0.0005367686527106817,443,4.205417607223477,29.533333333333335,250.99785292538914
Ezekiel,29.0,2.0,1.0,0.0,0.0,2.0,24.0,17.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,5.0,2.0,3.0,1.0,0.0,2.0,1.0,9.0,1.0,7.0,4.0,2.0,1.0,15.0,11.0,5.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,7.0,5.0,14.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09561231172233137,0.06352324819908317,0.03929273084479371,0.08840864440078586,0.07662082514734773,0.04453176162409954,0.04191224623444663,0.06483300589390963,0.005239030779305829,0.11787819253438114,0.1191879502292076,0.0091683038637852,0.025540275049115914,0.053700065487884745,0.01899148657498363,0.016371971185330715,0.024230517354289455,0.03994760969220694,0.019646365422396856,0.011787819253438114,0.0032743942370661427,0.014407334643091027,0.0019646365422396855,0.0,0.0,0.0032743942370661427,391,3.9053708439897696,32.583333333333336,231.99934512115257
Daniel,6.0,1.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880503144654088,0.09748427672955975,0.07232704402515723,0.08490566037735849,0.05660377358490566,0.04716981132075472,0.0440251572327044,0.06289308176100629,0.009433962264150943,0.11635220125786164,0.08176100628930817,0.015723270440251572,0.009433962264150943,0.04716981132075472,0.012578616352201259,0.02830188679245283,0.018867924528301886,0.031446540880503145,0.025157232704402517,0.012578616352201259,0.015723270440251572,0.009433962264150943,0.0,0.0,0.009433962264150943,0.0,74,4.297297297297297,24.666666666666668,43.99685534591196
Hosea,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1258741258741259,0.06293706293706294,0.04895104895104895,0.06993006993006994,0.06993006993006994,0.06293706293706294,0.06293706293706294,0.06293706293706294,0.013986013986013986,0.11188811188811189,0.055944055944055944,0.02097902097902098,0.02097902097902098,0.027972027972027972,0.013986013986013986,0.02097902097902098,0.013986013986013986,0.04895104895104895,0.04195804195804196,0.027972027972027972,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,36,3.9722222222222223,36.0,21.0
Joel,18.0,1.0,0.0,0.0,0.0,0.0,27.0,5.0,8.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778688524590164,0.05635245901639344,0.05122950819672131,0.08401639344262295,0.07274590163934426,0.07172131147540983,0.055327868852459015,0.05737704918032787,0.006147540983606557,0.1444672131147541,0.0942622950819672,0.018442622950819672,0.015368852459016393,0.055327868852459015,0.01639344262295082,0.0194672131147541,0.0235655737704918,0.018442622950819672,0.017418032786885244,0.015368852459016393,0.0030737704918032786,0.022540983606557378,0.0020491803278688526,0.0,0.0,0.0,236,4.135593220338983,33.714285714285715,133.99897540983602
Amos,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08280254777070063,0.044585987261146494,0.03184713375796178,0.07006369426751592,0.07643312101910828,0.07643312101910828,0.03184713375796178,0.06369426751592357,0.01910828025477707,0.12101910828025478,0.11464968152866242,0.025477707006369428,0.025477707006369428,0.050955414012738856,0.006369426751592357,0.012738853503184714,0.03184713375796178,0.03821656050955414,0.01910828025477707,0.025477707006369428,0.0,0.025477707006369428,0.0,0.0,0.006369426751592357,0.0,34,4.617647058823529,34.0,18.0
Obadiah,2.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07349081364829396,0.06036745406824147,0.05774278215223097,0.09186351706036745,0.08661417322834646,0.06036745406824147,0.02099737532808399,0.049868766404199474,0.015748031496062992,0.13648293963254593,0.12073490813648294,0.005249343832020997,0.023622047244094488,0.07086614173228346,0.007874015748031496,0.010498687664041995,0.01837270341207349,0.03674540682414698,0.007874015748031496,0.02099737532808399,0.005249343832020997,0.010498687664041995,0.007874015748031496,0.0,0.0,0.0,86,4.430232558139535,43.0,52.0
Jonah,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06267029972752043,0.04632152588555858,0.043596730245231606,0.07084468664850137,0.09536784741144415,0.05449591280653951,0.035422343324250684,0.051771117166212535,0.005449591280653951,0.1307901907356948,0.11716621253405994,0.0326975476839237,0.0326975476839237,0.04087193460490463,0.021798365122615803,0.010899182561307902,0.01634877384196185,0.03814713896457766,0.051771117166212535,0.013623978201634877,0.0027247956403269754,0.02452316076294278,0.0,0.0,0.0,0.0,94,3.904255319148936,23.5,49.999999999999986
Micah,3.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10666666666666667,0.08,0.05333333333333334,0.05333333333333334,0.08,0.05333333333333334,0.06666666666666667,0.08666666666666667,0.02,0.12,0.07333333333333333,0.02666666666666667,0.013333333333333334,0.05333333333333334,0.0,0.006666666666666667,0.04666666666666667,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.02,0.0,0.0,0.0,0.0,35,4.285714285714286,35.0,21.0
Nahum,4.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0.048,0.042666666666666665,0.072,0.07466666666666667,0.04533333333333334,0.088,0.042666666666666665,0.018666666666666668,0.13333333333333333,0.08,0.010666666666666666,0.021333333333333333,0.072,0.029333333333333333,0.013333333333333334,0.029333333333333333,0.024,0.0026666666666666666,0.013333333333333334,0.013333333333333334,0.024,0.0,0.0,0.005333333333333333,0.0,94,3.9893617021276597,23.5,52.000000000000014
Habakkuk,4.0,2.0,1.0,0.0,0.0,0.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0.04838709677419355,0.027649769585253458,0.0967741935483871,0.08986175115207373,0.03225806451612903,0.0576036866359447,0.0576036866359447,0.020737327188940093,0.1175115207373272,0.12442396313364056,0.018433179723502304,0.03225806451612903,0.06682027649769585,0.02304147465437788,0.0069124423963133645,0.02534562211981567,0.027649769585253458,0.02304147465437788,0.013824884792626729,0.0,0.016129032258064516,0.0,0.0,0.0,0.002304147465437788,108,4.018518518518518,21.6,61.99999999999997
Zephaniah,8.0,1.0,0.0,0.0,0.0,0.0,16.0,13.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08128834355828221,0.046012269938650305,0.04141104294478527,0.08895705521472393,0.07668711656441718,0.05828220858895705,0.06901840490797546,0.05368098159509203,0.01687116564417178,0.15030674846625766,0.06901840490797546,0.007668711656441718,0.019938650306748466,0.0705521472392638,0.01687116564417178,0.013803680981595092,0.03067484662576687,0.007668711656441718,0.03680981595092025,0.010736196319018405,0.0,0.03067484662576687,0.0,0.0,0.0,0.0,149,4.375838926174497,29.8,89.99693251533745
