Author,god,shall,and,he,in,the,of,be,his,all,were,now,these,are,unto,them,by,their,every,one,to,was,lord,wherefore,it,is,said,as,out,that,forth,whom,from,thou,also,him,for,they,there,let,make,had,whose,may,lest,we,upon,which,have,do,will,not,thence,therefore,because,did,an,hath,your,how,when,ye,what,other,our,neither,more,man,me,my,such,thereof,would,among,into,who,again,but,thine,thee,hast,been,thy,whither,with,say,then,than,no,where,some,or,till,without,moreover,if,according,therein,should,ever,thyself,himself,her,shalt,cometh,yea,therewith,each,wherein,whereby,yet,those,thus,seest,like,many,thereupon,notwithstanding,being,throughout,forthwith,whence,whereof,ought,didst,inasmuch,downward,abundance,whereto,whatsoever,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereon,must,thereunto,doeth,became,wherewith,oft,oftentimes,whosoever,underneath,whereunto,much,wherewithal,whensoever,seemeth,hereof,verily,whereon,soever,could,therefrom,wheresoever,whoso,upward,g_percentage_use,o_percentage_use,d_percentage_use,s_percentage_use,h_percentage_use,a_percentage_use,l_percentage_use,e_percentage_use,n_percentage_use,r_percentage_use,j_percentage_use,p_percentage_use,t_percentage_use,w_percentage_use,i_percentage_use,f_percentage_use,m_percentage_use,c_percentage_use,b_percentage_use,v_percentage_use,u_percentage_use,y_percentage_use,k_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,6.0,5.0,10.0,14.0,18.0,46.0,13.0,7.0,20.0,3.0,0.0,0.0,0.0,5.0,1.0,3.0,2.0,2.0,0.0,0.0,5.0,0.0,8.0,1.0,4.0,7.0,3.0,2.0,3.0,6.0,0.0,1.0,0.0,11.0,0.0,1.0,7.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01549973276322822,0.07161945483698556,0.040619989310529125,0.05718866916087654,0.10956707642971673,0.06199893105291288,0.039016568679850344,0.13896312132549438,0.05718866916087654,0.052378407268840195,0.002137894174238375,0.01549973276322822,0.11384286477819348,0.017637626937466594,0.07161945483698556,0.02512025654730091,0.018172100481026188,0.019241047568145375,0.010689470871191877,0.009620523784072688,0.025654730090860504,0.012292891501870658,0.010154997327632281,0.0,0.0010689470871191875,0.0010689470871191875,462,4.04978354978355,19.208333333333332,265.99786210582573
Solomon and others,1.0,2.0,7.0,3.0,0.0,10.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024263431542461005,0.06759098786828423,0.05719237435008666,0.06759098786828423,0.09012131715771231,0.0658578856152513,0.03466204506065858,0.1386481802426343,0.0658578856152513,0.058925476603119586,0.0034662045060658577,0.01733102253032929,0.10571923743500866,0.019064124783362217,0.045060658578856154,0.02772963604852686,0.02079722703639515,0.006932409012131715,0.0017331022530329288,0.012131715771230503,0.036395147313691506,0.01386481802426343,0.01559792027729636,0.0,0.0,0.0017331022530329288,124,4.653225806451613,13.777777777777779,72.99826689774697
Solomon,1.0,0.0,5.0,0.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255813953488372,0.0664451827242525,0.053156146179401995,0.05647840531561462,0.07641196013289037,0.09966777408637874,0.026578073089700997,0.11960132890365449,0.09302325581395349,0.053156146179401995,0.0,0.0033222591362126247,0.09966777408637874,0.019933554817275746,0.06976744186046512,0.006644518272425249,0.016611295681063124,0.029900332225913623,0.019933554817275746,0.023255813953488372,0.016611295681063124,0.009966777408637873,0.009966777408637873,0.0,0.006644518272425249,0.0,74,4.0675675675675675,24.0,41.00000000000001
Isaiah,0.0,8.0,25.0,5.0,4.0,41.0,20.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,8.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014729950900163666,0.08428805237315876,0.0425531914893617,0.05646481178396072,0.09738134206219312,0.0867430441898527,0.05155482815057283,0.12356792144026187,0.06464811783960721,0.0630114566284779,0.004091653027823241,0.011456628477905073,0.09328968903436989,0.012274959083469721,0.04991816693944354,0.03436988543371522,0.01718494271685761,0.01800327332242226,0.019639934533551555,0.0057283142389525366,0.018821603927986905,0.0220949263502455,0.006546644844517185,0.0,0.0,0.0008183306055646482,308,3.9675324675324677,25.666666666666668,191.99918166939446
Jeremiah,1.0,13.0,31.0,2.0,4.0,37.0,16.0,3.0,1.0,4.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,3.0,1.0,11.0,0.0,12.0,0.0,8.0,1.0,5.0,1.0,1.0,6.0,0.0,0.0,1.0,7.0,2.0,0.0,7.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01806942463147884,0.06942463147883975,0.05325725154541132,0.05563480741797432,0.08464098906324298,0.0898716119828816,0.05611031859248693,0.11982881597717546,0.06752258678078935,0.05991440798858773,0.0042796005706134095,0.007608178792201617,0.10128388017118402,0.015691868758915834,0.06324298621017593,0.01759391345696624,0.019495958155016643,0.01759391345696624,0.008559201141226819,0.008559201141226819,0.030432715168806468,0.021873514027579647,0.007608178792201617,0.00047551117451260106,0.0,0.00047551117451260106,504,4.1726190476190474,33.6,285.9990489776509
Ezekiel,1.0,6.0,21.0,9.0,5.0,31.0,17.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,6.0,7.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018342820999367487,0.06704617330803289,0.04490828589500316,0.05945604048070841,0.09171410499683745,0.07653383934218849,0.03731815306767868,0.1265022137887413,0.068943706514864,0.04933586337760911,0.0,0.010120177103099304,0.09993674889310562,0.02403542061986085,0.0784313725490196,0.0196078431372549,0.028462998102466792,0.015180265654648957,0.013915243516761544,0.010752688172043012,0.029728020240354206,0.017077798861480076,0.008222643896268185,0.0,0.0,0.0031625553447185324,401,3.942643391521197,33.416666666666664,228.99873497786209
Daniel,0.0,0.0,5.0,1.0,2.0,8.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006389776357827476,0.07028753993610223,0.054313099041533544,0.04153354632587859,0.07987220447284345,0.08306709265175719,0.025559105431309903,0.15335463258785942,0.09904153354632587,0.04472843450479233,0.0,0.019169329073482427,0.13099041533546327,0.006389776357827476,0.04472843450479233,0.02875399361022364,0.01597444089456869,0.03194888178913738,0.006389776357827476,0.006389776357827476,0.019169329073482427,0.009584664536741214,0.009584664536741214,0.0,0.0,0.0,75,4.173333333333333,24.333333333333332,41.98722044728434
Hosea,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.06493506493506493,0.025974025974025976,0.05194805194805195,0.06493506493506493,0.12987012987012986,0.1038961038961039,0.11688311688311688,0.025974025974025976,0.03896103896103896,0.012987012987012988,0.012987012987012988,0.11688311688311688,0.025974025974025976,0.06493506493506493,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.012987012987012988,0.0,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.0,0.0,22,3.5,22.0,13.000000000000002
Joel,2.0,9.0,18.0,3.0,3.0,17.0,3.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020356234096692113,0.0648854961832061,0.044529262086514,0.05216284987277354,0.07888040712468193,0.08269720101781171,0.05597964376590331,0.11577608142493638,0.08015267175572519,0.07251908396946564,0.0,0.010178117048346057,0.09033078880407125,0.022900763358778626,0.05979643765903308,0.026717557251908396,0.020356234096692113,0.01272264631043257,0.013994910941475827,0.010178117048346057,0.030534351145038167,0.021628498727735368,0.007633587786259542,0.001272264631043257,0.001272264631043257,0.001272264631043257,195,4.030769230769231,27.857142857142858,111.99872773536896
Amos,0.0,1.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005780346820809248,0.08670520231213873,0.04046242774566474,0.046242774566473986,0.08670520231213873,0.09826589595375723,0.05202312138728324,0.09826589595375723,0.057803468208092484,0.046242774566473986,0.0,0.028901734104046242,0.10982658959537572,0.005780346820809248,0.06936416184971098,0.046242774566473986,0.023121387283236993,0.023121387283236993,0.017341040462427744,0.011560693641618497,0.023121387283236993,0.011560693641618497,0.011560693641618497,0.0,0.0,0.0,43,4.023255813953488,43.0,25.000000000000004
Obadiah,0.0,2.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01694915254237288,0.0847457627118644,0.02824858757062147,0.04519774011299435,0.0847457627118644,0.0847457627118644,0.03954802259887006,0.12994350282485875,0.05084745762711865,0.04519774011299435,0.005649717514124294,0.0,0.10734463276836158,0.0,0.022598870056497175,0.04519774011299435,0.03954802259887006,0.02824858757062147,0.03389830508474576,0.022598870056497175,0.03389830508474576,0.04519774011299435,0.0,0.0,0.0,0.0,46,3.847826086956522,23.0,26.994350282485875
Jonah,1.0,0.0,7.0,1.0,2.0,11.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008086253369272238,0.0889487870619946,0.07008086253369272,0.06199460916442048,0.0862533692722372,0.08355795148247978,0.05121293800539083,0.11859838274932614,0.05660377358490566,0.0431266846361186,0.008086253369272238,0.018867924528301886,0.0862533692722372,0.016172506738544475,0.05121293800539083,0.03504043126684636,0.0215633423180593,0.016172506738544475,0.016172506738544475,0.008086253369272238,0.0215633423180593,0.02425876010781671,0.0,0.0,0.0,0.0,99,3.7474747474747474,24.5,55.99191374663072
Micah,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189873417721519,0.08860759493670886,0.0189873417721519,0.10759493670886076,0.08227848101265822,0.11392405063291139,0.03164556962025317,0.0949367088607595,0.056962025316455694,0.06962025316455696,0.02531645569620253,0.006329113924050633,0.08860759493670886,0.012658227848101266,0.06962025316455696,0.04430379746835443,0.012658227848101266,0.0189873417721519,0.012658227848101266,0.0,0.0189873417721519,0.006329113924050633,0.0,0.0,0.0,0.0,39,4.051282051282051,39.0,26.999999999999996
Nahum,0.0,10.0,3.0,1.0,5.0,15.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011494252873563218,0.040229885057471264,0.02681992337164751,0.06896551724137931,0.10344827586206896,0.08620689655172414,0.07471264367816093,0.15134099616858238,0.05172413793103448,0.06513409961685823,0.0038314176245210726,0.011494252873563218,0.09770114942528736,0.011494252873563218,0.05938697318007663,0.019157088122605363,0.022988505747126436,0.02490421455938697,0.01532567049808429,0.005747126436781609,0.011494252873563218,0.022988505747126436,0.009578544061302681,0.0,0.0038314176245210726,0.0,116,4.5,29.0,69.0
Habakkuk,0.0,6.0,10.0,2.0,1.0,6.0,5.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048192771084338,0.060240963855421686,0.03463855421686747,0.06626506024096386,0.10090361445783133,0.10240963855421686,0.06927710843373494,0.1144578313253012,0.06475903614457831,0.025602409638554216,0.0015060240963855422,0.022590361445783132,0.10692771084337349,0.01355421686746988,0.0677710843373494,0.016566265060240965,0.02108433734939759,0.016566265060240965,0.022590361445783132,0.006024096385542169,0.0286144578313253,0.01355421686746988,0.006024096385542169,0.0,0.0015060240963855422,0.0,163,4.07361963190184,32.2,103.99548192771086
Zephaniah,1.0,10.0,7.0,0.0,3.0,20.0,9.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015503875968992248,0.07906976744186046,0.046511627906976744,0.07131782945736434,0.09457364341085271,0.08682170542635659,0.05891472868217054,0.13643410852713178,0.06666666666666667,0.04186046511627907,0.0031007751937984496,0.007751937984496124,0.09457364341085271,0.012403100775193798,0.04961240310077519,0.027906976744186046,0.009302325581395349,0.013953488372093023,0.013953488372093023,0.009302325581395349,0.018604651162790697,0.020155038759689922,0.015503875968992248,0.0015503875968992248,0.0,0.0,155,4.161290322580645,30.8,90.99534883720932
