Author,and,will,make,thy,to,as,the,of,unto,all,these,in,shall,be,because,that,my,him,his,he,said,is,for,say,lest,should,me,was,upon,it,when,had,been,there,out,with,how,thou,her,what,hast,one,have,shouldest,man,or,then,an,lord,became,which,them,from,much,than,we,thence,again,they,their,by,did,also,not,now,hath,god,thee,wherefore,ye,let,do,no,but,therefore,were,could,some,such,may,according,shalt,into,who,are,if,thine,once,many,yet,whom,every,himself,other,those,moreover,didst,ever,till,throughout,thereof,wherein,neither,your,among,yea,therein,whose,abundance,where,forth,thus,would,without,thyself,more,cometh,being,like,verily,thereupon,outward,whereof,henceforth,underneath,whereby,whereunto,thereby,whence,ought,therewith,notwithstanding,hereof,doeth,thereon,oftentimes,whither,our,upward,hence,each,must,inasmuch,downward,wherewith,whoso,whereto,therefrom,forthwith,thereunto,becometh,oft,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,w_percentage_use,l_percentage_use,m_percentage_use,k_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,s_percentage_use,o_percentage_use,u_percentage_use,p_percentage_use,r_percentage_use,f_percentage_use,v_percentage_use,g_percentage_use,c_percentage_use,b_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,19.0,3.0,0.0,3.0,3.0,0.0,43.0,21.0,4.0,5.0,0.0,9.0,20.0,6.0,0.0,10.0,7.0,7.0,7.0,14.0,0.0,8.0,8.0,0.0,0.0,0.0,7.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07493403693931398,0.05488126649076517,0.04327176781002638,0.056464379947229554,0.014775725593667546,0.06701846965699208,0.023746701846965697,0.0079155672823219,0.12770448548812666,0.09129287598944591,0.0970976253298153,0.021108179419525065,0.06279683377308708,0.07968337730870713,0.02058047493403694,0.014775725593667546,0.052770448548812667,0.03218997361477573,0.00949868073878628,0.018469656992084433,0.012137203166226913,0.01108179419525066,0.0,0.0,0.0005277044854881266,0.0,484,3.915289256198347,20.041666666666668,276.9947229551451
Solomon and others,4.0,0.0,0.0,4.0,4.0,1.0,7.0,5.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06336633663366337,0.05742574257425743,0.033663366336633666,0.055445544554455446,0.01782178217821782,0.047524752475247525,0.027722772277227723,0.013861386138613862,0.14455445544554454,0.13465346534653466,0.08316831683168317,0.033663366336633666,0.047524752475247525,0.07524752475247524,0.01782178217821782,0.01782178217821782,0.055445544554455446,0.041584158415841586,0.005940594059405941,0.009900990099009901,0.005940594059405941,0.007920792079207921,0.0,0.0,0.0,0.0,129,3.9147286821705425,14.333333333333334,72.9980198019802
Solomon,5.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09921671018276762,0.06527415143603134,0.033942558746736295,0.0731070496083551,0.033942558746736295,0.06005221932114883,0.018276762402088774,0.007832898172323759,0.1279373368146214,0.07571801566579635,0.0835509138381201,0.020887728459530026,0.057441253263707574,0.07571801566579635,0.033942558746736295,0.005221932114882507,0.06005221932114883,0.015665796344647518,0.020887728459530026,0.005221932114882507,0.005221932114882507,0.018276762402088774,0.0,0.0,0.0,0.0026109660574412533,100,3.83,33.333333333333336,57.0
Isaiah,28.0,0.0,0.0,2.0,6.0,0.0,32.0,13.0,3.0,5.0,0.0,10.0,21.0,4.0,1.0,14.0,0.0,0.0,1.0,1.0,2.0,4.0,7.0,0.0,0.0,0.0,3.0,0.0,5.0,8.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10742609949531362,0.06633020908435472,0.04397981254506128,0.049026676279740444,0.010093727469358327,0.06200432588320115,0.021629416005767843,0.005046863734679163,0.11535688536409516,0.10093727469358327,0.09300648882480173,0.017303532804614274,0.06705118961788031,0.06560922855082912,0.017303532804614274,0.01514059120403749,0.05623648161499639,0.021629416005767843,0.010093727469358327,0.009372746935832732,0.01802451333813987,0.01802451333813987,0.0007209805335255948,0.002883922134102379,0.0014419610670511895,0.0,349,3.974212034383954,28.916666666666668,208.99567411679888
Jeremiah,26.0,4.0,2.0,0.0,12.0,2.0,24.0,14.0,8.0,3.0,2.0,7.0,3.0,2.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,4.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,0.0,10.0,2.0,0.0,2.0,1.0,0.0,8.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07151664611590629,0.0721331689272503,0.047472256473489516,0.056103575832305796,0.017879161528976572,0.03884093711467324,0.02281134401972873,0.009864364981504316,0.12638717632552404,0.08939580764488286,0.06843403205918619,0.02836004932182491,0.055487053020961775,0.08939580764488286,0.03822441430332922,0.01726263871763255,0.059186189889025895,0.02836004932182491,0.008014796547472256,0.013563501849568433,0.02219482120838471,0.015413070283600493,0.0,0.0,0.0012330456226880395,0.0012330456226880395,411,3.94647201946472,27.333333333333332,234.99876695437732
Ezekiel,23.0,0.0,0.0,0.0,2.0,0.0,45.0,27.0,7.0,1.0,1.0,10.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,10.0,7.0,0.0,2.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,5.0,0.0,6.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08653846153846154,0.07692307692307693,0.04871794871794872,0.047435897435897434,0.021153846153846155,0.028205128205128206,0.027564102564102563,0.0038461538461538464,0.1326923076923077,0.11217948717948718,0.09294871794871795,0.015384615384615385,0.051923076923076926,0.09166666666666666,0.028205128205128206,0.008333333333333333,0.04871794871794872,0.026282051282051282,0.0038461538461538464,0.014102564102564103,0.010897435897435897,0.016025641025641024,0.0,0.001282051282051282,0.001282051282051282,0.0,400,3.9,33.166666666666664,232.99615384615382
Daniel,5.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761904761904762,0.09841269841269841,0.05396825396825397,0.08571428571428572,0.031746031746031744,0.03492063492063492,0.022222222222222223,0.009523809523809525,0.13015873015873017,0.10158730158730159,0.10158730158730159,0.006349206349206349,0.05396825396825397,0.06666666666666667,0.015873015873015872,0.009523809523809525,0.031746031746031744,0.01904761904761905,0.006349206349206349,0.01904761904761905,0.015873015873015872,0.006349206349206349,0.0,0.0031746031746031746,0.0,0.0,72,4.375,24.0,41.00000000000004
Hosea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06206896551724138,0.034482758620689655,0.041379310344827586,0.04827586206896552,0.034482758620689655,0.027586206896551724,0.034482758620689655,0.0,0.16551724137931034,0.08275862068965517,0.09655172413793103,0.020689655172413793,0.05517241379310345,0.06896551724137931,0.034482758620689655,0.020689655172413793,0.1103448275862069,0.034482758620689655,0.0,0.006896551724137931,0.0,0.020689655172413793,0.0,0.0,0.0,0.0,34,4.264705882352941,34.0,20.000000000000007
Joel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Amos,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060109289617486336,0.060109289617486336,0.03825136612021858,0.06557377049180328,0.02185792349726776,0.03825136612021858,0.0273224043715847,0.0,0.12568306010928962,0.10382513661202186,0.09836065573770492,0.01639344262295082,0.04371584699453552,0.07103825136612021,0.03278688524590164,0.02185792349726776,0.08196721311475409,0.03825136612021858,0.00546448087431694,0.02185792349726776,0.01639344262295082,0.01092896174863388,0.0,0.0,0.0,0.0,40,4.575,40.0,22.999999999999996
Obadiah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Jonah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Micah,0.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05714285714285714,0.08571428571428572,0.02142857142857143,0.1,0.014285714285714285,0.014285714285714285,0.0,0.0,0.11428571428571428,0.12142857142857143,0.1,0.0,0.07857142857142857,0.09285714285714286,0.02142857142857143,0.0,0.05,0.05,0.0,0.02857142857142857,0.014285714285714285,0.02857142857142857,0.0,0.007142857142857143,0.0,0.0,33,4.242424242424242,33.0,19.000000000000007
Nahum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,3.0,2.0,0.0,0.0,1.0,1.0,4.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.07352941176470588,0.04411764705882353,0.0784313725490196,0.029411764705882353,0.07352941176470588,0.029411764705882353,0.004901960784313725,0.09313725490196079,0.09803921568627451,0.06372549019607843,0.014705882352941176,0.05392156862745098,0.07352941176470588,0.049019607843137254,0.004901960784313725,0.05392156862745098,0.029411764705882353,0.0,0.014705882352941176,0.004901960784313725,0.024509803921568627,0.0,0.0,0.004901960784313725,0.0,52,3.923076923076923,26.0,32.00000000000001
