Author,and,he,himself,from,them,to,again,with,him,their,then,every,man,into,his,for,the,thus,did,unto,they,thence,as,one,of,in,it,was,said,my,is,were,what,that,god,hath,all,who,lord,we,are,no,be,our,not,shall,ye,your,me,but,will,when,have,these,if,thee,by,which,had,out,thou,wherefore,yet,according,could,would,say,may,also,shalt,let,ever,now,must,do,an,other,make,because,upon,should,there,whom,thy,where,much,whereby,how,or,among,therefore,neither,more,thine,hast,those,like,shouldest,than,thyself,whose,thereof,forth,many,some,her,seest,such,been,therein,yea,cometh,whereof,thereon,whither,whatsoever,notwithstanding,lest,being,didst,each,inasmuch,downward,abundance,whereto,therewith,wherein,once,thereby,outward,hence,howsoever,throughout,becometh,henceforth,till,thereupon,doeth,thereunto,became,moreover,wherewith,without,oft,oftentimes,whosoever,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,h_percentage_use,e_percentage_use,t_percentage_use,u_percentage_use,r_percentage_use,i_percentage_use,m_percentage_use,s_percentage_use,l_percentage_use,f_percentage_use,b_percentage_use,o_percentage_use,w_percentage_use,p_percentage_use,g_percentage_use,c_percentage_use,k_percentage_use,y_percentage_use,j_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,7.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11857707509881422,0.07509881422924901,0.06324110671936758,0.07114624505928854,0.13043478260869565,0.09090909090909091,0.019762845849802372,0.011857707509881422,0.05533596837944664,0.02766798418972332,0.06324110671936758,0.04743083003952569,0.015810276679841896,0.007905138339920948,0.07114624505928854,0.02766798418972332,0.03557312252964427,0.011857707509881422,0.015810276679841896,0.019762845849802372,0.0,0.0,0.015810276679841896,0.0,0.0,0.0,69,3.6666666666666665,34.5,44.99604743083005
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,16.0,5.0,0.0,0.0,1.0,6.0,0.0,3.0,8.0,1.0,1.0,0.0,3.0,2.0,4.0,0.0,17.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07950727883538634,0.055991041433370664,0.04927211646136618,0.08734602463605823,0.1343784994400896,0.09630459126539753,0.026875699888017916,0.040313549832026875,0.060470324748040316,0.0335946248600224,0.07390817469204927,0.022396416573348264,0.02127659574468085,0.015677491601343786,0.06494960806270997,0.02463605823068309,0.011198208286674132,0.013437849944008958,0.015677491601343786,0.0022396416573348264,0.015677491601343786,0.0033594624860022394,0.010078387458006719,0.0022396416573348264,0.0,0.0,230,3.882608695652174,22.9,131.96080627099664
Mark,7.0,7.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07489878542510121,0.05668016194331984,0.044534412955465584,0.11133603238866396,0.11133603238866396,0.09919028340080972,0.022267206477732792,0.044534412955465584,0.058704453441295545,0.022267206477732792,0.05060728744939271,0.038461538461538464,0.02631578947368421,0.012145748987854251,0.05668016194331984,0.018218623481781375,0.012145748987854251,0.022267206477732792,0.016194331983805668,0.012145748987854251,0.004048582995951417,0.0,0.006072874493927126,0.0,0.0,0.0,124,3.9838709677419355,20.333333333333332,75.92105263157896
Luke,23.0,6.0,1.0,1.0,6.0,9.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,6.0,5.0,5.0,23.0,0.0,0.0,12.0,6.0,0.0,4.0,0.0,14.0,6.0,4.0,0.0,9.0,2.0,6.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,5.0,1.0,5.0,1.0,4.0,0.0,6.0,3.0,6.0,4.0,2.0,7.0,2.0,0.0,3.0,1.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07102418939783839,0.06124549665465775,0.03808543489449305,0.0725681935151827,0.11271230056613485,0.09469891919711786,0.034482758620689655,0.050437467833247554,0.057128152341739576,0.02161605764282038,0.05764282038085435,0.025218733916623777,0.023160061760164694,0.014925373134328358,0.08389089037570767,0.017498713329902212,0.008749356664951106,0.017498713329902212,0.0159547092125579,0.006176016469377252,0.028306742151312403,0.001544004117344313,0.011322696860524962,0.0,0.0,0.000514668039114771,486,3.9979423868312756,23.0,268.9264024704067
John,14.0,4.0,1.0,0.0,4.0,4.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,14.0,0.0,1.0,4.0,6.0,0.0,2.0,1.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,2.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.06893004115226338,0.051440329218107,0.08436213991769548,0.1388888888888889,0.09979423868312758,0.023662551440329218,0.03909465020576132,0.05864197530864197,0.030864197530864196,0.06995884773662552,0.02880658436213992,0.01748971193415638,0.01131687242798354,0.060699588477366256,0.03292181069958848,0.01440329218106996,0.0102880658436214,0.018518518518518517,0.00823045267489712,0.0102880658436214,0.0051440329218107,0.013374485596707819,0.0,0.0,0.0,230,4.226086956521739,22.9,126.98045267489712
Paul,14.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,41.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,31.0,6.0,4.0,1.0,0.0,1.0,10.0,2.0,0.0,12.0,13.0,4.0,1.0,1.0,3.0,1.0,6.0,1.0,4.0,3.0,8.0,1.0,6.0,1.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05855855855855856,0.06137387387387387,0.04504504504504504,0.07939189189189189,0.11768018018018019,0.09403153153153153,0.028716216216216218,0.048986486486486486,0.06587837837837837,0.023085585585585586,0.07038288288288289,0.03209459459459459,0.033783783783783786,0.020833333333333332,0.09234234234234234,0.028153153153153154,0.015202702702702704,0.020833333333333332,0.02421171171171171,0.006193693693693694,0.019707207207207207,0.0045045045045045045,0.0033783783783783786,0.0,0.0005630630630630631,0.0033783783783783786,443,4.00902934537246,22.15,255.99831081081078
Unknown(Hebrews),3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07911392405063292,0.08227848101265822,0.03164556962025317,0.06645569620253164,0.10759493670886076,0.0949367088607595,0.00949367088607595,0.06329113924050633,0.0759493670886076,0.04430379746835443,0.05063291139240506,0.0189873417721519,0.05063291139240506,0.00949367088607595,0.0949367088607595,0.012658227848101266,0.015822784810126583,0.028481012658227847,0.028481012658227847,0.0031645569620253164,0.022151898734177215,0.0,0.006329113924050633,0.0,0.0,0.0,77,4.103896103896104,25.666666666666668,43.99683544303796
James,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.05952380952380952,0.10714285714285714,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.07142857142857142,0.011904761904761904,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.08333333333333333,0.011904761904761904,0.0,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,26,3.230769230769231,26.0,15.000000000000004
Peter,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425531914893617,0.06382978723404255,0.05319148936170213,0.05319148936170213,0.10638297872340426,0.07446808510638298,0.031914893617021274,0.0851063829787234,0.0851063829787234,0.0,0.010638297872340425,0.031914893617021274,0.0425531914893617,0.07446808510638298,0.10638297872340426,0.02127659574468085,0.02127659574468085,0.031914893617021274,0.031914893617021274,0.0,0.010638297872340425,0.0,0.02127659574468085,0.0,0.0,0.0,21,4.476190476190476,21.0,14.999999999999998
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),15.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09292035398230089,0.08849557522123894,0.06415929203539823,0.0752212389380531,0.11504424778761062,0.09513274336283185,0.033185840707964605,0.05088495575221239,0.028761061946902654,0.01327433628318584,0.05530973451327434,0.030973451327433628,0.028761061946902654,0.017699115044247787,0.10176991150442478,0.017699115044247787,0.015486725663716814,0.024336283185840708,0.004424778761061947,0.017699115044247787,0.01991150442477876,0.0,0.008849557522123894,0.0,0.0,0.0,117,3.8632478632478633,29.25,65.00000000000004
