Author,and,the,of,without,their,for,shall,be,according,to,one,his,ye,have,do,no,therein,but,by,unto,lord,these,in,your,all,that,is,which,hath,if,man,or,an,with,he,not,out,also,being,her,wherewith,then,every,because,had,when,ought,it,make,they,them,whatsoever,may,from,are,upon,yet,shalt,thou,thy,some,let,throughout,there,were,as,wherein,forth,was,said,among,now,therefore,him,whosoever,into,who,did,thence,thereof,thee,been,didst,wherefore,those,again,me,hast,should,like,cometh,god,my,what,how,will,other,thus,thine,moreover,abundance,we,upward,yea,than,say,oftentimes,ever,lest,himself,whoso,much,therewith,shouldest,neither,many,thyself,where,outward,our,would,whom,whose,doeth,must,such,more,each,inasmuch,downward,whereto,seest,whereof,once,thereby,hence,howsoever,becometh,whereby,henceforth,thereon,till,thereupon,thereunto,became,oft,whither,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,could,forthwith,therefrom,wheresoever,a_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,v_percentage_use,y_percentage_use,b_percentage_use,u_percentage_use,l_percentage_use,c_percentage_use,k_percentage_use,w_percentage_use,r_percentage_use,m_percentage_use,f_percentage_use,i_percentage_use,g_percentage_use,p_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,10.0,17.0,14.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,1.0,3.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061597690086621755,0.05101058710298364,0.03176130895091434,0.07218479307025986,0.06929740134744947,0.06448508180943215,0.11934552454282965,0.06256015399422522,0.0028873917228103944,0.03368623676612127,0.019249278152069296,0.04331087584215592,0.04042348411934552,0.02406159769008662,0.0038498556304138597,0.016361886429258902,0.04619826756496631,0.01828681424446583,0.02213666987487969,0.04716073147256978,0.009624639076034648,0.026948989412897015,0.0009624639076034649,0.0009624639076034649,0.0,0.0,230,4.517391304347826,22.5,118.88835418671802
Mark,6.0,17.0,10.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07596899224806201,0.06356589147286822,0.043410852713178294,0.06976744186046512,0.07906976744186046,0.08992248062015504,0.14883720930232558,0.05271317829457364,0.010852713178294573,0.017054263565891473,0.013953488372093023,0.015503875968992248,0.020155038759689922,0.018604651162790697,0.006201550387596899,0.020155038759689922,0.06666666666666667,0.024806201550387597,0.027906976744186046,0.05581395348837209,0.02945736434108527,0.006201550387596899,0.0,0.0,0.0031007751937984496,0.0,162,3.9814814814814814,26.666666666666668,104.95968992248065
Luke,29.0,31.0,11.0,0.0,3.0,5.0,3.0,2.0,0.0,13.0,1.0,2.0,5.0,4.0,1.0,2.0,0.0,2.0,3.0,6.0,4.0,2.0,3.0,1.0,4.0,9.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,0.0,5.0,0.0,10.0,6.0,0.0,0.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08062166100048568,0.06896551724137931,0.05148130160271977,0.06993686255463817,0.0947061680427392,0.0747935891209325,0.13064594463331713,0.05925206410879068,0.008742107819329771,0.01894123360854784,0.018455560951918408,0.028169014084507043,0.04419621175327829,0.022340942204953862,0.003885381253035454,0.02476930548810102,0.056338028169014086,0.03011170471102477,0.021855269548324428,0.055366682855755224,0.022340942204953862,0.010199125789218067,0.0,0.00048567265662943174,0.0029140359397765905,0.0,471,4.371549893842888,22.428571428571427,263.99951432734343
John,13.0,18.0,7.0,1.0,0.0,3.0,1.0,3.0,0.0,5.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06600361663652803,0.05063291139240506,0.03887884267631103,0.06329113924050633,0.1166365280289331,0.08860759493670886,0.1220614828209765,0.07504520795660036,0.009041591320072333,0.015370705244122965,0.0081374321880651,0.02531645569620253,0.0325497287522604,0.0189873417721519,0.0054249547920434,0.03074141048824593,0.05244122965641953,0.02531645569620253,0.024412296564195298,0.06962025316455696,0.0162748643761302,0.018083182640144666,0.0,0.0,0.0081374321880651,0.0,263,4.20532319391635,26.0,142.98101265822785
Paul,17.0,22.0,10.0,1.0,0.0,6.0,3.0,4.0,1.0,9.0,2.0,0.0,9.0,2.0,4.0,1.0,0.0,2.0,1.0,7.0,8.0,1.0,18.0,11.0,6.0,9.0,6.0,5.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07940606843124597,0.07295029051000645,0.040025823111684955,0.08069722401549387,0.09425435765009683,0.0697224015493867,0.11103938024531956,0.06649451258876694,0.014848289218850872,0.028405422853453842,0.012265978050355068,0.029696578437701744,0.04196255648805681,0.02194964493221433,0.007746933505487412,0.025823111684958037,0.06132989025177534,0.020012911555842477,0.018076178179470628,0.0632666236281472,0.022595222724338282,0.012265978050355068,0.0006455777921239509,0.0,0.0012911555842479018,0.0,373,4.152815013404826,18.65,220.99677211103943
Unknown(Hebrews),6.0,8.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07848837209302326,0.05813953488372093,0.06395348837209303,0.09883720930232558,0.08139534883720931,0.06686046511627906,0.12209302325581395,0.06976744186046512,0.00872093023255814,0.0029069767441860465,0.00872093023255814,0.03197674418604651,0.0377906976744186,0.00872093023255814,0.00872093023255814,0.023255813953488372,0.040697674418604654,0.029069767441860465,0.04941860465116279,0.05232558139534884,0.02616279069767442,0.020348837209302327,0.0029069767441860465,0.0,0.0029069767441860465,0.0029069767441860465,78,4.410256410256411,26.0,39.997093023255815
James,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.1111111111111111,0.07407407407407407,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.07407407407407407,0.1111111111111111,0.0,0.0,0.0,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.0,0.0,0.0,0.0,14,3.857142857142857,14.0,8.999999999999998
Peter,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.12195121951219512,0.14634146341463414,0.07317073170731707,0.07317073170731707,0.04878048780487805,0.0,0.024390243902439025,0.0,0.07317073170731707,0.024390243902439025,0.0,0.0,0.024390243902439025,0.04878048780487805,0.0,0.0,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.0,0.0,0.0,0.0,7,5.857142857142857,7.0,4.000000000000001
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),13.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10588235294117647,0.07764705882352942,0.06823529411764706,0.07529411764705882,0.07764705882352942,0.08,0.12,0.04470588235294118,0.01647058823529412,0.011764705882352941,0.004705882352941176,0.03529411764705882,0.04,0.011764705882352941,0.002352941176470588,0.01647058823529412,0.07529411764705882,0.009411764705882352,0.023529411764705882,0.04941176470588235,0.03058823529411765,0.01647058823529412,0.0,0.0,0.004705882352941176,0.0,99,4.292929292929293,24.75,51.997647058823546
