Author,and,they,their,which,had,in,the,of,into,all,his,with,him,he,these,are,but,were,be,unto,whom,to,that,out,himself,said,now,let,me,have,thy,because,thou,yet,will,say,my,for,hath,been,it,shall,when,what,is,your,ye,from,our,we,also,may,every,an,then,some,them,moreover,no,therefore,thee,make,if,among,how,not,as,according,there,was,by,should,lord,ought,wherefore,thine,man,became,one,other,thereof,did,hast,therein,must,god,thus,didst,upon,those,could,would,her,do,more,cometh,thereon,who,like,throughout,than,or,verily,hence,many,such,yea,ever,neither,shalt,forth,whither,without,much,again,thence,oft,whatsoever,being,thereupon,seemeth,whoso,lest,each,inasmuch,where,downward,abundance,whereto,seest,therewith,wherein,whereof,once,thereby,shouldest,outward,howsoever,becometh,henceforth,whereby,till,thereunto,doeth,wherewith,oftentimes,whosoever,underneath,whereunto,whence,whensoever,wherewithal,whose,hereof,thyself,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,o_percentage_use,k_percentage_use,i_percentage_use,r_percentage_use,c_percentage_use,l_percentage_use,g_percentage_use,s_percentage_use,w_percentage_use,f_percentage_use,m_percentage_use,p_percentage_use,j_percentage_use,b_percentage_use,u_percentage_use,z_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,19.0,4.0,0.0,1.0,1.0,1.0,15.0,5.0,0.0,0.0,3.0,3.0,4.0,6.0,0.0,1.0,6.0,0.0,2.0,6.0,0.0,7.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863239573229874,0.06789524733268672,0.04558680892337536,0.09893307468477207,0.08438409311348205,0.11057225994180407,0.01745877788554801,0.058195926285160036,0.004849660523763337,0.06013579049466537,0.03491755577109602,0.02521823472356935,0.027158098933074686,0.011639185257032008,0.07371483996120272,0.023278370514064017,0.016488845780795344,0.03297769156159069,0.01745877788554801,0.004849660523763337,0.015518913676042677,0.028128031037827354,0.0,0.0038797284190106693,0.0,0.0,253,4.075098814229249,25.2,142.94956353055287
Mark,15.0,3.0,0.0,0.0,0.0,1.0,13.0,5.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11623246492985972,0.08016032064128256,0.05811623246492986,0.10420841683366733,0.08216432865731463,0.13627254509018036,0.018036072144288578,0.06012024048096192,0.004008016032064128,0.05410821643286573,0.04408817635270541,0.012024048096192385,0.02004008016032064,0.008016032064128256,0.05811623246492986,0.028056112224448898,0.02004008016032064,0.02004008016032064,0.012024048096192385,0.0,0.008016032064128256,0.018036072144288578,0.0,0.008016032064128256,0.002004008016032064,0.0,136,3.6691176470588234,22.5,83.97194388777552
Luke,31.0,1.0,0.0,3.0,1.0,6.0,5.0,8.0,3.0,0.0,6.0,1.0,18.0,20.0,1.0,1.0,2.0,0.0,6.0,13.0,0.0,11.0,13.0,1.0,0.0,8.0,3.0,0.0,6.0,2.0,3.0,2.0,5.0,1.0,7.0,5.0,2.0,2.0,2.0,0.0,5.0,10.0,3.0,0.0,6.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,6.0,6.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08801955990220049,0.06748166259168704,0.04449877750611247,0.07921760391198043,0.07970660146699267,0.11491442542787286,0.021026894865525673,0.06748166259168704,0.009290953545232274,0.06699266503667482,0.044009779951100246,0.018092909535452322,0.034229828850855744,0.015158924205378973,0.05867970660146699,0.018092909535452322,0.018581907090464547,0.030317848410757946,0.010268948655256724,0.0024449877750611247,0.0117359413202934,0.02885085574572127,0.0,0.013691931540342298,0.0,0.0,534,3.8295880149812733,25.047619047619047,288.94278728606344
John,7.0,3.0,0.0,1.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,4.0,9.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07351077313054499,0.053231939163498096,0.04055766793409379,0.11026615969581749,0.09378960709759189,0.14068441064638784,0.016476552598225603,0.0697084917617237,0.005069708491761723,0.051964512040557666,0.04182509505703422,0.0076045627376425855,0.025348542458808618,0.015209125475285171,0.051964512040557666,0.024081115335868188,0.017743979721166033,0.03929024081115336,0.0,0.0038022813688212928,0.01394169835234474,0.030418250950570342,0.0,0.024081115335868188,0.0,0.0,203,3.8866995073891624,20.3,125.95057034220532
Paul,13.0,1.0,1.0,4.0,0.0,4.0,16.0,10.0,0.0,0.0,2.0,4.0,2.0,11.0,0.0,11.0,6.0,1.0,6.0,5.0,1.0,5.0,10.0,0.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,5.0,10.0,0.0,1.0,11.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,1.0,6.0,7.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08890214797136038,0.06563245823389022,0.038782816229116945,0.08711217183770883,0.07219570405727924,0.1282816229116945,0.0256563245823389,0.07398568019093078,0.0065632458233890216,0.0662291169451074,0.057279236276849645,0.016109785202863963,0.04713603818615752,0.016706443914081145,0.0513126491646778,0.027446300715990454,0.025059665871121718,0.0220763723150358,0.011336515513126491,0.0005966587112171838,0.0220763723150358,0.025059665871121718,0.0,0.014319809069212411,0.0,0.0,427,3.9250585480093676,21.05,258.9898568019093
Unknown(Hebrews),3.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09473684210526316,0.056140350877192984,0.04912280701754386,0.08070175438596491,0.10526315789473684,0.14385964912280702,0.017543859649122806,0.05964912280701754,0.0,0.056140350877192984,0.07017543859649122,0.02456140350877193,0.02456140350877193,0.014035087719298246,0.06666666666666667,0.02456140350877193,0.03859649122807018,0.014035087719298246,0.021052631578947368,0.0,0.010526315789473684,0.021052631578947368,0.0,0.007017543859649123,0.0,0.0,70,4.071428571428571,23.333333333333332,41.00000000000001
James,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05223880597014925,0.06716417910447761,0.03731343283582089,0.1044776119402985,0.08208955223880597,0.14925373134328357,0.007462686567164179,0.08955223880597014,0.014925373134328358,0.05970149253731343,0.05970149253731343,0.014925373134328358,0.05223880597014925,0.014925373134328358,0.04477611940298507,0.022388059701492536,0.03731343283582089,0.007462686567164179,0.007462686567164179,0.0,0.04477611940298507,0.029850746268656716,0.0,0.0,0.0,0.0,32,4.1875,32.0,18.999999999999993
Peter,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024096385542168676,0.03614457831325301,0.07228915662650602,0.0963855421686747,0.10843373493975904,0.13253012048192772,0.024096385542168676,0.0963855421686747,0.0,0.04819277108433735,0.08433734939759036,0.024096385542168676,0.024096385542168676,0.012048192771084338,0.04819277108433735,0.03614457831325301,0.024096385542168676,0.0,0.024096385542168676,0.0,0.024096385542168676,0.04819277108433735,0.0,0.012048192771084338,0.0,0.0,22,3.772727272727273,22.0,16.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),15.0,1.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11085972850678733,0.09502262443438914,0.06334841628959276,0.09049773755656108,0.08597285067873303,0.14479638009049775,0.006787330316742082,0.08144796380090498,0.004524886877828055,0.038461538461538464,0.049773755656108594,0.01809954751131222,0.01583710407239819,0.013574660633484163,0.058823529411764705,0.03619909502262444,0.013574660633484163,0.01809954751131222,0.00904977375565611,0.0,0.011312217194570135,0.01809954751131222,0.0,0.006787330316742082,0.0,0.004524886877828055,121,3.652892561983471,30.25,64.99547511312218
