Author,the,of,did,his,was,one,whereof,an,and,them,with,for,he,in,when,it,by,each,all,were,their,that,into,to,him,then,unto,from,upon,lord,say,thou,shall,thereof,as,according,which,had,is,said,do,thine,thee,thy,we,will,these,if,they,thus,our,not,but,hath,be,forth,out,where,me,there,among,also,now,who,god,every,man,moreover,have,ye,what,such,may,my,are,because,therefore,some,wherefore,hast,didst,ever,therein,cometh,or,whom,let,how,no,neither,your,should,abundance,more,than,could,much,her,make,like,those,whoso,yea,shalt,whither,wherein,whose,yet,whosoever,again,would,shouldest,whatsoever,many,himself,other,without,throughout,wherewith,till,henceforth,whereby,being,became,once,lest,inasmuch,downward,whereto,seest,therewith,thence,been,thereby,outward,hence,howsoever,becometh,thereon,must,thereupon,doeth,thereunto,oft,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,thyself,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,upward,ought,o_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,f_percentage_use,i_percentage_use,d_percentage_use,a_percentage_use,y_percentage_use,s_percentage_use,l_percentage_use,u_percentage_use,m_percentage_use,z_percentage_use,r_percentage_use,p_percentage_use,c_percentage_use,g_percentage_use,w_percentage_use,v_percentage_use,k_percentage_use,b_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,8.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.08,0.10333333333333333,0.1,0.02,0.043333333333333335,0.07,0.08666666666666667,0.01,0.08,0.09333333333333334,0.02,0.013333333333333334,0.0,0.05,0.0033333333333333335,0.0033333333333333335,0.023333333333333334,0.02666666666666667,0.006666666666666667,0.01,0.016666666666666666,0.0,0.0,0.0,74,4.054054054054054,37.0,49.99999999999999
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,6.0,3.0,1.0,1.0,0.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,5.0,0.0,6.0,4.0,0.0,4.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,3.0,5.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07327141382868937,0.0629514963880289,0.1001031991744066,0.06501547987616099,0.11455108359133127,0.013415892672858616,0.06914344685242518,0.053663570691434466,0.06914344685242518,0.026831785345717233,0.04953560371517028,0.03611971104231166,0.03508771929824561,0.0392156862745098,0.0020639834881320948,0.04231166150670795,0.011351909184726523,0.015479876160990712,0.016511867905056758,0.017543859649122806,0.01238390092879257,0.0030959752321981426,0.02476780185758514,0.0020639834881320948,0.0041279669762641896,0.0,244,3.971311475409836,24.1,134.9597523219814
Mark,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,6.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05503355704697987,0.07516778523489932,0.07785234899328859,0.08053691275167785,0.1221476510067114,0.013422818791946308,0.05100671140939597,0.06040268456375839,0.08859060402684564,0.01476510067114094,0.06845637583892618,0.06040268456375839,0.025503355704697986,0.03087248322147651,0.0026845637583892616,0.040268456375838924,0.010738255033557046,0.013422818791946308,0.01476510067114094,0.021476510067114093,0.006711409395973154,0.004026845637583893,0.009395973154362415,0.0,0.006711409395973154,0.0,176,4.232954545454546,29.166666666666668,104.95436241610741
Luke,28.0,18.0,1.0,0.0,6.0,2.0,0.0,0.0,19.0,8.0,8.0,6.0,7.0,7.0,5.0,0.0,0.0,0.0,1.0,9.0,1.0,13.0,0.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,6.0,3.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,6.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06866002214839424,0.06478405315614617,0.10188261351052048,0.09856035437430787,0.1434108527131783,0.019933554817275746,0.06312292358803986,0.042081949058693245,0.07142857142857142,0.024916943521594685,0.050387596899224806,0.024363233665559248,0.015503875968992248,0.029346622369878183,0.0016611295681063123,0.050387596899224806,0.022702104097452935,0.023809523809523808,0.02547065337763012,0.029900332225913623,0.009413067552602437,0.0027685492801771874,0.01107419712070875,0.0,0.0027685492801771874,0.0005537098560354374,421,4.289786223277909,20.047619047619047,243.9988925802879
John,11.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,9.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,11.0,0.0,0.0,8.0,5.0,0.0,1.0,1.0,1.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,6.0,0.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08041237113402062,0.05463917525773196,0.10824742268041238,0.09175257731958762,0.11649484536082474,0.018556701030927835,0.0443298969072165,0.03917525773195876,0.07010309278350516,0.03608247422680412,0.03917525773195876,0.030927835051546393,0.032989690721649485,0.026804123711340205,0.0,0.03917525773195876,0.006185567010309278,0.013402061855670102,0.009278350515463918,0.024742268041237112,0.012371134020618556,0.009278350515463918,0.012371134020618556,0.0,0.0,0.0,248,3.911290322580645,24.7,141.91649484536086
Paul,40.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,17.0,1.0,3.0,3.0,8.0,15.0,1.0,1.0,3.0,0.0,11.0,0.0,2.0,13.0,2.0,7.0,3.0,0.0,7.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08149405772495756,0.07357102433503113,0.100169779286927,0.07640067911714771,0.13242784380305603,0.03621958121109225,0.06734578381437464,0.04018109790605546,0.0690435766836446,0.019241652518392757,0.04810413129598189,0.038483305036785515,0.023769100169779286,0.016411997736276173,0.0,0.05149971703452179,0.014148273910582909,0.027164685908319185,0.024335031126202604,0.019807583474816072,0.013582342954159592,0.00792303338992643,0.014714204867006225,0.0005659309564233164,0.001697792869269949,0.0,419,4.217183770883055,20.95,252.99830220713068
Unknown(Hebrews),2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07803468208092486,0.07514450867052024,0.07225433526011561,0.04335260115606936,0.11560693641618497,0.03757225433526012,0.06069364161849711,0.04046242774566474,0.08670520231213873,0.04335260115606936,0.05491329479768786,0.04046242774566474,0.02601156069364162,0.031791907514450865,0.002890173410404624,0.05491329479768786,0.017341040462427744,0.031791907514450865,0.023121387283236993,0.02023121387283237,0.008670520231213872,0.008670520231213872,0.023121387283236993,0.0,0.002890173410404624,0.0,75,4.613333333333333,25.0,39.0
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06779661016949153,0.05084745762711865,0.0847457627118644,0.06779661016949153,0.11864406779661017,0.01694915254237288,0.0847457627118644,0.06779661016949153,0.05084745762711865,0.01694915254237288,0.11864406779661017,0.05084745762711865,0.03389830508474576,0.03389830508474576,0.0,0.03389830508474576,0.0,0.01694915254237288,0.0,0.01694915254237288,0.03389830508474576,0.0,0.03389830508474576,0.0,0.0,0.0,11,5.363636363636363,11.0,4.999999999999997
Peter,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06299212598425197,0.05511811023622047,0.13385826771653545,0.09448818897637795,0.10236220472440945,0.047244094488188976,0.07086614173228346,0.031496062992125984,0.031496062992125984,0.007874015748031496,0.07874015748031496,0.015748031496062992,0.06299212598425197,0.007874015748031496,0.0,0.05511811023622047,0.015748031496062992,0.023622047244094488,0.031496062992125984,0.0,0.0,0.007874015748031496,0.031496062992125984,0.0,0.015748031496062992,0.007874015748031496,33,3.8484848484848486,33.0,19.992125984251985
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),17.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07615230460921844,0.036072144288577156,0.12224448897795591,0.09819639278557114,0.13226452905811623,0.03807615230460922,0.04809619238476954,0.036072144288577156,0.0781563126252505,0.01002004008016032,0.05410821643286573,0.028056112224448898,0.026052104208416832,0.022044088176352707,0.0,0.052104208416833664,0.022044088176352707,0.012024048096192385,0.028056112224448898,0.02004008016032064,0.006012024048096192,0.014028056112224449,0.008016032064128256,0.002004008016032064,0.0,0.0,126,3.9603174603174605,31.5,68.96993987975955
