Author,all,the,of,his,there,shall,no,upon,be,in,which,he,himself,unto,lord,and,let,that,not,make,for,or,when,they,because,god,is,if,man,by,him,hath,then,it,to,one,other,an,but,were,was,are,without,with,their,them,also,out,may,who,according,must,do,ye,thee,my,will,had,thereof,each,thou,shalt,every,should,said,did,whereof,from,her,now,throughout,lest,yet,neither,these,many,as,among,into,where,whom,me,say,thy,have,been,hast,therefore,what,soever,your,notwithstanding,would,like,became,again,thine,shouldest,wherefore,our,moreover,thus,some,cometh,yea,ever,those,whoso,than,being,whither,seemeth,wheresoever,more,therein,wherewith,till,much,didst,we,how,whose,forth,whatsoever,doeth,whereby,inasmuch,downward,abundance,whereto,seest,therewith,wherein,thence,once,thereby,outward,hence,howsoever,becometh,henceforth,thereon,thereupon,thereunto,oft,oftentimes,such,whosoever,underneath,whereunto,whence,whensoever,wherewithal,hereof,thyself,verily,whereon,could,forthwith,therefrom,upward,ought,a_percentage_use,l_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,d_percentage_use,y_percentage_use,s_percentage_use,o_percentage_use,f_percentage_use,v_percentage_use,w_percentage_use,i_percentage_use,p_percentage_use,r_percentage_use,n_percentage_use,z_percentage_use,c_percentage_use,m_percentage_use,u_percentage_use,b_percentage_use,k_percentage_use,g_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,0.0,15.0,6.0,0.0,0.0,6.0,1.0,0.0,4.0,2.0,0.0,3.0,0.0,8.0,0.0,14.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,1.0,1.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07492195629552549,0.036420395421436005,0.10197710718002082,0.07596253902185224,0.10822060353798127,0.044745057232049947,0.018730489073881373,0.055150884495317375,0.06451612903225806,0.01768990634755463,0.005202913631633715,0.02497398543184183,0.07075962539021852,0.012486992715920915,0.036420395421436005,0.06763787721123829,0.003121748178980229,0.015608740894901144,0.02809573361082206,0.023933402705515087,0.015608740894901144,0.007284079084287201,0.01768990634755463,0.0,0.004162330905306972,0.0,258,3.7248062015503876,25.2,142.93132154006238
Mark,2.0,5.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,1.0,0.0,5.0,7.0,0.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07455429497568881,0.029173419773095625,0.09076175040518639,0.06969205834683954,0.11507293354943274,0.04213938411669368,0.011345218800648298,0.06969205834683954,0.08589951377633712,0.022690437601296597,0.006482982171799027,0.019448946515397084,0.055105348460291734,0.008103727714748784,0.05672609400324149,0.06807131280388978,0.0,0.009724473257698542,0.024311183144246355,0.024311183144246355,0.009724473257698542,0.006482982171799027,0.024311183144246355,0.0,0.004862236628849271,0.0,154,4.0064935064935066,25.166666666666668,89.92868719611026
Luke,2.0,34.0,21.0,2.0,1.0,0.0,0.0,2.0,0.0,4.0,5.0,8.0,0.0,3.0,3.0,32.0,0.0,4.0,5.0,1.0,2.0,1.0,2.0,7.0,0.0,8.0,3.0,0.0,2.0,1.0,6.0,1.0,1.0,2.0,7.0,2.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,6.0,4.0,3.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,7.0,0.0,5.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08697889861039629,0.030365414307771486,0.09264024704065878,0.08697889861039629,0.12506433350488935,0.057128152341739576,0.02110138960370561,0.06227483273288729,0.0797735460627895,0.023160061760164694,0.00977869274318065,0.02213072568193515,0.054554812146165726,0.01544004117344313,0.04632012352032939,0.06845084920226453,0.0,0.024189397838394237,0.023160061760164694,0.027792074112197633,0.011837364899639732,0.004117344312918168,0.02007205352547607,0.000514668039114771,0.003602676273803397,0.0,466,4.169527896995708,22.142857142857142,257.9974266598045
John,1.0,3.0,1.0,4.0,0.0,4.0,1.0,0.0,3.0,7.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,6.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08647990255785627,0.037758830694275276,0.06942752740560293,0.06577344701583435,0.10353227771010962,0.0438489646772229,0.04263093788063337,0.0438489646772229,0.06333739342265529,0.02192448233861145,0.023142509135200974,0.010962241169305725,0.06090133982947625,0.0048721071863581,0.03532277710109622,0.06699147381242387,0.0,0.014616321559074299,0.0438489646772229,0.023142509135200974,0.014616321559074299,0.007308160779537149,0.007308160779537149,0.0,0.00243605359317905,0.0,213,3.8544600938967135,21.2,109.89403166869668
Paul,5.0,34.0,23.0,5.0,0.0,0.0,0.0,0.0,5.0,13.0,6.0,3.0,0.0,7.0,2.0,12.0,0.0,9.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,6.0,7.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064030131826742,0.035781544256120526,0.09165097300690521,0.08537350910232266,0.1167608286252354,0.03766478342749529,0.02573760200878845,0.062146892655367235,0.07972379158819837,0.030131826741996232,0.006905210295040804,0.029504080351537978,0.07219083490269931,0.016321406151914627,0.053358443188951665,0.06465787821720025,0.0,0.02573760200878845,0.023854362837413684,0.022598870056497175,0.01694915254237288,0.006277463904582548,0.02573760200878845,0.0,0.0025109855618330196,0.0,385,4.137662337662338,19.25,229.9956057752667
Unknown(Hebrews),0.0,8.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06722689075630252,0.04481792717086835,0.09803921568627451,0.10644257703081232,0.11204481792717087,0.05042016806722689,0.008403361344537815,0.047619047619047616,0.09523809523809523,0.03081232492997199,0.008403361344537815,0.025210084033613446,0.058823529411764705,0.022408963585434174,0.036414565826330535,0.0784313725490196,0.0,0.0196078431372549,0.014005602240896359,0.03081232492997199,0.008403361344537815,0.0028011204481792717,0.03081232492997199,0.0,0.0028011204481792717,0.0,84,4.25,28.0,52.00000000000005
James,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07792207792207792,0.025974025974025976,0.14285714285714285,0.05194805194805195,0.1038961038961039,0.025974025974025976,0.05194805194805195,0.03896103896103896,0.05194805194805195,0.025974025974025976,0.025974025974025976,0.0,0.09090909090909091,0.0,0.07792207792207792,0.1038961038961039,0.0,0.0,0.0,0.03896103896103896,0.025974025974025976,0.0,0.03896103896103896,0.0,0.0,0.0,19,4.052631578947368,19.0,12.000000000000004
Peter,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028169014084507043,0.07042253521126761,0.09859154929577464,0.04225352112676056,0.11267605633802817,0.04225352112676056,0.014084507042253521,0.04225352112676056,0.11267605633802817,0.09859154929577464,0.014084507042253521,0.028169014084507043,0.09859154929577464,0.0,0.07042253521126761,0.04225352112676056,0.0,0.0,0.0,0.014084507042253521,0.028169014084507043,0.0,0.04225352112676056,0.0,0.0,0.0,21,3.380952380952381,21.0,15.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,7.0,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07920792079207921,0.024752475247524754,0.08168316831683169,0.08168316831683169,0.13861386138613863,0.06188118811881188,0.007425742574257425,0.054455445544554455,0.07425742574257425,0.0297029702970297,0.01485148514851485,0.022277227722772276,0.05198019801980198,0.03217821782178218,0.05198019801980198,0.07920792079207921,0.0,0.01485148514851485,0.019801980198019802,0.03217821782178218,0.009900990099009901,0.0049504950495049506,0.0297029702970297,0.0,0.0,0.0,97,4.164948453608248,24.25,56.99752475247524
