Author,thou,shalt,not,to,do,neither,in,many,man,his,if,thine,or,it,him,again,the,of,that,thee,and,with,thy,from,for,will,no,also,ye,were,thereof,but,let,may,what,they,shall,like,be,all,have,said,unto,make,other,out,me,as,which,hast,is,when,lord,god,my,into,an,he,your,then,them,their,there,whom,one,lest,by,hath,we,according,these,was,upon,did,are,every,among,more,than,had,now,therefore,would,could,forth,where,because,wherein,should,say,cometh,how,being,ever,upward,such,who,once,thus,been,those,therein,wherefore,till,yet,himself,yea,whose,notwithstanding,whereby,much,without,hence,whosoever,abundance,must,ought,verily,our,became,didst,each,inasmuch,her,downward,whereto,seest,therewith,thence,whatsoever,whereof,thereby,shouldest,outward,howsoever,becometh,throughout,henceforth,thereon,thereupon,doeth,thereunto,moreover,wherewith,oft,oftentimes,whither,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,thyself,whereon,soever,forthwith,some,therefrom,wheresoever,whoso,t_percentage_use,h_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,n_percentage_use,f_percentage_use,w_percentage_use,m_percentage_use,i_percentage_use,d_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,p_percentage_use,k_percentage_use,c_percentage_use,y_percentage_use,j_percentage_use,g_percentage_use,x_percentage_use,b_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,5.0,6.0,3.0,0.0,1.0,2.0,2.0,0.0,15.0,10.0,2.0,0.0,7.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09107981220657277,0.07323943661971831,0.08262910798122065,0.02629107981220657,0.06009389671361502,0.061971830985915494,0.03286384976525822,0.0647887323943662,0.024413145539906103,0.012206572769953052,0.023474178403755867,0.06384976525821597,0.030985915492957747,0.10516431924882629,0.013145539906103286,0.046009389671361506,0.012206572769953052,0.008450704225352112,0.013145539906103286,0.014084507042253521,0.0009389671361502347,0.03004694835680751,0.0009389671361502347,0.020657276995305163,0.0009389671361502347,0.0,253,4.209486166007905,25.1,134.9136150234741
Mark,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,18.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09576138147566719,0.07221350078492936,0.059654631083202514,0.02511773940345369,0.061224489795918366,0.10832025117739404,0.023547880690737835,0.07849293563579278,0.009419152276295133,0.02511773940345369,0.03610675039246468,0.05023547880690738,0.0565149136577708,0.130298273155416,0.01098901098901099,0.03924646781789639,0.0282574568288854,0.0015698587127158557,0.023547880690737835,0.026687598116169546,0.0015698587127158557,0.01726844583987441,0.0,0.009419152276295133,0.0,0.0,157,4.057324840764331,26.0,87.99058084772369
Luke,0.0,0.0,7.0,7.0,0.0,1.0,12.0,1.0,4.0,4.0,0.0,0.0,2.0,8.0,4.0,0.0,32.0,17.0,8.0,0.0,21.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,12.0,17.0,0.0,13.0,0.0,0.0,4.0,6.0,0.0,3.0,2.0,1.0,3.0,2.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,7.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09131403118040089,0.0779510022271715,0.06570155902004454,0.013919821826280624,0.05456570155902005,0.07461024498886415,0.04398663697104677,0.0645879732739421,0.021158129175946547,0.017817371937639197,0.022271714922048998,0.05066815144766147,0.04844097995545657,0.12861915367483295,0.0066815144766146995,0.0334075723830735,0.006124721603563474,0.0077951002227171495,0.007238307349665924,0.022828507795100223,0.0011135857461024498,0.016146993318485525,0.0,0.012249443207126948,0.0,0.0,451,3.9822616407982263,21.285714285714285,259.88919821826283
John,0.0,0.0,5.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,6.0,4.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07729468599033816,0.07729468599033816,0.07246376811594203,0.028985507246376812,0.04710144927536232,0.07367149758454106,0.01932367149758454,0.050724637681159424,0.025362318840579712,0.022946859903381644,0.03140096618357488,0.042270531400966184,0.043478260869565216,0.1388888888888889,0.01570048309178744,0.05555555555555555,0.004830917874396135,0.00966183574879227,0.01570048309178744,0.03260869565217391,0.0036231884057971015,0.004830917874396135,0.0,0.016908212560386472,0.0,0.0,212,3.9056603773584904,20.7,120.91062801932367
Paul,0.0,0.0,3.0,6.0,0.0,0.0,11.0,1.0,2.0,0.0,3.0,0.0,5.0,4.0,2.0,0.0,15.0,6.0,15.0,0.0,8.0,3.0,0.0,0.0,7.0,0.0,1.0,1.0,9.0,0.0,0.0,12.0,0.0,4.0,3.0,3.0,13.0,0.0,10.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,8.0,3.0,0.0,1.0,0.0,1.0,3.0,9.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10775862068965517,0.09051724137931035,0.06303879310344827,0.029633620689655173,0.05334051724137931,0.07596982758620689,0.03394396551724138,0.06465517241379311,0.02101293103448276,0.02586206896551724,0.01293103448275862,0.07543103448275862,0.023706896551724137,0.12823275862068967,0.007004310344827586,0.05118534482758621,0.03017241379310345,0.015625,0.022629310344827586,0.02209051724137931,0.0010775862068965517,0.017780172413793104,0.003232758620689655,0.020474137931034482,0.0005387931034482759,0.0005387931034482759,433,4.286374133949192,21.65,227.99838362068965
Unknown(Hebrews),0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1048158640226629,0.0821529745042493,0.07932011331444759,0.0084985835694051,0.039660056657223795,0.07932011331444759,0.031161473087818695,0.053824362606232294,0.042492917847025496,0.019830028328611898,0.0113314447592068,0.05099150141643059,0.039660056657223795,0.17280453257790368,0.0084985835694051,0.08498583569405099,0.0226628895184136,0.0028328611898017,0.031161473087818695,0.0056657223796034,0.0,0.014164305949008499,0.0,0.0113314447592068,0.0,0.0,78,4.5256410256410255,26.0,42.99716713881021
James,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12396694214876033,0.049586776859504134,0.1322314049586777,0.04132231404958678,0.049586776859504134,0.08264462809917356,0.06611570247933884,0.04132231404958678,0.03305785123966942,0.01652892561983471,0.04132231404958678,0.06611570247933884,0.049586776859504134,0.06611570247933884,0.0,0.05785123966942149,0.0,0.01652892561983471,0.024793388429752067,0.024793388429752067,0.0,0.008264462809917356,0.0,0.008264462809917356,0.0,0.0,31,3.903225806451613,31.0,21.000000000000007
Peter,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08433734939759036,0.04819277108433735,0.08433734939759036,0.03614457831325301,0.07228915662650602,0.04819277108433735,0.024096385542168676,0.04819277108433735,0.024096385542168676,0.012048192771084338,0.03614457831325301,0.04819277108433735,0.024096385542168676,0.1566265060240964,0.024096385542168676,0.08433734939759036,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.024096385542168676,0.0,0.012048192771084338,0.0,0.024096385542168676,0.0,0.0,21,3.9523809523809526,20.0,12.96385542168675
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,8.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951219512195122,0.07804878048780488,0.06585365853658537,0.014634146341463415,0.08780487804878048,0.1024390243902439,0.04390243902439024,0.07317073170731707,0.03170731707317073,0.024390243902439025,0.014634146341463415,0.04878048780487805,0.05853658536585366,0.14390243902439023,0.0,0.05853658536585366,0.012195121951219513,0.007317073170731708,0.012195121951219513,0.00975609756097561,0.0,0.007317073170731708,0.0,0.00975609756097561,0.0,0.0,103,3.9805825242718447,25.75,67.00000000000003
