Author,and,said,that,to,for,is,unto,the,lord,ye,shall,not,it,in,but,which,there,be,out,some,of,they,how,my,hath,therefore,he,every,man,his,let,no,thereof,was,like,with,an,your,may,wherewith,have,when,forth,from,therein,as,did,now,all,their,according,wherefore,we,them,me,do,thou,hast,our,what,thee,thy,thine,will,upon,shalt,because,among,or,then,god,had,him,were,thereon,one,other,her,been,into,where,each,by,whom,who,than,wherein,thyself,make,must,moreover,such,if,also,thus,say,lest,are,being,those,again,would,yet,whose,could,without,cometh,many,these,more,throughout,should,whatsoever,much,yea,whereof,himself,neither,till,whither,doeth,whereby,became,ever,oft,whosoever,didst,inasmuch,downward,abundance,whereto,seest,therewith,thence,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereupon,thereunto,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,o_percentage_use,s_percentage_use,e_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,f_percentage_use,r_percentage_use,b_percentage_use,u_percentage_use,l_percentage_use,x_percentage_use,g_percentage_use,v_percentage_use,w_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,8.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09292035398230089,0.10619469026548672,0.07079646017699115,0.030973451327433628,0.07964601769911504,0.06637168141592921,0.12389380530973451,0.061946902654867256,0.084070796460177,0.05309734513274336,0.004424778761061947,0.022123893805309734,0.04424778761061947,0.030973451327433628,0.048672566371681415,0.035398230088495575,0.0,0.0,0.0,0.017699115044247787,0.008849557522123894,0.008849557522123894,0.004424778761061947,0.0,0.0,0.0,56,4.035714285714286,28.0,30.99557522123894
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,13.0,2.0,4.0,4.0,5.0,3.0,5.0,18.0,0.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08131868131868132,0.06703296703296703,0.04835164835164835,0.025274725274725275,0.06373626373626373,0.05054945054945055,0.11868131868131868,0.05054945054945055,0.09230769230769231,0.08571428571428572,0.026373626373626374,0.01868131868131868,0.045054945054945054,0.01978021978021978,0.027472527472527472,0.03296703296703297,0.0,0.01098901098901099,0.008791208791208791,0.02857142857142857,0.008791208791208791,0.01098901098901099,0.006593406593406593,0.001098901098901099,0.0,0.0,238,3.823529411764706,23.5,136.92967032967044
Mark,9.0,5.0,4.0,1.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08671586715867159,0.05719557195571956,0.07380073800738007,0.025830258302583026,0.08302583025830258,0.06457564575645756,0.11070110701107011,0.07749077490774908,0.07933579335793357,0.1070110701107011,0.00922509225092251,0.033210332103321034,0.07195571955719557,0.012915129151291513,0.01107011070110701,0.02029520295202952,0.0,0.0036900369003690036,0.005535055350553505,0.02029520295202952,0.0036900369003690036,0.01845018450184502,0.007380073800738007,0.007380073800738007,0.0,0.0,138,3.927536231884058,22.666666666666668,84.99077490774906
Luke,39.0,14.0,6.0,8.0,5.0,7.0,11.0,18.0,4.0,0.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,5.0,2.0,0.0,9.0,2.0,3.0,4.0,3.0,1.0,21.0,1.0,1.0,12.0,1.0,2.0,0.0,11.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,6.0,1.0,0.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09379509379509379,0.06349206349206349,0.06060606060606061,0.029822029822029823,0.05627705627705628,0.06541606541606541,0.10341510341510342,0.06637806637806638,0.08513708513708514,0.08513708513708514,0.017316017316017316,0.020202020202020204,0.04521404521404521,0.00913900913900914,0.022607022607022607,0.026936026936026935,0.0,0.012987012987012988,0.008658008658008658,0.02405002405002405,0.01827801827801828,0.003848003848003848,0.006734006734006734,0.000481000481000481,0.0,0.000481000481000481,532,3.9078947368421053,25.047619047619047,295.92640692640697
John,10.0,6.0,4.0,1.0,0.0,2.0,7.0,13.0,1.0,0.0,2.0,3.0,1.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07309322033898305,0.0858050847457627,0.048728813559322036,0.03072033898305085,0.07097457627118645,0.06991525423728813,0.11758474576271187,0.05826271186440678,0.1048728813559322,0.08686440677966102,0.015889830508474576,0.014830508474576272,0.03283898305084746,0.01059322033898305,0.036016949152542374,0.026483050847457626,0.0,0.019067796610169493,0.005296610169491525,0.025423728813559324,0.020127118644067795,0.007415254237288136,0.005296610169491525,0.005296610169491525,0.0,0.0,231,4.086580086580087,23.0,134.97139830508482
Paul,16.0,1.0,12.0,7.0,13.0,13.0,4.0,26.0,8.0,9.0,4.0,8.0,6.0,10.0,5.0,4.0,2.0,5.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,1.0,7.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794392523364486,0.0683411214953271,0.039135514018691586,0.029789719626168224,0.08411214953271028,0.051985981308411214,0.12383177570093458,0.06366822429906542,0.09521028037383178,0.08060747663551401,0.026869158878504672,0.02336448598130841,0.0566588785046729,0.016355140186915886,0.029205607476635514,0.028621495327102803,0.0005841121495327102,0.014602803738317757,0.012266355140186916,0.017523364485981307,0.01985981308411215,0.012266355140186916,0.009345794392523364,0.0011682242990654205,0.0,0.0,447,3.829977628635347,22.2,263.98481308411215
Unknown(Hebrews),1.0,0.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09117647058823529,0.07941176470588235,0.023529411764705882,0.023529411764705882,0.08529411764705883,0.05,0.1,0.07647058823529412,0.10882352941176471,0.07352941176470588,0.008823529411764706,0.03529411764705882,0.05,0.020588235294117647,0.023529411764705882,0.029411764705882353,0.0,0.03529411764705882,0.011764705882352941,0.026470588235294117,0.01764705882352941,0.01764705882352941,0.011764705882352941,0.0,0.0,0.0,75,4.533333333333333,25.0,38.00000000000001
James,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05747126436781609,0.022988505747126436,0.022988505747126436,0.0,0.08045977011494253,0.04597701149425287,0.10344827586206896,0.05747126436781609,0.09195402298850575,0.08045977011494253,0.05747126436781609,0.04597701149425287,0.05747126436781609,0.011494252873563218,0.04597701149425287,0.10344827586206896,0.0,0.022988505747126436,0.011494252873563218,0.022988505747126436,0.034482758620689655,0.011494252873563218,0.0,0.0,0.0,0.0,21,4.142857142857143,21.0,13.988505747126435
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707070707070707,0.0707070707070707,0.04040404040404041,0.030303030303030304,0.10101010101010101,0.010101010101010102,0.1414141414141414,0.06060606060606061,0.09090909090909091,0.0707070707070707,0.020202020202020204,0.010101010101010102,0.04040404040404041,0.04040404040404041,0.020202020202020204,0.020202020202020204,0.0,0.010101010101010102,0.010101010101010102,0.050505050505050504,0.04040404040404041,0.050505050505050504,0.0,0.0,0.0,0.0,25,3.96,25.0,17.000000000000007
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),15.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.08,0.074,0.01,0.048,0.052,0.132,0.054,0.102,0.068,0.004,0.03,0.078,0.014,0.03,0.034,0.0,0.02,0.004,0.026,0.012,0.024,0.0,0.0,0.0,0.0,126,3.9682539682539684,31.5,65.99800000000003
