Author,and,said,that,to,for,is,unto,the,lord,ye,shall,not,it,in,but,which,there,be,out,some,of,they,how,my,hath,therefore,he,every,man,his,let,no,thereof,was,like,with,an,your,may,wherewith,have,when,forth,from,therein,as,did,now,all,their,according,wherefore,we,them,me,do,thou,hast,our,what,thee,thy,thine,will,upon,shalt,because,among,or,then,god,had,him,were,thereon,one,other,her,been,into,where,each,by,whom,who,than,wherein,thyself,make,must,moreover,such,if,also,thus,say,lest,are,being,those,again,would,yet,whose,could,without,cometh,many,these,more,throughout,should,whatsoever,much,yea,whereof,himself,neither,till,whither,doeth,whereby,became,ever,oft,whosoever,didst,inasmuch,downward,abundance,whereto,seest,therewith,thence,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereupon,thereunto,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,whoso,upward,ought,a_percentage_use,n_percentage_use,d_percentage_use,m_percentage_use,o_percentage_use,s_percentage_use,e_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,y_percentage_use,f_percentage_use,r_percentage_use,b_percentage_use,u_percentage_use,l_percentage_use,x_percentage_use,g_percentage_use,v_percentage_use,w_percentage_use,c_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,8.0,0.0,5.0,2.0,11.0,6.0,12.0,20.0,2.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,11.0,0.0,17.0,0.0,0.0,3.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,16.0,2.0,7.0,1.0,0.0,3.0,6.0,8.0,1.0,13.0,2.0,0.0,0.0,4.0,0.0,1.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07045215562565721,0.052576235541535225,0.035751840168243953,0.04206098843322818,0.07465825446898001,0.05310199789695058,0.12513144058885384,0.07150368033648791,0.09095688748685594,0.07413249211356467,0.028916929547844375,0.024710830704521555,0.050473186119873815,0.011041009463722398,0.028916929547844375,0.055205047318611984,0.002103049421661409,0.02576235541535226,0.015247108307045216,0.027339642481598318,0.012618296529968454,0.01840168243953733,0.0057833859095688745,0.0005257623554153522,0.0,0.0005257623554153522,491,3.8737270875763747,20.458333333333332,266.9978969505784
Solomon and others,3.0,0.0,9.0,4.0,0.0,7.0,1.0,11.0,1.0,0.0,7.0,1.0,4.0,3.0,6.0,1.0,2.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07201086956521739,0.042119565217391304,0.03804347826086957,0.014945652173913044,0.06385869565217392,0.06385869565217392,0.13179347826086957,0.07065217391304347,0.125,0.10733695652173914,0.008152173913043478,0.017663043478260868,0.04619565217391304,0.019021739130434784,0.035326086956521736,0.04755434782608696,0.001358695652173913,0.014945652173913044,0.005434782608695652,0.020380434782608696,0.017663043478260868,0.01358695652173913,0.005434782608695652,0.002717391304347826,0.0,0.0,178,4.134831460674158,19.666666666666668,98.9850543478261
Solomon,6.0,0.0,5.0,2.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10123456790123457,0.08395061728395062,0.04197530864197531,0.027160493827160494,0.06419753086419754,0.06172839506172839,0.11358024691358025,0.08148148148148149,0.10617283950617284,0.09382716049382717,0.022222222222222223,0.014814814814814815,0.04197530864197531,0.01728395061728395,0.022222222222222223,0.0345679012345679,0.0,0.022222222222222223,0.019753086419753086,0.014814814814814815,0.009876543209876543,0.0024691358024691358,0.0,0.0,0.0,0.0,110,3.6818181818181817,36.666666666666664,65.99753086419753
Isaiah,28.0,0.0,7.0,8.0,3.0,1.0,4.0,17.0,6.0,3.0,10.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,7.0,7.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08459214501510574,0.0649546827794562,0.0513595166163142,0.017371601208459216,0.07854984894259819,0.05740181268882175,0.10725075528700906,0.06268882175226587,0.10045317220543806,0.09818731117824774,0.023413897280966767,0.017371601208459216,0.0445619335347432,0.010574018126888218,0.027190332326283987,0.06722054380664652,0.0007552870090634441,0.0188821752265861,0.00906344410876133,0.021148036253776436,0.013595166163141994,0.009818731117824773,0.008308157099697885,0.0022658610271903325,0.0,0.0007552870090634441,335,3.952238805970149,27.833333333333332,192.99773413897276
Jeremiah,31.0,0.0,5.0,5.0,11.0,1.0,4.0,24.0,7.0,4.0,10.0,8.0,4.0,5.0,5.0,3.0,1.0,0.0,3.0,0.0,12.0,5.0,0.0,0.0,1.0,0.0,5.0,2.0,1.0,10.0,0.0,4.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06945975744211687,0.0733186328555678,0.05237045203969129,0.015435501653803748,0.07607497243660419,0.06725468577728776,0.1207276736493936,0.0711135611907387,0.09812568908489526,0.09371554575523705,0.018191841234840134,0.018743109151047408,0.05181918412348401,0.013230429988974642,0.029217199558985666,0.037486218302094816,0.0005512679162072767,0.015986769570011026,0.009371554575523704,0.023153252480705624,0.020948180815876516,0.012127894156560088,0.004410143329658214,0.004410143329658214,0.0,0.0,432,4.199074074074074,28.666666666666668,255.99724366041895
Ezekiel,15.0,0.0,9.0,3.0,4.0,5.0,0.0,14.0,4.0,4.0,8.0,9.0,3.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,2.0,6.0,1.0,13.0,1.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08791994281629735,0.06719085060757685,0.036454610436025735,0.0228734810578985,0.07505360972122944,0.07433881343817011,0.11722659042172981,0.06790564689063616,0.08577555396711938,0.08791994281629735,0.032165832737669764,0.016440314510364547,0.056468906361686916,0.005718370264474625,0.03859899928520372,0.04717655468191565,0.0,0.01501072194424589,0.008577555396711936,0.0228734810578985,0.013581129378127233,0.007862759113652609,0.0035739814152966403,0.0007147962830593281,0.0,0.007147962830593281,331,4.2265861027190335,27.583333333333332,191.99857040743387
Daniel,5.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09652509652509653,0.09652509652509653,0.06177606177606178,0.05019305019305019,0.0694980694980695,0.0694980694980695,0.09652509652509653,0.10038610038610038,0.05019305019305019,0.06563706563706563,0.015444015444015444,0.015444015444015444,0.05405405405405406,0.011583011583011582,0.023166023166023165,0.015444015444015444,0.0,0.03861003861003861,0.007722007722007722,0.023166023166023165,0.011583011583011582,0.007722007722007722,0.007722007722007722,0.0,0.007722007722007722,0.0,61,4.245901639344262,20.333333333333332,31.996138996138995
Hosea,1.0,1.0,0.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0.06875,0.0125,0.14375,0.0375,0.13125,0.0375,0.08125,0.05625,0.0125,0.0375,0.0625,0.00625,0.0125,0.06875,0.0,0.025,0.025,0.025,0.01875,0.0,0.00625,0.0,0.0,0.0,41,3.902439024390244,41.0,24.993750000000006
Joel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Amos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06818181818181818,0.11363636363636363,0.011363636363636364,0.0,0.10227272727272728,0.022727272727272728,0.10227272727272728,0.09090909090909091,0.06818181818181818,0.10227272727272728,0.03409090909090909,0.03409090909090909,0.056818181818181816,0.0,0.022727272727272728,0.06818181818181818,0.0,0.022727272727272728,0.011363636363636364,0.03409090909090909,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.0,0.0,0.0,26,3.3846153846153846,26.0,15.0
Obadiah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Jonah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Micah,3.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10062893081761007,0.07547169811320754,0.050314465408805034,0.006289308176100629,0.08176100628930817,0.05660377358490566,0.1069182389937107,0.03773584905660377,0.10062893081761007,0.10062893081761007,0.031446540880503145,0.006289308176100629,0.0440251572327044,0.018867924528301886,0.031446540880503145,0.07547169811320754,0.0,0.012578616352201259,0.031446540880503145,0.006289308176100629,0.0,0.012578616352201259,0.012578616352201259,0.0,0.0,0.0,42,3.7857142857142856,42.0,27.999999999999996
Nahum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
