Author,then,thou,shalt,an,and,it,his,unto,the,he,shall,be,thy,for,ever,also,do,not,thee,when,him,from,hath,been,to,in,lord,god,all,that,of,no,with,by,which,if,there,therein,as,or,have,thereof,upon,forth,out,therefore,therewith,neither,but,such,thine,according,is,are,among,these,hast,because,they,every,man,make,throughout,wherein,other,them,till,one,being,into,those,will,more,say,me,like,whom,himself,should,said,ye,henceforth,may,their,where,cometh,her,were,yet,my,had,was,wherefore,became,let,now,would,didst,did,moreover,who,what,some,thereon,upward,many,could,we,your,without,how,much,than,yea,each,whose,verily,our,shouldest,again,hence,must,ought,thyself,whereby,thereupon,outward,whereof,underneath,thus,lest,whereunto,abundance,thereby,whence,notwithstanding,hereof,doeth,oftentimes,thence,whither,inasmuch,once,downward,wherewith,whoso,whereto,therefrom,forthwith,thereunto,becometh,oft,t_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,o_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,k_percentage_use,d_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,b_percentage_use,y_percentage_use,v_percentage_use,f_percentage_use,m_percentage_use,w_percentage_use,x_percentage_use,c_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Micah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06451612903225806,0.06451612903225806,0.13978494623655913,0.0967741935483871,0.053763440860215055,0.010752688172043012,0.07526881720430108,0.08602150537634409,0.08602150537634409,0.010752688172043012,0.021505376344086023,0.043010752688172046,0.10752688172043011,0.021505376344086023,0.010752688172043012,0.010752688172043012,0.0,0.010752688172043012,0.043010752688172046,0.021505376344086023,0.0,0.010752688172043012,0.0,0.010752688172043012,0.0,0.0,26,3.576923076923077,26.0,13.000000000000009
Nahum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09722222222222222,0.10648148148148148,0.12037037037037036,0.05555555555555555,0.06944444444444445,0.023148148148148147,0.06018518518518518,0.1111111111111111,0.041666666666666664,0.004629629629629629,0.027777777777777776,0.046296296296296294,0.046296296296296294,0.013888888888888888,0.013888888888888888,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.046296296296296294,0.009259259259259259,0.0,0.013888888888888888,0.037037037037037035,0.0,0.0,0.0,55,3.9272727272727272,27.5,33.999999999999986
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,1.0,1.0,0.0,0.0,8.0,1.0,0.0,6.0,15.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10353227771010962,0.0828258221680877,0.12423873325213154,0.048721071863580996,0.06699147381242387,0.025578562728380026,0.06090133982947625,0.07551766138855055,0.0341047503045067,0.001218026796589525,0.0438489646772229,0.037758830694275276,0.06699147381242387,0.0048721071863581,0.008526187576126675,0.030450669914738125,0.01705237515225335,0.014616321559074299,0.030450669914738125,0.030450669914738125,0.0,0.015834348355663823,0.023142509135200974,0.0036540803897685747,0.0,0.0,205,4.004878048780488,20.4,111.95127892813642
Mark,0.0,0.0,0.0,0.0,11.0,2.0,1.0,3.0,9.0,4.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08249496981891348,0.08249496981891348,0.13078470824949698,0.056338028169014086,0.06237424547283702,0.028169014084507043,0.07042253521126761,0.08651911468812877,0.026156941649899398,0.002012072434607646,0.05030181086519115,0.04225352112676056,0.06237424547283702,0.012072434607645875,0.01006036217303823,0.03219315895372234,0.01006036217303823,0.014084507042253521,0.026156941649899398,0.02414486921529175,0.0,0.014084507042253521,0.012072434607645875,0.002012072434607646,0.0,0.0,128,3.8828125,21.166666666666668,79.93963782696177
Luke,0.0,7.0,1.0,0.0,43.0,3.0,4.0,16.0,28.0,5.0,2.0,4.0,4.0,6.0,0.0,3.0,1.0,3.0,6.0,4.0,4.0,2.0,1.0,0.0,11.0,7.0,5.0,2.0,5.0,12.0,17.0,0.0,2.0,2.0,5.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,13.0,0.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09937288953207911,0.07814761215629522,0.12397491558128317,0.07525325615050651,0.0694645441389291,0.03135552339604438,0.05451037144235408,0.09310178485287024,0.03280270139893873,0.004341534008683068,0.053545586107091175,0.04341534008683068,0.05740472744814279,0.017366136034732273,0.0120598166907863,0.017848528702363725,0.006753497346840328,0.016401350699469366,0.03087313072841293,0.02604920405209841,0.0,0.021225277375783887,0.011577424023154847,0.003859141341051616,0.000482392667631452,0.001447178002894356,529,3.9187145557655954,25.142857142857142,304.98263386396525
John,0.0,3.0,0.0,0.0,39.0,0.0,0.0,4.0,46.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,1.0,0.0,6.0,24.0,1.0,8.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,4.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10272417707150965,0.08740068104426787,0.1373439273552781,0.08683314415437003,0.07094211123723042,0.019296254256526674,0.05788876276958002,0.09080590238365494,0.029511918274687854,0.0056753688989784334,0.047105561861521,0.04597048808172531,0.05788876276958002,0.015891032917139614,0.013053348467650397,0.009648127128263337,0.013053348467650397,0.022701475595913734,0.02383654937570942,0.031214528944381384,0.0005675368898978433,0.0170261066969353,0.011350737797956867,0.0011350737797956867,0.0,0.0,425,4.145882352941176,30.357142857142858,239.99886492622025
Paul,0.0,2.0,1.0,3.0,17.0,1.0,4.0,0.0,22.0,1.0,0.0,7.0,1.0,7.0,0.0,3.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,12.0,10.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,8.0,0.0,2.0,0.0,3.0,11.0,1.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09690721649484536,0.07371134020618557,0.14484536082474228,0.06649484536082474,0.07577319587628865,0.026288659793814433,0.05309278350515464,0.07731958762886598,0.03762886597938144,0.007216494845360825,0.040721649484536084,0.06649484536082474,0.05412371134020619,0.01804123711340206,0.02216494845360825,0.020618556701030927,0.01288659793814433,0.029896907216494847,0.018556701030927835,0.02268041237113402,0.0015463917525773195,0.01752577319587629,0.009278350515463918,0.0010309278350515464,0.0,0.0010309278350515464,432,4.4907407407407405,21.4,217.9958762886598
Unknown,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04242424242424243,0.04242424242424243,0.16363636363636364,0.06060606060606061,0.07878787878787878,0.024242424242424242,0.024242424242424242,0.06060606060606061,0.03636363636363636,0.006060606060606061,0.03636363636363636,0.08484848484848485,0.05454545454545454,0.04242424242424243,0.024242424242424242,0.030303030303030304,0.03636363636363636,0.024242424242424242,0.024242424242424242,0.03636363636363636,0.0,0.05454545454545454,0.006060606060606061,0.0,0.0,0.0,37,4.45945945945946,12.0,18.993939393939396
James,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056818181818181816,0.07954545454545454,0.1590909090909091,0.09090909090909091,0.056818181818181816,0.045454545454545456,0.056818181818181816,0.125,0.03409090909090909,0.0,0.045454545454545456,0.06818181818181818,0.045454545454545456,0.011363636363636364,0.011363636363636364,0.045454545454545456,0.03409090909090909,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,22,4.0,22.0,12.999999999999998
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10344827586206896,0.0603448275862069,0.07758620689655173,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.02586206896551724,0.04310344827586207,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.07758620689655173,0.04310344827586207,0.02586206896551724,0.04310344827586207,0.008620689655172414,0.0603448275862069,0.017241379310344827,0.017241379310344827,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,27,4.296296296296297,27.0,16.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
