Author,then,shall,he,it,to,the,and,his,of,thereof,according,by,unto,lord,is,make,an,for,him,as,that,hath,in,one,these,be,if,without,out,with,thy,which,are,not,yet,wherein,was,or,have,all,man,doeth,therein,because,more,whom,upon,them,other,forth,every,thereon,ever,they,their,my,among,your,when,thou,shalt,where,there,but,no,whereof,into,therewith,himself,much,also,neither,from,were,many,will,did,now,said,thee,let,would,me,wherefore,being,moreover,her,thus,had,whose,do,thyself,cometh,say,may,ye,god,who,like,wherewith,each,such,some,could,those,yea,therefore,we,our,should,than,whoso,thine,again,verily,what,how,throughout,whither,once,thereupon,outward,shouldest,henceforth,became,underneath,till,lest,whereby,whereunto,abundance,thereby,whence,ought,hast,notwithstanding,hereof,oftentimes,thence,been,upward,didst,hence,must,inasmuch,downward,whereto,therefrom,forthwith,thereunto,becometh,oft,t_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,b_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,o_percentage_use,p_percentage_use,d_percentage_use,k_percentage_use,f_percentage_use,u_percentage_use,v_percentage_use,m_percentage_use,c_percentage_use,y_percentage_use,w_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,0.0,2.0,4.0,1.0,0.0,9.0,7.0,4.0,7.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09845788849347568,0.08896797153024912,0.1055753262158956,0.05219454329774614,0.045077105575326216,0.06287069988137604,0.018979833926453145,0.011862396204033215,0.0498220640569395,0.05219454329774614,0.014234875444839857,0.07236061684460261,0.00830367734282325,0.04863582443653618,0.0,0.02491103202846975,0.02491103202846975,0.004744958481613286,0.03914590747330961,0.014234875444839857,0.02609727164887307,0.01542111506524318,0.0,0.0,0.0,0.0,196,4.301020408163265,19.0,104.87900355871886
Mark,0.0,1.0,4.0,0.0,3.0,8.0,9.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09398496240601503,0.09022556390977443,0.13721804511278196,0.08270676691729323,0.05639097744360902,0.08458646616541353,0.020676691729323307,0.007518796992481203,0.043233082706766915,0.08458646616541353,0.03007518796992481,0.05639097744360902,0.022556390977443608,0.04887218045112782,0.005639097744360902,0.022556390977443608,0.009398496240601503,0.009398496240601503,0.022556390977443608,0.009398496240601503,0.013157894736842105,0.011278195488721804,0.0018796992481203006,0.0,0.0,0.0,124,4.290322580645161,20.666666666666668,66.96428571428575
Luke,3.0,1.0,16.0,3.0,9.0,26.0,32.0,1.0,14.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.0,3.0,17.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08963911525029103,0.08265424912689173,0.1280558789289872,0.06693830034924331,0.059371362048894066,0.08614668218859138,0.0389988358556461,0.008149010477299184,0.04074505238649592,0.0640279394644936,0.018626309662398137,0.06635622817229336,0.016880093131548313,0.051222351571594875,0.008731082654249126,0.021536670547147845,0.023282887077997673,0.0034924330616996507,0.029685681024447033,0.017462165308498253,0.01920838183934808,0.023864959254947613,0.0,0.0,0.0005820721769499418,0.0034924330616996507,427,4.023419203747072,20.238095238095237,234.96915017462166
John,1.0,11.0,13.0,3.0,6.0,8.0,14.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09385665529010238,0.08191126279863481,0.12542662116040956,0.051194539249146756,0.06143344709897611,0.07252559726962457,0.052901023890784986,0.00938566552901024,0.032423208191126277,0.06569965870307168,0.017918088737201365,0.0674061433447099,0.006825938566552901,0.025597269624573378,0.0034129692832764505,0.02218430034129693,0.031569965870307165,0.005972696245733789,0.025597269624573378,0.013651877133105802,0.024744027303754267,0.024744027303754267,0.0,0.0,0.0008532423208191126,0.002559726962457338,310,3.7806451612903227,21.642857142857142,169.919795221843
Paul,0.0,2.0,3.0,3.0,8.0,19.0,16.0,4.0,13.0,0.0,0.0,5.0,4.0,2.0,3.0,0.0,1.0,16.0,1.0,3.0,13.0,7.0,14.0,0.0,1.0,9.0,1.0,1.0,1.0,9.0,0.0,1.0,3.0,9.0,0.0,0.0,2.0,1.0,6.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09172354948805461,0.0674061433447099,0.13054607508532423,0.05844709897610922,0.04906143344709898,0.07209897610921502,0.03583617747440273,0.014505119453924915,0.06825938566552901,0.06143344709897611,0.023464163822525596,0.08831058020477815,0.011945392491467578,0.04010238907849829,0.0034129692832764505,0.02858361774744027,0.033276450511945395,0.01151877133105802,0.024744027303754267,0.019197952218430035,0.030290102389078498,0.030716723549488054,0.0004266211604095563,0.0004266211604095563,0.0008532423208191126,0.0021331058020477816,561,4.17825311942959,28.05,305.9987201365186
Unknown,0.0,0.0,1.0,0.0,0.0,11.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11607142857142858,0.08630952380952381,0.13690476190476192,0.06845238095238096,0.06845238095238096,0.05952380952380952,0.03869047619047619,0.011904761904761904,0.050595238095238096,0.07142857142857142,0.023809523809523808,0.07738095238095238,0.01488095238095238,0.026785714285714284,0.0,0.03571428571428571,0.008928571428571428,0.005952380952380952,0.011904761904761904,0.023809523809523808,0.023809523809523808,0.03571428571428571,0.0,0.0,0.0,0.0,74,4.54054054054054,24.666666666666668,42.997023809523796
James,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06611570247933884,0.0743801652892562,0.10743801652892562,0.049586776859504134,0.06611570247933884,0.09090909090909091,0.049586776859504134,0.01652892561983471,0.049586776859504134,0.08264462809917356,0.024793388429752067,0.049586776859504134,0.01652892561983471,0.08264462809917356,0.0,0.04132231404958678,0.04132231404958678,0.008264462809917356,0.024793388429752067,0.024793388429752067,0.0,0.03305785123966942,0.0,0.0,0.0,0.0,26,4.653846153846154,26.0,18.0
Peter,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06329113924050633,0.06329113924050633,0.13924050632911392,0.06329113924050633,0.08860759493670886,0.06329113924050633,0.012658227848101266,0.02531645569620253,0.10126582278481013,0.02531645569620253,0.02531645569620253,0.10126582278481013,0.0379746835443038,0.0379746835443038,0.0,0.02531645569620253,0.06329113924050633,0.0,0.0,0.0,0.0379746835443038,0.02531645569620253,0.0,0.0,0.0,0.0,19,4.157894736842105,19.0,13.000000000000005
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
