Author,and,their,that,they,them,the,said,let,from,of,for,lord,unto,out,thine,may,again,upon,forth,his,to,when,it,in,all,into,there,not,much,as,one,but,were,thus,which,did,then,will,he,hath,is,my,god,him,an,man,also,are,have,thy,thou,hast,thee,with,shall,be,didst,who,like,among,by,till,shalt,ever,her,ye,no,could,therefore,was,what,we,had,if,do,these,where,would,every,or,your,say,according,some,more,notwithstanding,neither,therein,our,now,because,wherefore,thence,such,me,lest,being,throughout,became,those,make,whose,yet,each,been,other,should,wherewith,yea,thyself,thereof,himself,many,than,doeth,whom,without,whither,whereunto,wherein,soever,whosoever,verily,cometh,how,whatsoever,ought,inasmuch,downward,abundance,whereto,seest,therewith,whereof,once,thereby,shouldest,outward,hence,howsoever,becometh,whereby,henceforth,thereon,must,thereupon,thereunto,moreover,oft,oftentimes,underneath,whence,whensoever,wherewithal,seemeth,hereof,whereon,forthwith,therefrom,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,o_percentage_use,k_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,i_percentage_use,r_percentage_use,c_percentage_use,w_percentage_use,l_percentage_use,s_percentage_use,y_percentage_use,v_percentage_use,m_percentage_use,g_percentage_use,p_percentage_use,u_percentage_use,b_percentage_use,x_percentage_use,z_percentage_use,j_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,5.0,1.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782608695652174,0.07391304347826087,0.06086956521739131,0.11739130434782609,0.04782608695652174,0.017391304347826087,0.017391304347826087,0.11304347826086956,0.16956521739130434,0.06521739130434782,0.030434782608695653,0.004347826086956522,0.043478260869565216,0.030434782608695653,0.034782608695652174,0.013043478260869565,0.004347826086956522,0.017391304347826087,0.017391304347826087,0.017391304347826087,0.013043478260869565,0.013043478260869565,0.0,0.0,0.0,0.0,60,3.8333333333333335,30.0,33.999999999999986
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,15.0,1.0,2.0,4.0,1.0,8.0,1.0,0.0,1.0,8.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,2.0,2.0,4.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793507664562669,0.08746618575293057,0.05500450856627592,0.08476104598737602,0.07123534715960325,0.009017132551848512,0.018935978358881875,0.07123534715960325,0.12263300270513977,0.062218214607754736,0.04328223624887286,0.015329125338142471,0.018935978358881875,0.031559963931469794,0.04418394950405771,0.02254283137962128,0.009918845807033363,0.020739404869251576,0.017132551848512173,0.007213706041478809,0.033363390441839495,0.019837691614066726,0.0009017132551848512,0.0009017132551848512,0.004508566275924256,0.0,262,4.232824427480916,26.1,140.9522091974752
Mark,10.0,2.0,4.0,2.0,5.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.0798611111111111,0.050347222222222224,0.10416666666666667,0.08680555555555555,0.003472222222222222,0.020833333333333332,0.06597222222222222,0.125,0.036458333333333336,0.057291666666666664,0.019097222222222224,0.017361111111111112,0.03298611111111111,0.043402777777777776,0.03125,0.013888888888888888,0.027777777777777776,0.010416666666666666,0.019097222222222224,0.03298611111111111,0.013888888888888888,0.0,0.0,0.003472222222222222,0.0,140,4.114285714285714,23.333333333333332,76.9791666666667
Luke,23.0,0.0,9.0,0.0,5.0,16.0,3.0,1.0,0.0,10.0,5.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,5.0,7.0,5.0,3.0,2.0,3.0,3.0,0.0,1.0,5.0,2.0,0.0,0.0,4.0,1.0,1.0,2.0,16.0,3.0,4.0,3.0,1.0,5.0,1.0,4.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07120253164556962,0.07858649789029536,0.037447257383966245,0.084915611814346,0.05959915611814346,0.0031645569620253164,0.021624472573839662,0.08649789029535865,0.12289029535864979,0.0669831223628692,0.041666666666666664,0.014240506329113924,0.018459915611814346,0.031118143459915613,0.054324894514767935,0.01740506329113924,0.012130801687763712,0.02109704641350211,0.015822784810126583,0.010021097046413503,0.02109704641350211,0.007911392405063292,0.0,0.0005274261603375527,0.004219409282700422,0.0,463,4.0950323974082075,21.714285714285715,238.90295358649792
John,11.0,0.0,1.0,2.0,4.0,10.0,1.0,0.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08762886597938144,0.08247422680412371,0.044673539518900345,0.09278350515463918,0.07731958762886598,0.006872852233676976,0.013745704467353952,0.08762886597938144,0.14261168384879724,0.05154639175257732,0.044673539518900345,0.013745704467353952,0.024054982817869417,0.03264604810996564,0.05154639175257732,0.015463917525773196,0.00859106529209622,0.03436426116838488,0.015463917525773196,0.01718213058419244,0.03608247422680412,0.012027491408934709,0.0,0.0,0.005154639175257732,0.0,145,4.0137931034482754,14.5,86.9982817869416
Paul,8.0,0.0,9.0,1.0,2.0,34.0,0.0,3.0,0.0,17.0,18.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,10.0,0.0,2.0,4.0,5.0,0.0,0.0,7.0,0.0,5.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,4.0,0.0,0.0,13.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07593307593307594,0.07078507078507079,0.03153153153153153,0.08687258687258688,0.09523809523809523,0.009009009009009009,0.03667953667953668,0.07786357786357787,0.13963963963963963,0.055984555984555984,0.059845559845559844,0.02252252252252252,0.019948519948519948,0.023166023166023165,0.05791505791505792,0.021235521235521235,0.01673101673101673,0.02574002574002574,0.016087516087516088,0.009652509652509652,0.021235521235521235,0.018018018018018018,0.0,0.0,0.001287001287001287,0.001287001287001287,409,3.7995110024449876,20.25,246.99420849420855
Unknown(Hebrews),3.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576271186440678,0.0576271186440678,0.03728813559322034,0.08813559322033898,0.06440677966101695,0.006779661016949152,0.04067796610169491,0.10508474576271186,0.14915254237288136,0.06440677966101695,0.07457627118644068,0.023728813559322035,0.020338983050847456,0.023728813559322035,0.06779661016949153,0.0,0.013559322033898305,0.030508474576271188,0.023728813559322035,0.010169491525423728,0.023728813559322035,0.010169491525423728,0.0,0.0,0.003389830508474576,0.0,68,4.338235294117647,22.666666666666668,34.99661016949155
James,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09433962264150944,0.03773584905660377,0.03773584905660377,0.11320754716981132,0.05660377358490566,0.0,0.0,0.1320754716981132,0.1509433962264151,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.05660377358490566,0.018867924528301886,0.07547169811320754,0.0,0.03773584905660377,0.0,0.018867924528301886,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,13,4.076923076923077,13.0,10.000000000000002
Peter,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967741935483871,0.05161290322580645,0.025806451612903226,0.07741935483870968,0.10967741935483871,0.0064516129032258064,0.01935483870967742,0.09032258064516129,0.1032258064516129,0.05806451612903226,0.05806451612903226,0.01935483870967742,0.012903225806451613,0.06451612903225806,0.06451612903225806,0.03225806451612903,0.0064516129032258064,0.012903225806451613,0.012903225806451613,0.03225806451612903,0.03870967741935484,0.0064516129032258064,0.0,0.0,0.0,0.0,35,4.428571428571429,35.0,18.000000000000004
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),12.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09574468085106383,0.09148936170212765,0.05319148936170213,0.1,0.05531914893617021,0.006382978723404255,0.023404255319148935,0.08723404255319149,0.14468085106382977,0.04893617021276596,0.05106382978723404,0.027659574468085105,0.019148936170212766,0.03404255319148936,0.0574468085106383,0.00425531914893617,0.01276595744680851,0.014893617021276596,0.02553191489361702,0.014893617021276596,0.02127659574468085,0.00425531914893617,0.0,0.0,0.0,0.002127659574468085,109,4.3119266055045875,27.0,60.995744680851075
