Author,but,thou,shalt,the,of,and,all,thereof,that,to,it,they,shall,unto,when,is,be,cometh,their,every,man,by,his,throughout,there,no,upon,did,according,lord,with,those,were,them,do,him,then,in,an,these,forth,which,one,as,are,not,among,also,whom,he,had,may,out,have,from,therefore,because,for,me,upward,was,said,we,will,ye,seemeth,into,who,hath,let,your,now,my,whose,or,therewith,hast,neither,ought,god,make,lest,thy,whatsoever,could,thee,her,thus,say,thyself,yet,been,other,till,thereon,without,wherewith,thine,many,didst,himself,henceforth,some,abundance,moreover,our,would,where,yea,if,should,whoso,what,whence,such,like,more,hence,thence,ever,again,much,wherefore,how,doeth,verily,each,inasmuch,downward,whereto,seest,wherein,whereof,once,thereby,shouldest,being,outward,howsoever,becometh,whereby,must,thereupon,thereunto,became,oft,oftentimes,whither,whosoever,underneath,whereunto,whensoever,wherewithal,hereof,therein,notwithstanding,whereon,soever,forthwith,than,therefrom,wheresoever,b_percentage_use,u_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,p_percentage_use,i_percentage_use,n_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,c_percentage_use,f_percentage_use,m_percentage_use,y_percentage_use,d_percentage_use,g_percentage_use,w_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
David and others,2.0,0.0,0.0,43.0,11.0,20.0,6.0,0.0,4.0,5.0,3.0,3.0,6.0,10.0,1.0,9.0,4.0,0.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012172854534388313,0.02556299452221546,0.09007912355447352,0.07851491174680462,0.08825319537431528,0.06269020085209982,0.07486305538648813,0.048691418137553254,0.014607425441265977,0.057212416311625075,0.06755934266585514,0.12538040170419965,0.009738283627510651,0.060255629945222156,0.011564211807668898,0.02251978088861838,0.023737066342057214,0.021911138161898967,0.048691418137553254,0.027388922702373707,0.01582471089470481,0.007303712720632989,0.002434570906877663,0.0,0.0,0.0006086427267194157,423,3.884160756501182,17.625,248.99756542909307
Solomon and others,5.0,1.0,0.0,5.0,4.0,4.0,0.0,1.0,3.0,1.0,2.0,0.0,4.0,0.0,1.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030627871362940276,0.033690658499234305,0.10566615620214395,0.0781010719754977,0.055130168453292494,0.07197549770290965,0.08575803981623277,0.04747320061255743,0.013782542113323124,0.06431852986217458,0.04747320061255743,0.1362940275650842,0.009188361408882083,0.055130168453292494,0.013782542113323124,0.018376722817764167,0.019908116385911178,0.01225114854517611,0.03215926493108729,0.022970903522205207,0.022970903522205207,0.007656967840735069,0.0015313935681470138,0.0,0.0,0.0,162,4.030864197530864,18.0,83.98621745788665
Solomon,1.0,0.0,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016736401673640166,0.029288702928870293,0.06276150627615062,0.0794979079497908,0.09623430962343096,0.09623430962343096,0.08786610878661087,0.08786610878661087,0.008368200836820083,0.07112970711297072,0.05439330543933055,0.07531380753138076,0.0041841004184100415,0.02510460251046025,0.016736401673640166,0.0502092050209205,0.03765690376569038,0.0,0.029288702928870293,0.012552301255230125,0.04184100418410042,0.0041841004184100415,0.0,0.0,0.0,0.0,65,3.6769230769230767,21.0,35.98744769874481
Isaiah,0.0,2.0,1.0,21.0,14.0,20.0,6.0,0.0,13.0,6.0,1.0,6.0,8.0,5.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,9.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,6.0,1.0,0.0,4.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013831258644536652,0.02351313969571231,0.08921161825726141,0.10857538035961273,0.07123098201936376,0.06431535269709543,0.10027662517289074,0.04149377593360996,0.01313969571230982,0.06224066390041494,0.06016597510373444,0.12240663900414937,0.006915629322268326,0.04564315352697095,0.01867219917012448,0.022821576763485476,0.022821576763485476,0.019363762102351315,0.04633471645919779,0.011065006915629323,0.01313969571230982,0.011756569847856155,0.0006915629322268327,0.0,0.006224066390041493,0.0006915629322268327,356,4.061797752808989,29.583333333333332,220.9965421853388
Jeremiah,3.0,1.0,0.0,64.0,24.0,17.0,4.0,0.0,12.0,8.0,1.0,7.0,7.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,1.0,3.0,6.0,16.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,9.0,2.0,0.0,3.0,6.0,1.0,2.0,0.0,7.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012675418741511997,0.025803531009506563,0.1072883657763694,0.10457220461747398,0.07062019013128112,0.046174739701222274,0.07288365776369397,0.030330466274332276,0.019465821638750568,0.06564056133997284,0.0742417383431417,0.1416930737890448,0.005885015844273427,0.04436396559529199,0.020371208691715707,0.019465821638750568,0.025350837483023993,0.018560434585785424,0.03712086917157085,0.018560434585785424,0.013580805794477138,0.014486192847442281,0.006337709370755998,0.0,0.001358080579447714,0.0,539,4.098330241187384,35.733333333333334,306.9968311453145
Ezekiel,2.0,1.0,0.0,40.0,24.0,23.0,0.0,0.0,6.0,9.0,6.0,3.0,15.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015492957746478873,0.01971830985915493,0.10422535211267606,0.09014084507042254,0.07605633802816901,0.054929577464788736,0.09084507042253522,0.054225352112676053,0.020422535211267606,0.05704225352112676,0.07605633802816901,0.1,0.005633802816901409,0.04647887323943662,0.01267605633802817,0.022535211267605635,0.026056338028169014,0.02112676056338028,0.044366197183098595,0.02535211267605634,0.019014084507042252,0.013380281690140845,0.0007042253521126761,0.0007042253521126761,0.0,0.0,369,3.848238482384824,30.666666666666668,211.99718309859153
Daniel,0.0,0.0,0.0,10.0,6.0,10.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015122873345935728,0.03213610586011342,0.09073724007561437,0.09640831758034027,0.07372400756143667,0.04725897920604915,0.08128544423440454,0.026465028355387523,0.007561436672967864,0.054820415879017016,0.09262759924385633,0.1323251417769376,0.00945179584120983,0.03213610586011342,0.026465028355387523,0.022684310018903593,0.03780718336483932,0.015122873345935728,0.06427221172022685,0.017013232514177693,0.011342155009451797,0.011342155009451797,0.0,0.001890359168241966,0.0,0.0,135,3.9185185185185185,45.0,83.00000000000001
Hosea,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259259259259,0.009259259259259259,0.12037037037037036,0.1574074074074074,0.05555555555555555,0.05555555555555555,0.046296296296296294,0.06481481481481481,0.0,0.07407407407407407,0.037037037037037035,0.10185185185185185,0.0,0.05555555555555555,0.009259259259259259,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.046296296296296294,0.009259259259259259,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0,0.0,26,4.153846153846154,26.0,21.00000000000001
Joel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Amos,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04310344827586207,0.02586206896551724,0.11206896551724138,0.05172413793103448,0.09482758620689655,0.0603448275862069,0.07758620689655173,0.09482758620689655,0.017241379310344827,0.05172413793103448,0.07758620689655173,0.11206896551724138,0.008620689655172414,0.04310344827586207,0.017241379310344827,0.008620689655172414,0.008620689655172414,0.017241379310344827,0.017241379310344827,0.05172413793103448,0.0,0.008620689655172414,0.0,0.0,0.0,0.0,26,4.461538461538462,26.0,13.0
Obadiah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Jonah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Micah,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.01818181818181818,0.15454545454545454,0.1,0.09090909090909091,0.08181818181818182,0.08181818181818182,0.06363636363636363,0.00909090909090909,0.08181818181818182,0.02727272727272727,0.06363636363636363,0.0,0.03636363636363636,0.02727272727272727,0.03636363636363636,0.01818181818181818,0.03636363636363636,0.05454545454545454,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,31,3.5483870967741935,31.0,20.0
Nahum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
