Author,but,if,ye,will,not,unto,me,and,do,all,these,shall,my,or,your,that,also,the,of,in,for,it,be,they,when,yet,then,more,make,as,her,neither,their,upon,according,to,among,which,by,are,into,have,one,again,therein,out,because,did,them,from,were,no,with,without,lord,god,whom,forth,him,say,man,thy,he,than,himself,his,whereof,an,such,thereof,thou,who,some,hath,is,thine,was,said,what,hast,let,thee,shalt,till,had,those,therefore,became,whither,we,where,thus,now,could,there,moreover,every,would,like,yea,our,many,much,abundance,didst,how,should,lest,ever,wherewith,whosoever,thereby,whoso,thence,ought,being,other,cometh,therewith,each,inasmuch,downward,wherefore,whereto,seest,wherein,whatsoever,been,once,shouldest,outward,hence,howsoever,throughout,becometh,whereby,henceforth,thereon,must,thereupon,doeth,thereunto,oft,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,whose,thyself,may,notwithstanding,verily,whereon,soever,forthwith,therefrom,wheresoever,upward,b_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,f_percentage_use,y_percentage_use,e_percentage_use,w_percentage_use,l_percentage_use,n_percentage_use,o_percentage_use,h_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,m_percentage_use,d_percentage_use,s_percentage_use,c_percentage_use,p_percentage_use,j_percentage_use,g_percentage_use,v_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,1.0,1.0,1.0,1.0,3.0,4.0,3.0,13.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007368421052631579,0.02526315789473684,0.08842105263157894,0.05263157894736842,0.018947368421052633,0.02,0.11578947368421053,0.02736842105263158,0.049473684210526316,0.06,0.07052631578947369,0.07894736842105263,0.0863157894736842,0.04105263157894737,0.003157894736842105,0.02526315789473684,0.05578947368421053,0.06210526315789474,0.01263157894736842,0.01263157894736842,0.003157894736842105,0.008421052631578947,0.015789473684210527,0.0,0.0,0.0,223,4.260089686098655,22.1,125.94105263157896
Mark,0.0,2.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014644351464435146,0.014644351464435146,0.12761506276150628,0.0794979079497908,0.043933054393305436,0.012552301255230125,0.14853556485355648,0.016736401673640166,0.03347280334728033,0.06694560669456066,0.06903765690376569,0.07322175732217573,0.0397489539748954,0.04602510460251046,0.0041841004184100415,0.008368200836820083,0.03556485355648536,0.03138075313807531,0.02092050209205021,0.0020920502092050207,0.0,0.008368200836820083,0.010460251046025104,0.008368200836820083,0.0,0.0,121,3.950413223140496,19.833333333333332,67.91631799163181
Luke,5.0,0.0,2.0,0.0,4.0,5.0,1.0,40.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,8.0,1.0,40.0,23.0,5.0,3.0,10.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,5.0,6.0,2.0,0.0,3.0,1.0,7.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,6.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,4.0,10.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014918190567853706,0.026467757459095284,0.10298363811357074,0.05245428296438884,0.02213666987487969,0.014436958614051972,0.12271414821944177,0.025024061597690085,0.030317613089509143,0.0741097208854668,0.07314725697786333,0.08277189605389798,0.09191530317613089,0.05052935514918191,0.003368623676612127,0.025024061597690085,0.0548604427333975,0.06352261790182868,0.019249278152069296,0.020692974013474495,0.0014436958614051972,0.01973051010587103,0.005774783445620789,0.0,0.0,0.0,513,4.050682261208577,24.38095238095238,292.99759384023093
John,0.0,0.0,4.0,0.0,1.0,6.0,1.0,6.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,5.0,2.0,10.0,4.0,3.0,2.0,5.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,7.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069124423963133645,0.02880184331797235,0.08986175115207373,0.08064516129032258,0.01728110599078341,0.019585253456221197,0.11175115207373272,0.02304147465437788,0.03341013824884793,0.06451612903225806,0.08410138248847926,0.08294930875576037,0.07373271889400922,0.026497695852534562,0.004608294930875576,0.02880184331797235,0.04262672811059908,0.06797235023041474,0.009216589861751152,0.01152073732718894,0.009216589861751152,0.026497695852534562,0.013824884792626729,0.001152073732718894,0.0,0.0,226,3.84070796460177,22.5,128.95852534562218
Paul,6.0,1.0,6.0,0.0,8.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,11.0,0.0,30.0,14.0,5.0,11.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,8.0,6.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,13.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278137128072445,0.028460543337645538,0.1034928848641656,0.06727037516170763,0.03234152652005175,0.020051746442432083,0.11901681759379043,0.032988357050452784,0.025226390685640362,0.06532988357050452,0.08344113842173351,0.08861578266494179,0.07567917205692108,0.0666235446313066,0.0019404915912031048,0.02069857697283312,0.02910737386804657,0.055627425614489,0.027166882276843468,0.0071151358344113845,0.003234152652005175,0.010996119016817595,0.00646830530401035,0.0,0.0,0.0,377,4.10079575596817,18.85,220.99870633893914
Unknown(Hebrews),0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816326530612245,0.00816326530612245,0.12653061224489795,0.08979591836734693,0.044897959183673466,0.0163265306122449,0.12653061224489795,0.0326530612244898,0.04081632653061224,0.04081632653061224,0.061224489795918366,0.09795918367346938,0.07755102040816327,0.0653061224489796,0.004081632653061225,0.024489795918367346,0.0326530612244898,0.0653061224489796,0.012244897959183673,0.00816326530612245,0.0,0.00816326530612245,0.00816326530612245,0.0,0.0,0.0,62,3.9516129032258065,20.666666666666668,40.0
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011235955056179775,0.02247191011235955,0.10112359550561797,0.06741573033707865,0.033707865168539325,0.0,0.20224719101123595,0.056179775280898875,0.02247191011235955,0.033707865168539325,0.033707865168539325,0.10112359550561797,0.056179775280898875,0.06741573033707865,0.0,0.033707865168539325,0.056179775280898875,0.0449438202247191,0.02247191011235955,0.0,0.0,0.02247191011235955,0.011235955056179775,0.0,0.0,0.0,20,4.45,20.0,12.999999999999998
Peter,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008849557522123894,0.02654867256637168,0.11504424778761062,0.05309734513274336,0.035398230088495575,0.017699115044247787,0.1592920353982301,0.0,0.02654867256637168,0.035398230088495575,0.08849557522123894,0.08849557522123894,0.07964601769911504,0.09734513274336283,0.0,0.008849557522123894,0.035398230088495575,0.061946902654867256,0.008849557522123894,0.017699115044247787,0.0,0.017699115044247787,0.017699115044247787,0.0,0.0,0.0,30,3.7666666666666666,30.0,22.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.020179372197309416,0.10986547085201794,0.06053811659192825,0.02242152466367713,0.008968609865470852,0.12780269058295965,0.01569506726457399,0.03587443946188341,0.06278026905829596,0.0515695067264574,0.10986547085201794,0.1031390134529148,0.07174887892376682,0.011210762331838564,0.011210762331838564,0.03811659192825112,0.053811659192825115,0.03139013452914798,0.020179372197309416,0.0,0.02242152466367713,0.011210762331838564,0.0,0.0,0.0,114,3.912280701754386,28.5,62.0
