Author,but,will,with,my,and,thou,shalt,me,out,of,in,their,he,said,do,as,hast,unto,him,himself,upon,the,it,to,these,that,one,thy,is,his,cometh,thee,god,make,for,an,now,which,were,into,are,they,shall,be,them,thine,when,from,by,yet,there,was,her,who,whom,hath,could,not,had,also,did,all,let,than,again,your,moreover,have,may,ye,because,then,man,became,lord,whose,thence,every,according,therein,wherefore,neither,didst,thereof,we,therefore,no,like,whence,what,other,how,or,among,each,forth,without,if,would,say,such,our,where,been,yea,those,once,many,more,ever,should,verily,thus,whoso,some,wherein,being,lest,inasmuch,downward,abundance,whereto,seest,therewith,whereof,whatsoever,thereby,shouldest,outward,hence,howsoever,throughout,becometh,whereby,henceforth,thereon,till,must,doeth,thereupon,thereunto,wherewith,oft,oftentimes,whither,whosoever,underneath,whereunto,much,wherewithal,whensoever,seemeth,hereof,thyself,notwithstanding,whereon,soever,forthwith,therefrom,wheresoever,upward,ought,b_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,w_percentage_use,l_percentage_use,e_percentage_use,h_percentage_use,m_percentage_use,y_percentage_use,f_percentage_use,a_percentage_use,r_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,c_percentage_use,g_percentage_use,p_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,v_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Matthew,6.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,5.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,14.0,1.0,2.0,1.0,2.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020512820512820513,0.03282051282051282,0.08923076923076922,0.05435897435897436,0.031794871794871796,0.036923076923076927,0.13128205128205128,0.08615384615384615,0.03282051282051282,0.010256410256410256,0.01641025641025641,0.07692307692307693,0.04,0.055384615384615386,0.06974358974358974,0.055384615384615386,0.06461538461538462,0.015384615384615385,0.010256410256410256,0.020512820512820513,0.003076923076923077,0.005128205128205128,0.0,0.0041025641025641026,0.0,0.0,244,3.9959016393442623,24.3,123.96307692307693
Mark,1.0,0.0,6.0,0.0,12.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022429906542056073,0.03364485981308411,0.09532710280373832,0.07289719626168224,0.029906542056074768,0.018691588785046728,0.10654205607476636,0.09345794392523364,0.041121495327102804,0.013084112149532711,0.018691588785046728,0.08785046728971962,0.026168224299065422,0.056074766355140186,0.09345794392523364,0.059813084112149535,0.06542056074766354,0.026168224299065422,0.014953271028037384,0.011214953271028037,0.005607476635514018,0.003738317757009346,0.0,0.003738317757009346,0.0,0.0,137,3.9051094890510947,22.833333333333332,88.0
Luke,6.0,1.0,5.0,1.0,25.0,1.0,0.0,3.0,7.0,19.0,5.0,1.0,16.0,4.0,1.0,2.0,1.0,4.0,7.0,2.0,2.0,30.0,7.0,7.0,1.0,7.0,0.0,2.0,14.0,5.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0,8.0,4.0,4.0,2.0,6.0,3.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016689219666215605,0.02616147947677041,0.09291835814163284,0.06269733874605322,0.015787099684258007,0.032025259359494816,0.12178619756427606,0.08209291835814163,0.026612539467749212,0.011276499774470004,0.017591339648173207,0.07216959855660803,0.034280559314388816,0.06314839873703203,0.06405051871898963,0.04194857916102842,0.06359945872801083,0.017591339648173207,0.02435723951285521,0.014433919711321606,0.0031574199368516014,0.008119079837618403,0.0013531799729364006,0.008570139828597204,0.0,0.0004510599909788002,536,4.1361940298507465,25.476190476190474,278.9228687415425
John,2.0,6.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,15.0,2.0,2.0,0.0,8.0,1.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007743362831858407,0.01991150442477876,0.10287610619469026,0.06305309734513274,0.02654867256637168,0.03650442477876106,0.12831858407079647,0.11061946902654868,0.03761061946902655,0.014380530973451327,0.022123893805309734,0.08628318584070796,0.035398230088495575,0.05309734513274336,0.05752212389380531,0.030973451327433628,0.051991150442477874,0.015486725663716814,0.00995575221238938,0.007743362831858407,0.004424778761061947,0.0011061946902654867,0.0,0.015486725663716814,0.0011061946902654867,0.0,233,3.8798283261802573,23.2,135.94026548672574
Paul,6.0,2.0,3.0,3.0,18.0,5.0,0.0,3.0,0.0,16.0,10.0,0.0,1.0,0.0,0.0,7.0,1.0,4.0,0.0,0.0,0.0,16.0,6.0,11.0,2.0,9.0,2.0,0.0,6.0,0.0,0.0,1.0,5.0,1.0,11.0,0.0,3.0,2.0,1.0,1.0,16.0,0.0,2.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,12.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,10.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016675351745700884,0.03595622720166754,0.09379885356956748,0.06305367378843148,0.02553413236060448,0.03335070349140177,0.12350182386659718,0.068264721208963,0.020844189682126108,0.02344971339239187,0.03335070349140177,0.06930693069306931,0.06670140698280354,0.05992704533611256,0.06513809275664409,0.040125065138092754,0.08285565398645128,0.017196456487754037,0.023970818134445022,0.008858780614903595,0.0036477331943720686,0.006253256904637832,0.0,0.010943199583116207,0.0,0.0005211047420531526,490,3.916326530612245,24.3,276.99322563835324
Unknown(Hebrews),0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020512820512820513,0.020512820512820513,0.08717948717948718,0.046153846153846156,0.010256410256410256,0.046153846153846156,0.15384615384615385,0.07692307692307693,0.035897435897435895,0.020512820512820513,0.035897435897435895,0.09743589743589744,0.05641025641025641,0.03076923076923077,0.05641025641025641,0.05128205128205128,0.07179487179487179,0.02564102564102564,0.03076923076923077,0.010256410256410256,0.0,0.0,0.0,0.010256410256410256,0.0,0.0,48,4.0625,16.0,29.99487179487179
James,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0.0392156862745098,0.0784313725490196,0.11764705882352941,0.00980392156862745,0.029411764705882353,0.10784313725490197,0.058823529411764705,0.0392156862745098,0.0196078431372549,0.00980392156862745,0.06862745098039216,0.0392156862745098,0.058823529411764705,0.09803921568627451,0.029411764705882353,0.0784313725490196,0.00980392156862745,0.0392156862745098,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,25,4.08,24.0,12.980392156862742
Peter,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.012048192771084338,0.0,0.10843373493975904,0.012048192771084338,0.12048192771084337,0.13253012048192772,0.024096385542168676,0.012048192771084338,0.024096385542168676,0.012048192771084338,0.13253012048192772,0.03614457831325301,0.07228915662650602,0.08433734939759036,0.060240963855421686,0.024096385542168676,0.024096385542168676,0.03614457831325301,0.024096385542168676,0.0,0.012048192771084338,0.0,0.024096385542168676,0.0,0.0,17,4.882352941176471,17.0,8.987951807228917
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,0.0,5.0,0.0,19.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01675977653631285,0.0186219739292365,0.08752327746741155,0.05027932960893855,0.0260707635009311,0.03165735567970205,0.1340782122905028,0.10614525139664804,0.0186219739292365,0.0111731843575419,0.0260707635009311,0.11731843575418995,0.048417132216014895,0.0521415270018622,0.07262569832402235,0.07076350093109869,0.06890130353817504,0.0111731843575419,0.0037243947858473,0.0148975791433892,0.0,0.00558659217877095,0.0,0.0074487895716946,0.0,0.0,149,3.6040268456375837,37.25,74.00000000000001
