Author,and,the,of,him,without,his,he,shall,not,be,because,should,have,in,but,into,these,for,unto,throughout,your,all,whoso,to,by,one,moreover,ye,no,which,is,that,again,wherein,are,it,therein,therefore,lord,among,they,said,my,an,was,our,if,other,then,their,from,whereunto,when,according,hath,let,them,whom,every,himself,her,may,man,neither,as,did,were,there,had,god,thereunto,make,many,more,how,will,me,thou,hast,do,with,we,thy,thee,out,what,must,notwithstanding,would,forth,whither,than,where,yet,who,upon,also,shalt,ever,such,now,thine,or,been,yea,like,much,could,lest,those,thus,wherefore,whence,whereby,whose,seest,thereof,whereof,cometh,wheresoever,say,till,some,seemeth,being,ought,soever,inasmuch,didst,each,downward,abundance,whereto,therewith,thence,whatsoever,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,thereon,thereupon,doeth,became,wherewith,oft,oftentimes,whosoever,underneath,whensoever,wherewithal,hereof,thyself,verily,whereon,forthwith,therefrom,upward,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,v_percentage_use,g_percentage_use,o_percentage_use,f_percentage_use,b_percentage_use,l_percentage_use,i_percentage_use,m_percentage_use,w_percentage_use,u_percentage_use,s_percentage_use,c_percentage_use,y_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zechariah,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09824561403508772,0.05263157894736842,0.031578947368421054,0.09473684210526316,0.07017543859649122,0.14385964912280702,0.03859649122807018,0.0035087719298245615,0.028070175438596492,0.05263157894736842,0.010526315789473684,0.031578947368421054,0.08771929824561403,0.056140350877192984,0.028070175438596492,0.014035087719298246,0.042105263157894736,0.04912280701754386,0.010526315789473684,0.007017543859649123,0.007017543859649123,0.028070175438596492,0.014035087719298246,0.0,0.0,0.0,65,4.384615384615385,32.5,34.00000000000001
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,10.0,22.0,15.0,0.0,0.0,3.0,1.0,14.0,4.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08682008368200837,0.06799163179916318,0.02615062761506276,0.08472803347280335,0.08472803347280335,0.12656903765690378,0.04497907949790795,0.010460251046025104,0.0198744769874477,0.06171548117154812,0.027196652719665274,0.011506276150627616,0.0596234309623431,0.03347280334728033,0.016736401673640166,0.01778242677824268,0.015690376569037656,0.06799163179916318,0.007322175732217573,0.01778242677824268,0.006276150627615063,0.010460251046025104,0.0,0.0,0.0,0.0,235,4.068085106382979,23.2,125.90585774058577
Mark,11.0,4.0,4.0,1.0,0.0,0.0,1.0,10.0,1.0,8.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09499136442141623,0.0846286701208981,0.037996545768566495,0.05699481865284974,0.06044905008635579,0.11398963730569948,0.037996545768566495,0.008635578583765112,0.024179620034542316,0.039723661485319514,0.013816925734024179,0.022452504317789293,0.05872193436960276,0.046632124352331605,0.027633851468048358,0.015544041450777202,0.022452504317789293,0.08117443868739206,0.008635578583765112,0.017271157167530225,0.0069084628670120895,0.008635578583765112,0.0051813471502590676,0.0,0.0,0.0017271157167530224,133,4.353383458646617,22.0,65.8963730569948
Luke,32.0,29.0,17.0,13.0,0.0,2.0,13.0,0.0,3.0,2.0,2.0,1.0,2.0,11.0,3.0,0.0,1.0,8.0,8.0,0.0,2.0,10.0,0.0,14.0,3.0,2.0,0.0,3.0,0.0,3.0,4.0,9.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,0.0,2.0,0.0,6.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,9.0,7.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08175824175824176,0.07296703296703297,0.04923076923076923,0.10065934065934067,0.08615384615384615,0.12967032967032968,0.05274725274725275,0.008351648351648353,0.0210989010989011,0.07384615384615385,0.0210989010989011,0.011868131868131869,0.03296703296703297,0.06725274725274726,0.03076923076923077,0.026373626373626374,0.024175824175824177,0.054945054945054944,0.014505494505494506,0.014065934065934066,0.005274725274725275,0.015824175824175824,0.0013186813186813187,0.0,0.0,0.0,537,4.236499068901304,25.476190476190474,316.996923076923
John,19.0,21.0,5.0,1.0,0.0,5.0,7.0,1.0,3.0,4.0,0.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,3.0,0.0,3.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06890459363957598,0.06802120141342756,0.05918727915194346,0.09540636042402827,0.09363957597173145,0.1351590106007067,0.03268551236749117,0.007067137809187279,0.011484098939929329,0.045053003533568906,0.011484098939929329,0.012367491166077738,0.022968197879858657,0.0636042402826855,0.028268551236749116,0.018551236749116608,0.02120141342756184,0.07597173144876325,0.01060070671378092,0.019434628975265017,0.0017667844522968198,0.0088339222614841,0.00441696113074205,0.0,0.0008833922261484099,0.0,279,4.057347670250896,27.7,156.916961130742
Paul,20.0,28.0,15.0,1.0,1.0,1.0,1.0,7.0,10.0,7.0,0.0,1.0,4.0,9.0,9.0,0.0,1.0,9.0,5.0,0.0,2.0,3.0,0.0,8.0,2.0,2.0,0.0,11.0,2.0,7.0,0.0,16.0,1.0,0.0,12.0,1.0,0.0,2.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07754164273406089,0.0672027570361861,0.04250430786904078,0.10855829982768524,0.08730614589316485,0.1292360712234348,0.058012636415852956,0.013210798391728892,0.013210798391728892,0.08385985066053991,0.02125215393452039,0.018380241240666284,0.039058012636415854,0.04939689833429064,0.016082711085583,0.026421596783457783,0.031016657093624354,0.0511200459506031,0.019529006318207927,0.024124066628374498,0.005169442848937392,0.013210798391728892,0.0017231476163124641,0.0,0.0,0.0005743825387708214,440,3.956818181818182,22.0,279.99770246984485
Unknown(Hebrews),2.0,4.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05138339920948617,0.08300395256916997,0.03557312252964427,0.11067193675889328,0.09881422924901186,0.13043478260869565,0.05533596837944664,0.023715415019762844,0.019762845849802372,0.10276679841897234,0.019762845849802372,0.007905138339920948,0.019762845849802372,0.05138339920948617,0.015810276679841896,0.015810276679841896,0.03162055335968379,0.05533596837944664,0.023715415019762844,0.023715415019762844,0.007905138339920948,0.007905138339920948,0.0,0.0,0.003952569169960474,0.0,56,4.517857142857143,18.666666666666668,33.99604743083005
James,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11965811965811966,0.05982905982905983,0.008547008547008548,0.1111111111111111,0.08547008547008547,0.11965811965811966,0.06837606837606838,0.02564102564102564,0.0,0.07692307692307693,0.02564102564102564,0.008547008547008548,0.042735042735042736,0.05982905982905983,0.017094017094017096,0.05128205128205128,0.017094017094017096,0.042735042735042736,0.0,0.02564102564102564,0.008547008547008548,0.02564102564102564,0.0,0.0,0.0,0.0,30,3.9,30.0,16.999999999999996
Peter,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482758620689655,0.034482758620689655,0.02586206896551724,0.05172413793103448,0.0603448275862069,0.13793103448275862,0.06896551724137931,0.008620689655172414,0.034482758620689655,0.04310344827586207,0.02586206896551724,0.02586206896551724,0.05172413793103448,0.0603448275862069,0.017241379310344827,0.017241379310344827,0.02586206896551724,0.07758620689655173,0.034482758620689655,0.04310344827586207,0.008620689655172414,0.008620689655172414,0.017241379310344827,0.0,0.008620689655172414,0.0,26,4.461538461538462,25.0,16.982758620689648
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),17.0,18.0,11.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10323574730354391,0.06471494607087827,0.04468412942989214,0.11556240369799692,0.10015408320493066,0.12942989214175654,0.04314329738058552,0.009244992295839754,0.02773497688751926,0.05546995377503852,0.03389830508474576,0.015408320493066256,0.030816640986132512,0.05855161787365177,0.032357473035439135,0.020030816640986132,0.01078582434514638,0.060092449922958396,0.01386748844375963,0.01078582434514638,0.009244992295839754,0.01078582434514638,0.0,0.0,0.0,0.0,163,3.98159509202454,40.75,87.99999999999999
