Author,shall,that,be,unto,ye,not,neither,which,of,in,it,the,thy,for,is,thereof,out,every,man,his,and,if,thou,ought,or,one,according,to,shalt,he,thee,therefore,but,god,lord,your,wherefore,do,my,them,her,therein,say,what,we,our,then,will,upon,forth,yet,ever,are,with,me,all,hath,some,have,himself,let,him,whom,may,throughout,no,as,they,notwithstanding,their,was,among,yea,by,an,from,moreover,again,there,many,other,these,make,because,should,were,thence,said,thine,into,been,did,when,where,whose,would,had,now,also,thus,hast,being,could,cometh,who,didst,how,like,wherein,must,than,much,shouldest,such,downward,upward,whither,till,more,those,oft,verily,whereby,henceforth,whereunto,lest,oftentimes,thereupon,outward,whereof,underneath,abundance,thereby,whence,therewith,hereof,doeth,thereon,thyself,hence,each,inasmuch,once,wherewith,whoso,whereto,therefrom,forthwith,thereunto,becometh,without,became,a_percentage_use,j_percentage_use,u_percentage_use,b_percentage_use,i_percentage_use,l_percentage_use,e_percentage_use,s_percentage_use,h_percentage_use,t_percentage_use,f_percentage_use,y_percentage_use,r_percentage_use,n_percentage_use,o_percentage_use,w_percentage_use,p_percentage_use,c_percentage_use,g_percentage_use,v_percentage_use,d_percentage_use,m_percentage_use,k_percentage_use,x_percentage_use,z_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Micah,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948905109489051,0.0072992700729927005,0.0072992700729927005,0.014598540145985401,0.029197080291970802,0.029197080291970802,0.10948905109489052,0.072992700729927,0.08029197080291971,0.10948905109489052,0.043795620437956206,0.0072992700729927005,0.072992700729927,0.08029197080291971,0.10218978102189781,0.021897810218978103,0.021897810218978103,0.0072992700729927005,0.0072992700729927005,0.0,0.029197080291970802,0.043795620437956206,0.0,0.0,0.0,0.0,38,3.6052631578947367,38.0,24.992700729926995
Nahum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Habakkuk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,11.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09580838323353294,0.0029940119760479044,0.020958083832335328,0.011976047904191617,0.04491017964071856,0.0718562874251497,0.10778443113772455,0.07784431137724551,0.10179640718562874,0.10479041916167664,0.038922155688622756,0.014970059880239521,0.041916167664670656,0.041916167664670656,0.08982035928143713,0.02694610778443114,0.0029940119760479044,0.008982035928143712,0.014970059880239521,0.005988023952095809,0.04491017964071856,0.014970059880239521,0.008982035928143712,0.0,0.0,0.0,93,3.5913978494623655,46.5,60.997005988023965
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,8.0,4.0,5.0,6.0,2.0,2.0,0.0,3.0,6.0,5.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08208955223880597,0.0010660980810234541,0.022388059701492536,0.01279317697228145,0.060767590618336885,0.042643923240938165,0.11194029850746269,0.05543710021321962,0.08102345415778252,0.08315565031982942,0.017057569296375266,0.019189765458422176,0.03731343283582089,0.07356076759061833,0.07142857142857142,0.021321961620469083,0.008528784648187633,0.014925373134328358,0.013859275053304905,0.01812366737739872,0.042643923240938165,0.03304904051172708,0.006396588486140725,0.0,0.0,0.0,227,4.13215859030837,22.7,123.93070362473351
Mark,5.0,5.0,1.0,1.0,1.0,5.0,0.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07465007776049767,0.003110419906687403,0.024883359253499222,0.015552099533437015,0.06687402799377916,0.04354587869362364,0.12130637636080871,0.060653188180404355,0.06998444790046657,0.08864696734059098,0.027993779160186624,0.017107309486780714,0.038880248833592534,0.07309486780715396,0.07620528771384137,0.02177293934681182,0.004665629860031105,0.01866251944012442,0.013996889580093312,0.013996889580093312,0.027993779160186624,0.026438569206842923,0.004665629860031105,0.0,0.0,0.0015552099533437014,166,3.8734939759036147,27.5,89.93623639191291
Luke,1.0,12.0,4.0,5.0,1.0,3.0,1.0,6.0,15.0,6.0,4.0,27.0,7.0,8.0,6.0,0.0,1.0,0.0,3.0,1.0,32.0,0.0,2.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,21.0,0.0,3.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,4.0,1.0,0.0,2.0,1.0,5.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08221153846153846,0.0038461538461538464,0.01875,0.013942307692307693,0.047115384615384615,0.03365384615384615,0.13653846153846153,0.04855769230769231,0.09759615384615385,0.10913461538461539,0.01730769230769231,0.02451923076923077,0.04519230769230769,0.07740384615384616,0.06875,0.026923076923076925,0.012980769230769231,0.016346153846153847,0.023557692307692307,0.007692307692307693,0.05721153846153846,0.025,0.004807692307692308,0.0,0.0,0.0,496,4.193548387096774,23.523809523809526,300.9990384615385
John,1.0,6.0,4.0,9.0,4.0,5.0,0.0,1.0,7.0,5.0,1.0,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,7.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06854838709677419,0.005376344086021506,0.023521505376344086,0.01478494623655914,0.06586021505376344,0.023521505376344086,0.13440860215053763,0.07728494623655914,0.0907258064516129,0.0961021505376344,0.010752688172043012,0.019489247311827957,0.03293010752688172,0.06720430107526881,0.0456989247311828,0.016801075268817203,0.008064516129032258,0.0114247311827957,0.013440860215053764,0.009408602150537635,0.056451612903225805,0.028225806451612902,0.0020161290322580645,0.0006720430107526882,0.0,0.0,362,4.110497237569061,25.714285714285715,206.92271505376337
Paul,0.0,6.0,6.0,2.0,16.0,5.0,0.0,2.0,14.0,7.0,2.0,18.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,12.0,3.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,2.0,0.0,1.0,7.0,7.0,1.0,3.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07491638795986622,0.002006688963210702,0.03411371237458194,0.02274247491638796,0.05618729096989967,0.028762541806020066,0.14180602006688964,0.050836120401337795,0.06688963210702341,0.08762541806020067,0.028093645484949834,0.032107023411371234,0.05819397993311037,0.06956521739130435,0.0802675585284281,0.02608695652173913,0.009364548494983277,0.018729096989966554,0.02073578595317726,0.01137123745819398,0.04147157190635452,0.025418060200668897,0.0046822742474916385,0.0006688963210702341,0.0013377926421404682,0.0,391,3.823529411764706,19.45,212.9939799331104
Unknown,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07234042553191489,0.0,0.00425531914893617,0.00851063829787234,0.08936170212765958,0.01702127659574468,0.13617021276595745,0.07659574468085106,0.059574468085106386,0.08085106382978724,0.059574468085106386,0.01276595744680851,0.06382978723404255,0.08085106382978724,0.06808510638297872,0.01276595744680851,0.00851063829787234,0.03404255319148936,0.02127659574468085,0.01276595744680851,0.0425531914893617,0.029787234042553193,0.00425531914893617,0.00425531914893617,0.0,0.0,49,4.795918367346939,16.333333333333332,24.0
James,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08620689655172414,0.0,0.08620689655172414,0.017241379310344827,0.06896551724137931,0.08620689655172414,0.08620689655172414,0.034482758620689655,0.017241379310344827,0.08620689655172414,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1206896551724138,0.08620689655172414,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,16,3.625,16.0,9.000000000000007
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.0,0.02,0.0,0.08,0.06,0.22,0.06,0.06,0.06,0.0,0.0,0.0,0.06,0.06,0.02,0.02,0.04,0.02,0.02,0.08,0.04,0.02,0.0,0.0,0.0,14,3.5714285714285716,14.0,9.0
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
