Author,there,shall,not,be,among,one,that,his,or,to,the,an,of,with,for,all,do,these,are,unto,lord,and,because,thy,god,them,out,from,thee,thou,shalt,which,but,as,hath,will,like,me,him,ye,according,in,let,again,my,neither,more,said,they,have,their,he,it,whosoever,other,if,say,thine,how,we,when,is,whose,into,every,may,whoso,whom,man,upon,those,lest,was,inasmuch,wherefore,ever,then,thence,make,had,henceforth,no,such,seest,than,your,what,yet,also,her,therein,thereof,thyself,thus,should,by,who,forth,been,were,himself,therefore,where,now,once,being,wherewith,did,whither,wherein,moreover,notwithstanding,our,hast,whatsoever,throughout,yea,didst,upward,thereon,till,many,would,must,ought,whereof,cometh,therewith,some,whereunto,without,thereby,each,downward,abundance,whereto,shouldest,outward,hence,howsoever,becometh,whereby,thereupon,thereunto,doeth,became,oft,oftentimes,underneath,whence,much,wherewithal,whensoever,seemeth,hereof,verily,whereon,soever,could,forthwith,therefrom,wheresoever,t_percentage_use,h_percentage_use,e_percentage_use,r_percentage_use,s_percentage_use,a_percentage_use,l_percentage_use,n_percentage_use,o_percentage_use,b_percentage_use,f_percentage_use,u_percentage_use,d_percentage_use,m_percentage_use,g_percentage_use,y_percentage_use,k_percentage_use,i_percentage_use,p_percentage_use,v_percentage_use,c_percentage_use,w_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,j_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,0.0,2.0,2.0,0.0,0.0,2.0,5.0,1.0,0.0,3.0,9.0,1.0,11.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09580838323353294,0.07065868263473053,0.10059880239520957,0.031137724550898204,0.06107784431137724,0.081437125748503,0.017964071856287425,0.07664670658682635,0.0658682634730539,0.017964071856287425,0.022754491017964073,0.022754491017964073,0.055089820359281436,0.029940119760479042,0.013173652694610778,0.032335329341317366,0.008383233532934131,0.07784431137724551,0.004790419161676647,0.00718562874251497,0.00718562874251497,0.02155688622754491,0.0,0.0,0.0011976047904191617,0.0023952095808383233,228,3.662280701754386,22.6,142.92574850299397
Mark,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,8.0,0.0,9.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10586011342155009,0.07372400756143667,0.10775047258979206,0.02835538752362949,0.045368620037807186,0.07939508506616257,0.015122873345935728,0.07939508506616257,0.06994328922495274,0.01890359168241966,0.024574669187145556,0.017013232514177693,0.06805293005671077,0.03213610586011342,0.013232514177693762,0.020793950850661626,0.015122873345935728,0.07372400756143667,0.005671077504725898,0.011342155009451797,0.003780718336483932,0.022684310018903593,0.0,0.0,0.0,0.001890359168241966,151,3.5033112582781456,25.166666666666668,98.93383742911153
Luke,4.0,1.0,4.0,3.0,1.0,1.0,14.0,1.0,1.0,11.0,40.0,1.0,11.0,3.0,7.0,2.0,0.0,0.0,0.0,4.0,1.0,40.0,2.0,1.0,4.0,4.0,2.0,4.0,1.0,8.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,4.0,17.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,11.0,8.0,4.0,3.0,14.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1001628664495114,0.08143322475570032,0.12337133550488599,0.0496742671009772,0.059039087947882735,0.09201954397394137,0.029723127035830618,0.06921824104234528,0.06718241042345277,0.01506514657980456,0.021172638436482084,0.030537459283387622,0.05741042345276873,0.02768729641693811,0.015472312703583062,0.011807817589576547,0.0036644951140065146,0.06840390879478828,0.01710097719869707,0.0061074918566775245,0.026465798045602607,0.019951140065146578,0.0,0.00040716612377850165,0.0008143322475570033,0.0016286644951140066,594,4.134680134680135,28.238095238095237,324.99552117263835
John,0.0,1.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,1.0,6.0,0.0,5.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,10.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,8.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08830845771144279,0.09079601990049752,0.1417910447761194,0.06716417910447761,0.048507462686567165,0.06467661691542288,0.03482587064676617,0.06592039800995025,0.08208955223880597,0.022388059701492536,0.022388059701492536,0.03109452736318408,0.04975124378109453,0.022388059701492536,0.01616915422885572,0.008706467661691543,0.007462686567164179,0.055970149253731345,0.007462686567164179,0.018656716417910446,0.014925373134328358,0.033582089552238806,0.0,0.0,0.0,0.0,197,4.081218274111675,19.6,113.99502487562192
Paul,0.0,1.0,2.0,6.0,0.0,0.0,9.0,1.0,0.0,10.0,17.0,1.0,17.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,20.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,0.0,8.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09705730511099639,0.07176045431078988,0.10273618998451213,0.05110996386164171,0.06556530717604543,0.059886422302529684,0.03923593185338152,0.07795560144553433,0.09086215797625194,0.0123902942694889,0.027878162106350027,0.026845637583892617,0.03975219411461022,0.023231801755291687,0.029943211151264842,0.014455343314403717,0.004646360351058337,0.07950438822922044,0.01600413009808983,0.00980898296334538,0.02942694889003614,0.024264326277749097,0.0,0.0010325245224574084,0.0,0.003097573567372225,423,4.57919621749409,21.15,201.99845121321633
Unknown(Hebrews),0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07751937984496124,0.050387596899224806,0.14728682170542637,0.08139534883720931,0.06201550387596899,0.08139534883720931,0.04263565891472868,0.07751937984496124,0.05813953488372093,0.03875968992248062,0.023255813953488372,0.03875968992248062,0.05426356589147287,0.031007751937984496,0.031007751937984496,0.015503875968992248,0.0,0.050387596899224806,0.0,0.011627906976744186,0.003875968992248062,0.01937984496124031,0.0,0.0,0.0,0.003875968992248062,51,5.0588235294117645,17.0,31.99999999999999
James,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09615384615384616,0.07692307692307693,0.15384615384615385,0.019230769230769232,0.057692307692307696,0.057692307692307696,0.038461538461538464,0.09615384615384616,0.07692307692307693,0.0,0.0,0.038461538461538464,0.11538461538461539,0.019230769230769232,0.0,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,13,4.0,13.0,7.999999999999997
Peter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07936507936507936,0.047619047619047616,0.15873015873015872,0.06349206349206349,0.06349206349206349,0.047619047619047616,0.047619047619047616,0.06349206349206349,0.07936507936507936,0.047619047619047616,0.015873015873015872,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.06349206349206349,0.0,0.015873015873015872,0.06349206349206349,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,14,4.5,13.0,8.968253968253965
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,3.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11181434599156118,0.09282700421940929,0.12025316455696203,0.05485232067510549,0.06118143459915612,0.09282700421940929,0.04219409282700422,0.06751054852320675,0.05907172995780591,0.006329113924050633,0.0379746835443038,0.029535864978902954,0.04430379746835443,0.012658227848101266,0.014767932489451477,0.0189873417721519,0.002109704641350211,0.05063291139240506,0.016877637130801686,0.004219409282700422,0.027426160337552744,0.0189873417721519,0.002109704641350211,0.0,0.004219409282700422,0.006329113924050633,107,4.429906542056075,26.75,55.0
