Author,and,her,said,whose,thou,the,of,whom,unto,him,upon,my,lord,god,which,had,me,in,to,his,now,if,ye,will,with,not,that,may,or,then,from,we,thee,is,let,be,thy,as,hath,it,when,their,he,himself,forth,them,also,they,did,were,all,shall,man,our,those,for,out,what,therefore,into,became,was,again,these,but,yet,are,an,there,by,according,because,thus,one,than,other,like,do,where,every,have,shalt,could,who,throughout,more,make,thence,whither,thine,many,hast,oft,cometh,say,been,among,verily,no,thereof,would,whereof,without,should,yea,didst,some,ever,how,therein,neither,moreover,thyself,your,wherefore,downward,upward,wherein,much,whosoever,ought,lest,till,must,whereon,being,inasmuch,each,abundance,whereto,seest,therewith,whatsoever,once,thereby,shouldest,outward,hence,howsoever,becometh,henceforth,whereby,thereon,thereupon,doeth,thereunto,wherewith,oftentimes,such,underneath,whereunto,whence,whensoever,wherewithal,seemeth,hereof,notwithstanding,soever,forthwith,therefrom,wheresoever,whoso,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,k_percentage_use,e_percentage_use,h_percentage_use,r_percentage_use,w_percentage_use,o_percentage_use,u_percentage_use,g_percentage_use,t_percentage_use,f_percentage_use,b_percentage_use,l_percentage_use,m_percentage_use,c_percentage_use,p_percentage_use,y_percentage_use,v_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Obadiah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Jonah,10.0,0.0,4.0,0.0,3.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09550561797752809,0.08614232209737828,0.0749063670411985,0.06928838951310862,0.05056179775280899,0.0,0.11797752808988764,0.0898876404494382,0.05056179775280899,0.018726591760299626,0.06928838951310862,0.026217228464419477,0.020599250936329586,0.11235955056179775,0.013108614232209739,0.011235955056179775,0.02247191011235955,0.0149812734082397,0.018726591760299626,0.016853932584269662,0.00749063670411985,0.00749063670411985,0.003745318352059925,0.0,0.0,0.0018726591760299626,138,3.869565217391304,34.25,80.99999999999994
Micah,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.010638297872340425,0.0,0.10638297872340426,0.05319148936170213,0.07446808510638298,0.02127659574468085,0.11702127659574468,0.0425531914893617,0.02127659574468085,0.10638297872340426,0.06382978723404255,0.02127659574468085,0.05319148936170213,0.0425531914893617,0.02127659574468085,0.0,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.0,0.0,0.0,21,4.476190476190476,21.0,11.999999999999996
Nahum,3.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08076009501187649,0.0688836104513064,0.035629453681710214,0.047505938242280284,0.07838479809976247,0.007125890736342043,0.12351543942992874,0.10451306413301663,0.0498812351543943,0.023752969121140142,0.057007125890736345,0.030878859857482184,0.0166270783847981,0.0997624703087886,0.011876484560570071,0.011876484560570071,0.04513064133016627,0.014251781472684086,0.026128266033254157,0.028503562945368172,0.0332541567695962,0.004750593824228029,0.0,0.0,0.0,0.0,98,4.295918367346939,32.666666666666664,59.99999999999999
Habakkuk,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545454545456,0.08333333333333333,0.045454545454545456,0.08333333333333333,0.06060606060606061,0.030303030303030304,0.14393939393939395,0.06818181818181818,0.03787878787878788,0.022727272727272728,0.045454545454545456,0.015151515151515152,0.03787878787878788,0.08333333333333333,0.022727272727272728,0.0,0.06060606060606061,0.06060606060606061,0.015151515151515152,0.015151515151515152,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,34,3.8823529411764706,34.0,22.00000000000001
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,6.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09926470588235294,0.07352941176470588,0.04411764705882353,0.058823529411764705,0.04044117647058824,0.007352941176470588,0.13602941176470587,0.08823529411764706,0.051470588235294115,0.014705882352941176,0.0661764705882353,0.022058823529411766,0.03308823529411765,0.10661764705882353,0.025735294117647058,0.022058823529411766,0.029411764705882353,0.014705882352941176,0.003676470588235294,0.007352941176470588,0.029411764705882353,0.014705882352941176,0.003676470588235294,0.0,0.003676470588235294,0.0,70,3.8857142857142857,23.333333333333332,38.99632352941176
Zechariah,4.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.06521739130434782,0.04891304347826087,0.043478260869565216,0.043478260869565216,0.005434782608695652,0.16304347826086957,0.10869565217391304,0.043478260869565216,0.03260869565217391,0.06521739130434782,0.02717391304347826,0.021739130434782608,0.14673913043478262,0.016304347826086956,0.010869565217391304,0.03260869565217391,0.03260869565217391,0.0,0.0,0.0,0.0,0.005434782608695652,0.0,0.0,0.0,45,4.088888888888889,22.5,31.000000000000004
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,12.0,2.0,2.0,0.0,8.0,11.0,8.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,0.0,4.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,8.0,10.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07234726688102894,0.04340836012861737,0.03617363344051447,0.05546623794212219,0.04501607717041801,0.0040192926045016075,0.1045016077170418,0.09083601286173633,0.05064308681672026,0.014469453376205787,0.07395498392282958,0.028135048231511254,0.01527331189710611,0.1189710610932476,0.028938906752411574,0.02009646302250804,0.04421221864951769,0.018488745980707395,0.01607717041800643,0.005627009646302251,0.02652733118971061,0.008842443729903537,0.003215434083601286,0.0008038585209003215,0.0,0.0,302,4.119205298013245,29.9,177.92604501607715
Mark,12.0,0.0,3.0,0.0,0.0,15.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08796296296296297,0.07253086419753087,0.06018518518518518,0.05709876543209876,0.05709876543209876,0.0015432098765432098,0.12037037037037036,0.09567901234567901,0.030864197530864196,0.041666666666666664,0.05555555555555555,0.023148148148148147,0.009259259259259259,0.11419753086419752,0.013888888888888888,0.032407407407407406,0.029320987654320986,0.020061728395061727,0.012345679012345678,0.013888888888888888,0.012345679012345678,0.004629629629629629,0.0,0.0,0.0,0.0,172,3.7674418604651163,28.166666666666668,103.96604938271605
Luke,40.0,0.0,7.0,0.0,0.0,26.0,11.0,0.0,9.0,10.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,10.0,4.0,0.0,1.0,4.0,2.0,7.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,4.0,3.0,11.0,0.0,1.0,8.0,1.0,9.0,0.0,2.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,1.0,6.0,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08312716476991588,0.07570509648688768,0.04403760514596734,0.0653142008906482,0.06234537357743691,0.008411677387431964,0.12221672439386443,0.07916872835230084,0.03958436417615042,0.028203859475507173,0.05789213260761999,0.026224641266699655,0.01830776843146957,0.09401286491835725,0.017318159327065808,0.01929737753587333,0.029688273132112815,0.024740227610094014,0.01583374567046017,0.01979218208807521,0.02028698664027709,0.004453240969816922,0.0019792182088075212,0.0,0.0004948045522018803,0.0,493,4.099391480730223,23.285714285714285,264.9584364176151
John,6.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899854862119013,0.05660377358490566,0.03918722786647315,0.06095791001451379,0.06386066763425254,0.002902757619738752,0.12772133526850507,0.09869375907111756,0.04499274310595065,0.02467343976777939,0.06966618287373004,0.026124818577648767,0.018867924528301886,0.10159651669085631,0.01741654571843251,0.01741654571843251,0.036284470246734396,0.018867924528301886,0.018867924528301886,0.013062409288824383,0.008708272859216255,0.008708272859216255,0.01451378809869376,0.0,0.002902757619738752,0.001451378809869376,164,4.201219512195122,16.3,85.98403483309146
Paul,10.0,1.0,1.0,1.0,0.0,29.0,15.0,4.0,1.0,2.0,0.0,4.0,1.0,8.0,3.0,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,7.0,0.0,7.0,1.0,3.0,4.0,0.0,7.0,0.0,2.0,2.0,5.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,5.0,7.0,0.0,2.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,1.0,12.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07650926479378362,0.06335923490735207,0.034668260609683206,0.06634787806335923,0.06694560669456066,0.0035863717872086074,0.12432755528989839,0.0812910938433951,0.07292289300657502,0.021518230723251645,0.08487746563060371,0.019127316198445904,0.019127316198445904,0.08487746563060371,0.023909145248057383,0.012552301255230125,0.04662283323371189,0.020322773460848775,0.032277346084877465,0.011954572624028692,0.015540944411237299,0.013747758517632994,0.001195457262402869,0.0005977286312014345,0.0,0.0,409,4.090464547677262,20.45,234.9982068141064
Unknown(Hebrews),0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851063829787234,0.0425531914893617,0.029787234042553193,0.06382978723404255,0.08936170212765958,0.0,0.08085106382978724,0.11914893617021277,0.03404255319148936,0.02553191489361702,0.09787234042553192,0.05531914893617021,0.01276595744680851,0.0851063829787234,0.029787234042553193,0.02127659574468085,0.04680851063829787,0.0425531914893617,0.00851063829787234,0.00851063829787234,0.01702127659574468,0.00425531914893617,0.0,0.0,0.0,0.0,58,4.051724137931035,19.333333333333332,41.0
James,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04918032786885246,0.040983606557377046,0.040983606557377046,0.07377049180327869,0.04918032786885246,0.0,0.1557377049180328,0.13114754098360656,0.05737704918032787,0.02459016393442623,0.06557377049180328,0.00819672131147541,0.0,0.12295081967213115,0.02459016393442623,0.00819672131147541,0.04918032786885246,0.040983606557377046,0.02459016393442623,0.01639344262295082,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,29,4.206896551724138,29.0,21.0
