Author,and,in,the,shall,ye,of,thereof,that,it,may,unto,lord,your,god,not,with,neither,shalt,thou,thy,make,for,upon,do,to,her,be,lest,my,them,have,by,man,if,thee,him,but,as,one,among,thyself,were,no,or,which,out,therefore,all,again,say,whosoever,he,his,will,from,because,hath,their,when,then,such,every,they,also,an,is,there,whither,therein,these,said,other,me,should,had,himself,being,whose,was,let,whatsoever,whereon,thine,ever,hast,now,yet,whereof,how,more,into,did,those,like,according,wherewith,ought,wherefore,we,must,are,thus,thence,much,became,who,our,what,than,would,forth,didst,without,whom,seemeth,cometh,where,been,many,could,oft,verily,hence,moreover,once,each,inasmuch,downward,abundance,whereto,seest,therewith,wherein,thereby,shouldest,outward,howsoever,becometh,throughout,henceforth,whereby,thereon,till,thereupon,doeth,thereunto,oftentimes,underneath,whereunto,whence,whensoever,wherewithal,hereof,notwithstanding,soever,forthwith,some,therefrom,yea,wheresoever,whoso,upward,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,f_percentage_use,y_percentage_use,r_percentage_use,s_percentage_use,l_percentage_use,o_percentage_use,u_percentage_use,m_percentage_use,c_percentage_use,g_percentage_use,w_percentage_use,b_percentage_use,v_percentage_use,k_percentage_use,p_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Zephaniah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Haggai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Zechariah,3.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10062893081761007,0.08176100628930817,0.03773584905660377,0.06918238993710692,0.09433962264150944,0.08176100628930817,0.1069182389937107,0.031446540880503145,0.018867924528301886,0.050314465408805034,0.06289308176100629,0.050314465408805034,0.10062893081761007,0.025157232704402517,0.018867924528301886,0.006289308176100629,0.031446540880503145,0.006289308176100629,0.006289308176100629,0.012578616352201259,0.0,0.0,0.0,0.0,0.0,0.0,42,3.7857142857142856,21.0,23.9937106918239
Malachi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Matthew,19.0,1.0,7.0,8.0,2.0,5.0,0.0,2.0,1.0,0.0,5.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,0.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07857911733046287,0.06673842841765339,0.05382131324004306,0.062432723358449946,0.08180839612486544,0.06673842841765339,0.11733046286329386,0.021528525296017224,0.03229278794402583,0.05059203444564048,0.05705059203444564,0.04090419806243272,0.0688912809472551,0.03767491926803014,0.02798708288482239,0.0193756727664155,0.012917115177610334,0.012917115177610334,0.016146393972012917,0.010764262648008612,0.004305705059203444,0.011840688912809472,0.0,0.005382131324004306,0.002152852529601722,0.0,227,4.092511013215859,22.6,127.9601722282024
Mark,13.0,0.0,8.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07960199004975124,0.06965174129353234,0.04477611940298507,0.08623548922056384,0.09950248756218906,0.0912106135986733,0.1044776119402985,0.02155887230514096,0.009950248756218905,0.03814262023217247,0.05306799336650083,0.029850746268656716,0.06301824212271974,0.03482587064676617,0.03316749585406302,0.01990049751243781,0.02155887230514096,0.01658374792703151,0.011608623548922056,0.006633499170812604,0.003316749585406302,0.013266998341625208,0.0,0.003316749585406302,0.0,0.0,148,4.074324324324325,24.5,79.955223880597
Luke,24.0,6.0,27.0,7.0,6.0,24.0,0.0,11.0,3.0,0.0,7.0,6.0,1.0,9.0,5.0,4.0,2.0,1.0,5.0,3.0,2.0,5.0,0.0,1.0,9.0,0.0,4.0,0.0,8.0,2.0,3.0,5.0,1.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,0.0,0.0,1.0,8.0,6.0,0.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749154180763654,0.05944900918318028,0.0541324311261479,0.058482358627356214,0.08796520057999033,0.0860318994683422,0.12711454809086514,0.029966167230546157,0.023682938617689706,0.05606573223779604,0.06621556307394877,0.04059932334461092,0.08361527307878203,0.027549540840985983,0.021749637506041565,0.017883035282745288,0.015466408893185114,0.019816336394393428,0.012566457225712905,0.011599806669888834,0.006283228612856452,0.01304978250362494,0.0014499758337361043,0.0028999516674722086,0.0009666505558240696,0.0,502,4.121513944223108,23.904761904761905,297.9995166747223
John,8.0,2.0,13.0,0.0,3.0,8.0,0.0,7.0,0.0,1.0,1.0,2.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06652806652806653,0.05197505197505198,0.04677754677754678,0.061330561330561334,0.09771309771309772,0.104989604989605,0.15592515592515593,0.018711018711018712,0.02079002079002079,0.04054054054054054,0.059251559251559255,0.04158004158004158,0.059251559251559255,0.02494802494802495,0.02598752598752599,0.011434511434511435,0.017671517671517672,0.014553014553014554,0.01975051975051975,0.013513513513513514,0.008316008316008316,0.012474012474012475,0.0,0.0031185031185031187,0.0,0.0,227,4.237885462555066,22.7,137.97713097713097
Paul,16.0,13.0,24.0,0.0,0.0,13.0,0.0,10.0,2.0,0.0,9.0,1.0,0.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.0,0.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,0.0,4.0,3.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07319698600645856,0.06781485468245425,0.03229278794402583,0.06673842841765339,0.10172228202368137,0.073735199138859,0.13240043057050593,0.01991388589881593,0.01829924650161464,0.05005382131324004,0.05005382131324004,0.02529601722282024,0.07481162540365985,0.03390742734122713,0.03498385360602799,0.031754574811625406,0.02045209903121636,0.03283100107642627,0.02099031216361679,0.006996770721205597,0.002152852529601722,0.01883745963401507,0.0005382131324004305,0.005382131324004306,0.0005382131324004305,0.0005382131324004305,434,4.28110599078341,21.55,243.99623250807318
Unknown(Hebrews),1.0,1.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07983193277310924,0.058823529411764705,0.04201680672268908,0.0546218487394958,0.07142857142857142,0.058823529411764705,0.13445378151260504,0.037815126050420166,0.01680672268907563,0.0546218487394958,0.09243697478991597,0.029411764705882353,0.09663865546218488,0.029411764705882353,0.01680672268907563,0.037815126050420166,0.012605042016806723,0.012605042016806723,0.029411764705882353,0.012605042016806723,0.004201680672268907,0.01680672268907563,0.0,0.0,0.0,0.0,55,4.327272727272727,18.333333333333332,37.000000000000014
James,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0.05434782608695652,0.03260869565217391,0.06521739130434782,0.15217391304347827,0.06521739130434782,0.16304347826086957,0.010869565217391304,0.0,0.05434782608695652,0.043478260869565216,0.06521739130434782,0.05434782608695652,0.010869565217391304,0.03260869565217391,0.0,0.043478260869565216,0.010869565217391304,0.03260869565217391,0.010869565217391304,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,21,4.380952380952381,21.0,5.0
Peter,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06976744186046512,0.09302325581395349,0.011627906976744186,0.06976744186046512,0.046511627906976744,0.03488372093023256,0.12790697674418605,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.046511627906976744,0.06976744186046512,0.11627906976744186,0.03488372093023256,0.023255813953488372,0.023255813953488372,0.011627906976744186,0.0,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,20,4.3,20.0,10.988372093023253
Jude,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
John(R),15.0,1.0,12.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931098696461825,0.0893854748603352,0.0670391061452514,0.055865921787709494,0.08379888268156424,0.0856610800744879,0.12290502793296089,0.03165735567970205,0.0074487895716946,0.07635009310986965,0.0521415270018622,0.01303538175046555,0.07076350093109869,0.0335195530726257,0.027932960893854747,0.0148975791433892,0.01303538175046555,0.01675977653631285,0.01675977653631285,0.0111731843575419,0.00186219739292365,0.00558659217877095,0.0,0.0,0.0037243947858473,0.0,135,3.977777777777778,33.5,67.99441340782124
