Author,abundance_FC,abundance_WC,according_FC,according_WC,again_FC,again_WC,all_FC,all_WC,also_FC,also_WC,among_FC,among_WC,an_FC,an_WC,and_FC,and_WC,anything_FC,anything_WC,are_FC,are_WC,as_FC,as_WC,be_FC,be_WC,became_FC,became_WC,because_FC,because_WC,becometh_FC,becometh_WC,been_FC,been_WC,being_FC,being_WC,but_FC,but_WC,by_FC,by_WC,cometh_FC,cometh_WC,could_FC,could_WC,did_FC,did_WC,didst_FC,didst_WC,do_FC,do_WC,doeth_FC,doeth_WC,each_FC,each_WC,ever_FC,ever_WC,every_FC,every_WC,for_FC,for_WC,forth_FC,forth_WC,from_FC,from_WC,god_FC,god_WC,had_FC,had_WC,hast_FC,hast_WC,hath_FC,hath_WC,have_FC,have_WC,he_FC,he_WC,hence_FC,hence_WC,henceforth_FC,henceforth_WC,her_FC,her_WC,him_FC,him_WC,himself_FC,himself_WC,his_FC,his_WC,how_FC,how_WC,if_FC,if_WC,in_FC,in_WC,inasmuch_FC,inasmuch_WC,into_FC,into_WC,is_FC,is_WC,it_FC,it_WC,lest_FC,lest_WC,let_FC,let_WC,like_FC,like_WC,lord_FC,lord_WC,make_FC,make_WC,man_FC,man_WC,many_FC,many_WC,may_FC,may_WC,me_FC,me_WC,more_FC,more_WC,moreover_FC,moreover_WC,much_FC,much_WC,must_FC,must_WC,my_FC,my_WC,neither_FC,neither_WC,no_FC,no_WC,not_FC,not_WC,notwithstanding_FC,notwithstanding_WC,now_FC,now_WC,of_FC,of_WC,oft_FC,oft_WC,once_FC,once_WC,one_FC,one_WC,or_FC,or_WC,other_FC,other_WC,ought_FC,ought_WC,our_FC,our_WC,out_FC,out_WC,outward_FC,outward_WC,said_FC,said_WC,say_FC,say_WC,seemeth_FC,seemeth_WC,seest_FC,seest_WC,shall_FC,shall_WC,shalt_FC,shalt_WC,should_FC,should_WC,shouldst_FC,shouldst_WC,soever_FC,soever_WC,some_FC,some_WC,such_FC,such_WC,than_FC,than_WC,that_FC,that_WC,the_FC,the_WC,thee_FC,thee_WC,their_FC,their_WC,them_FC,them_WC,then_FC,then_WC,thence_FC,thence_WC,there_FC,there_WC,thereby_FC,thereby_WC,therefore_FC,therefore_WC,therein_FC,therein_WC,thereof_FC,thereof_WC,thereon_FC,thereon_WC,therewith_FC,therewith_WC,these_FC,these_WC,they_FC,they_WC,thine_FC,thine_WC,those_FC,those_WC,thou_FC,thou_WC,throughout_FC,throughout_WC,thus_FC,thus_WC,thy_FC,thy_WC,thyself_FC,thyself_WC,till_FC,till_WC,to_FC,to_WC,unto_FC,unto_WC,upon_FC,upon_WC,upward_FC,upward_WC,upwards_FC,upwards_WC,verily_FC,verily_WC,was_FC,was_WC,we_FC,we_WC,were_FC,were_WC,what_FC,what_WC,whatsoever_FC,whatsoever_WC,when_FC,when_WC,whence_FC,whence_WC,where_FC,where_WC,whereby_FC,whereby_WC,wherefore_FC,wherefore_WC,wherein_FC,wherein_WC,whereof_FC,whereof_WC,whereon_FC,whereon_WC,wheresoever_FC,wheresoever_WC,wherewith_FC,wherewith_WC,wherewithal_FC,wherewithal_WC,which_FC,which_WC,whither_FC,whither_WC,who_FC,who_WC,whom_FC,whom_WC,whose_FC,whose_WC,whoso_FC,whoso_WC,whosoever_FC,whosoever_WC,will_FC,will_WC,with_FC,with_WC,without_FC,without_WC,would_FC,would_WC,ye_FC,ye_WC,yea_FC,yea_WC,yet_FC,yet_WC,your_FC,your_WC,a_percentage_use,b_percentage_use,c_percentage_use,d_percentage_use,e_percentage_use,f_percentage_use,g_percentage_use,h_percentage_use,i_percentage_use,j_percentage_use,k_percentage_use,l_percentage_use,m_percentage_use,n_percentage_use,o_percentage_use,p_percentage_use,q_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,v_percentage_use,w_percentage_use,x_percentage_use,y_percentage_use,z_percentage_use,â_percentage_use,Function_Word_Use,Total_Word_Count,Total_Function_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse
moroni,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.6804464548867843,0.39370078740157477,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,6.124018093981059,3.543307086614173,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.6804464548867843,0.39370078740157477,0.0,0.0,2.7217858195471374,1.574803149606299,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.6804464548867843,0.39370078740157477,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4022322744339215,1.968503937007874,0.0,0.0,0.0,0.0,0.0,0.0,2.041339364660353,1.1811023622047243,4.763125184207491,2.7559055118110236,0.0,0.0,1.3608929097735687,0.7874015748031495,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,2.7217858195471374,1.574803149606299,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.6804464548867843,0.39370078740157477,0.0,0.0,0.6804464548867843,0.39370078740157477,2.7217858195471374,1.574803149606299,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4022322744339215,1.968503937007874,0.0,0.0,0.0,0.0,6.804464548867843,3.937007874015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.082678729320706,2.3622047244094486,0.0,0.0,0.0,0.0,2.7217858195471374,1.574803149606299,0.0,0.0,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4022322744339215,1.968503937007874,8.165357458641411,4.724409448818897,0.0,0.0,0.6804464548867843,0.39370078740157477,2.041339364660353,1.1811023622047243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,7.484911003754627,4.330708661417323,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,4.082678729320706,2.3622047244094486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,2.7217858195471374,1.574803149606299,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3608929097735687,0.7874015748031495,0.0,0.0,0.0,0.0,0.6804464548867843,0.39370078740157477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0706214689265536,0.0122410546139359,0.0160075329566855,0.0461393596986817,0.1148775894538606,0.0244821092278719,0.0188323917137476,0.0866290018832391,0.0555555555555555,0.0018832391713747,0.0103578154425612,0.0282485875706214,0.027306967984934,0.0527306967984934,0.0819209039548022,0.0065913370998116,0.0,0.0612052730696798,0.0499058380414312,0.1045197740112994,0.0386064030131826,0.0084745762711864,0.0348399246704331,0.0,0.0084745762711864,0.0009416195856873,0.0009416195856873,0.578591870931388,254,146.96233521657254,4.181102362204724,36.142857142857146
mormon,0.0,0.0,0.36167659548914705,0.20491803278688525,0.0,0.0,1.175448935339728,0.665983606557377,0.6329340421060072,0.35860655737704916,0.5425148932337205,0.3073770491803279,0.18083829774457352,0.10245901639344263,12.025746800014138,6.813524590163935,0.0,0.0,0.09041914887228676,0.05122950819672131,0.9946106375951542,0.5635245901639344,0.9041914887228676,0.5122950819672131,0.36167659548914705,0.20491803278688525,0.5425148932337205,0.3073770491803279,0.0,0.0,0.9041914887228676,0.5122950819672131,0.36167659548914705,0.20491803278688525,0.5425148932337205,0.3073770491803279,0.7233531909782941,0.4098360655737705,0.0,0.0,0.6329340421060072,0.35860655737704916,3.1646702105300366,1.7930327868852458,0.0,0.0,0.27125744661686024,0.15368852459016394,0.0,0.0,0.0,0.0,0.0,0.0,0.27125744661686024,0.15368852459016394,1.5371255308288747,0.8709016393442622,0.27125744661686024,0.15368852459016394,0.6329340421060072,0.35860655737704916,0.36167659548914705,0.20491803278688525,2.2604787218071687,1.2807377049180328,0.0,0.0,0.0,0.0,0.09041914887228676,0.05122950819672131,1.3562872330843012,0.7684426229508197,0.0,0.0,0.0,0.0,0.09041914887228676,0.05122950819672131,0.4520957443614338,0.25614754098360654,0.0,0.0,0.9041914887228676,0.5122950819672131,0.0,0.0,0.18083829774457352,0.10245901639344263,3.255089359402323,1.8442622950819672,0.0,0.0,0.36167659548914705,0.20491803278688525,0.0,0.0,2.170059572934882,1.2295081967213115,0.0,0.0,0.0,0.0,0.18083829774457352,0.10245901639344263,0.4520957443614338,0.25614754098360654,0.0,0.0,0.5425148932337205,0.3073770491803279,1.3562872330843012,0.7684426229508197,0.0,0.0,0.0,0.0,0.4520957443614338,0.25614754098360654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4520957443614338,0.25614754098360654,0.36167659548914705,0.20491803278688525,1.4467063819565882,0.819672131147541,0.18083829774457352,0.10245901639344263,0.4520957443614338,0.25614754098360654,6.781436165421506,3.8422131147540983,0.0,0.0,0.0,0.0,0.5425148932337205,0.3073770491803279,0.09041914887228676,0.05122950819672131,0.0,0.0,0.0,0.0,0.27125744661686024,0.15368852459016394,0.36167659548914705,0.20491803278688525,0.0,0.0,0.09041914887228676,0.05122950819672131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4520957443614338,0.25614754098360654,0.0,0.0,0.0,0.0,0.4520957443614338,0.25614754098360654,0.27125744661686024,0.15368852459016394,0.18083829774457352,0.10245901639344263,3.4359276571468964,1.9467213114754098,14.376644670693594,8.145491803278688,0.0,0.0,2.079640424062595,1.1782786885245902,1.085029786467441,0.6147540983606558,0.09041914887228676,0.05122950819672131,0.0,0.0,2.802993615040889,1.5881147540983607,0.0,0.0,0.7233531909782941,0.4098360655737705,0.0,0.0,0.4520957443614338,0.25614754098360654,0.0,0.0,0.0,0.0,0.27125744661686024,0.15368852459016394,3.4359276571468964,1.9467213114754098,0.0,0.0,0.18083829774457352,0.10245901639344263,0.0,0.0,0.0,0.0,0.6329340421060072,0.35860655737704916,0.0,0.0,0.0,0.0,0.09041914887228676,0.05122950819672131,3.0742510616577494,1.7418032786885245,1.3562872330843012,0.7684426229508197,0.9041914887228676,0.5122950819672131,0.0,0.0,0.0,0.0,0.0,0.0,2.350897870679456,1.331967213114754,0.09041914887228676,0.05122950819672131,4.792214890231198,2.7151639344262293,0.0,0.0,0.0,0.0,0.09041914887228676,0.05122950819672131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329340421060072,0.35860655737704916,0.09041914887228676,0.05122950819672131,1.175448935339728,0.665983606557377,0.18083829774457352,0.10245901639344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9041914887228676,0.5122950819672131,0.0,0.0,0.36167659548914705,0.20491803278688525,0.0,0.0,0.18083829774457352,0.10245901639344263,0.09041914887228676,0.05122950819672131,0.0,0.0,0.0779316260262222,0.0133562063472613,0.0204631785320426,0.0519544173508148,0.1433647837274843,0.0204631785320426,0.016909692439652,0.0742556059306457,0.056978311481436,0.0014704080382306,0.0056365641465506,0.0267124126945227,0.0213209165543438,0.078176694032594,0.060164195564269,0.016909692439652,0.0007352040191153,0.0572233794878078,0.0531797573826736,0.097169464526406,0.0187477024874402,0.0057590981497365,0.0226687905893885,0.0006126700159294,0.0170322264428378,0.0004901360127435,0.0007352040191153,0.5665780847935301,1952,1105.9604215169709,4.180840163934426,40.66666666666666
abinadom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
nephi,0.0,0.0,0.46842608248180556,0.2695417789757413,0.0,0.0,0.9368521649636111,0.5390835579514826,0.46842608248180556,0.2695417789757413,0.23421304124090278,0.13477088948787064,0.0,0.0,9.368521649636111,5.3908355795148255,0.0,0.0,1.6394912886863195,0.9433962264150944,1.4052782474454166,0.8086253369272237,2.342130412409028,1.3477088948787064,0.0,0.0,0.46842608248180556,0.2695417789757413,0.0,0.0,0.9368521649636111,0.5390835579514826,0.0,0.0,1.171065206204514,0.6738544474393532,0.9368521649636111,0.5390835579514826,0.46842608248180556,0.2695417789757413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23421304124090278,0.13477088948787064,3.044769536131736,1.7520215633423182,0.23421304124090278,0.13477088948787064,0.0,0.0,1.8737043299272222,1.078167115902965,0.0,0.0,0.0,0.0,0.23421304124090278,0.13477088948787064,3.9816217010953476,2.2911051212938007,1.4052782474454166,0.8086253369272237,0.0,0.0,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,0.23421304124090278,0.13477088948787064,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,1.8737043299272222,1.078167115902965,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,1.6394912886863195,0.9433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,1.6394912886863195,0.9433962264150944,0.0,0.0,0.46842608248180556,0.2695417789757413,0.7026391237227083,0.40431266846361186,0.46842608248180556,0.2695417789757413,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,1.8737043299272222,1.078167115902965,0.0,0.0,0.0,0.0,1.171065206204514,0.6738544474393532,0.46842608248180556,0.2695417789757413,0.0,0.0,7.963243402190695,4.5822102425876015,0.0,0.0,0.0,0.0,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9368521649636111,0.5390835579514826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.855326031022569,3.3692722371967654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23421304124090278,0.13477088948787064,3.044769536131736,1.7520215633423182,14.052782474454167,8.086253369272237,0.0,0.0,2.5763434536499306,1.482479784366577,2.342130412409028,1.3477088948787064,0.23421304124090278,0.13477088948787064,0.0,0.0,0.46842608248180556,0.2695417789757413,0.0,0.0,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,2.8105564948908333,1.6172506738544474,0.0,0.0,1.171065206204514,0.6738544474393532,0.0,0.0,0.0,0.0,0.46842608248180556,0.2695417789757413,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,1.4052782474454166,0.8086253369272237,3.044769536131736,1.7520215633423182,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23421304124090278,0.13477088948787064,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,0.0,0.0,0.0,0.0,0.0,0.0,0.46842608248180556,0.2695417789757413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7026391237227083,0.40431266846361186,0.0,0.0,1.171065206204514,0.6738544474393532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46842608248180556,0.2695417789757413,1.6394912886863195,0.9433962264150944,0.0,0.0,0.0,0.0,0.0,0.0,0.9368521649636111,0.5390835579514826,0.23421304124090278,0.13477088948787064,0.0,0.0,0.069052102950408,0.0141242937853107,0.0194601381042059,0.0426867545511613,0.130571249215317,0.024795982423101,0.0194601381042059,0.083804143126177,0.0533584431889516,0.0012554927809165,0.0040803515379786,0.0433145009416195,0.0191462649089767,0.0706214689265536,0.0655994978028876,0.0166352793471437,0.0,0.0489642184557438,0.0643440050219711,0.0941619585687382,0.0257376020087884,0.0119271814187068,0.0185185185185185,0.0003138731952291,0.0191462649089767,0.0,0.0006277463904582,0.5754200909301644,742,426.961707470182,4.293800539083558,46.4375
amaleki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
amaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
chemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
enos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
jacob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,14.29561601108993,6.756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7182464044359715,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29561601108993,6.756756756756757,11.436492808871943,5.405405405405405,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.436492808871943,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,5.7182464044359715,2.7027027027027026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8591232022179858,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818181818181818,0.0333333333333333,0.0333333333333333,0.0515151515151515,0.109090909090909,0.0303030303030303,0.0181818181818181,0.106060606060606,0.0454545454545454,0.006060606060606,0.003030303030303,0.0212121212121212,0.0121212121212121,0.0393939393939393,0.0787878787878787,0.0151515151515151,0.0,0.0606060606060606,0.0303030303030303,0.1393939393939394,0.0333333333333333,0.006060606060606,0.0151515151515151,0.0,0.006060606060606,0.0,0.0,0.47264537264537276,74,34.975757575757584,4.45945945945946,37.0
jarom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
