Author,abundance_FC,abundance_WC,according_FC,according_WC,again_FC,again_WC,all_FC,all_WC,also_FC,also_WC,among_FC,among_WC,an_FC,an_WC,and_FC,and_WC,anything_FC,anything_WC,are_FC,are_WC,as_FC,as_WC,be_FC,be_WC,became_FC,became_WC,because_FC,because_WC,becometh_FC,becometh_WC,been_FC,been_WC,being_FC,being_WC,but_FC,but_WC,by_FC,by_WC,cometh_FC,cometh_WC,could_FC,could_WC,did_FC,did_WC,didst_FC,didst_WC,do_FC,do_WC,doeth_FC,doeth_WC,each_FC,each_WC,ever_FC,ever_WC,every_FC,every_WC,for_FC,for_WC,forth_FC,forth_WC,from_FC,from_WC,god_FC,god_WC,had_FC,had_WC,hast_FC,hast_WC,hath_FC,hath_WC,have_FC,have_WC,he_FC,he_WC,hence_FC,hence_WC,henceforth_FC,henceforth_WC,her_FC,her_WC,him_FC,him_WC,himself_FC,himself_WC,his_FC,his_WC,how_FC,how_WC,if_FC,if_WC,in_FC,in_WC,inasmuch_FC,inasmuch_WC,into_FC,into_WC,is_FC,is_WC,it_FC,it_WC,lest_FC,lest_WC,let_FC,let_WC,like_FC,like_WC,lord_FC,lord_WC,make_FC,make_WC,man_FC,man_WC,many_FC,many_WC,may_FC,may_WC,me_FC,me_WC,more_FC,more_WC,moreover_FC,moreover_WC,much_FC,much_WC,must_FC,must_WC,my_FC,my_WC,neither_FC,neither_WC,no_FC,no_WC,not_FC,not_WC,notwithstanding_FC,notwithstanding_WC,now_FC,now_WC,of_FC,of_WC,oft_FC,oft_WC,once_FC,once_WC,one_FC,one_WC,or_FC,or_WC,other_FC,other_WC,ought_FC,ought_WC,our_FC,our_WC,out_FC,out_WC,outward_FC,outward_WC,said_FC,said_WC,say_FC,say_WC,seemeth_FC,seemeth_WC,seest_FC,seest_WC,shall_FC,shall_WC,shalt_FC,shalt_WC,should_FC,should_WC,shouldst_FC,shouldst_WC,soever_FC,soever_WC,some_FC,some_WC,such_FC,such_WC,than_FC,than_WC,that_FC,that_WC,the_FC,the_WC,thee_FC,thee_WC,their_FC,their_WC,them_FC,them_WC,then_FC,then_WC,thence_FC,thence_WC,there_FC,there_WC,thereby_FC,thereby_WC,therefore_FC,therefore_WC,therein_FC,therein_WC,thereof_FC,thereof_WC,thereon_FC,thereon_WC,therewith_FC,therewith_WC,these_FC,these_WC,they_FC,they_WC,thine_FC,thine_WC,those_FC,those_WC,thou_FC,thou_WC,throughout_FC,throughout_WC,thus_FC,thus_WC,thy_FC,thy_WC,thyself_FC,thyself_WC,till_FC,till_WC,to_FC,to_WC,unto_FC,unto_WC,upon_FC,upon_WC,upward_FC,upward_WC,upwards_FC,upwards_WC,verily_FC,verily_WC,was_FC,was_WC,we_FC,we_WC,were_FC,were_WC,what_FC,what_WC,whatsoever_FC,whatsoever_WC,when_FC,when_WC,whence_FC,whence_WC,where_FC,where_WC,whereby_FC,whereby_WC,wherefore_FC,wherefore_WC,wherein_FC,wherein_WC,whereof_FC,whereof_WC,whereon_FC,whereon_WC,wheresoever_FC,wheresoever_WC,wherewith_FC,wherewith_WC,wherewithal_FC,wherewithal_WC,which_FC,which_WC,whither_FC,whither_WC,who_FC,who_WC,whom_FC,whom_WC,whose_FC,whose_WC,whoso_FC,whoso_WC,whosoever_FC,whosoever_WC,will_FC,will_WC,with_FC,with_WC,without_FC,without_WC,would_FC,would_WC,ye_FC,ye_WC,yea_FC,yea_WC,yet_FC,yet_WC,your_FC,your_WC,a_percentage_use,b_percentage_use,c_percentage_use,d_percentage_use,e_percentage_use,f_percentage_use,g_percentage_use,h_percentage_use,i_percentage_use,j_percentage_use,k_percentage_use,l_percentage_use,m_percentage_use,n_percentage_use,o_percentage_use,p_percentage_use,q_percentage_use,r_percentage_use,s_percentage_use,t_percentage_use,u_percentage_use,v_percentage_use,w_percentage_use,x_percentage_use,y_percentage_use,z_percentage_use,â_percentage_use,Function_Word_Use,Total_Word_Count,Total_Function_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse
moroni,0.0,0.0,0.0,0.0,0.0,0.0,5.10415650307347,2.6881720430107525,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,16.333300809835105,8.60215053763441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083325202458776,2.1505376344086025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.083325202458776,2.1505376344086025,0.0,0.0,0.0,0.0,5.10415650307347,2.6881720430107525,0.0,0.0,0.0,0.0,0.0,0.0,4.083325202458776,2.1505376344086025,0.0,0.0,0.0,0.0,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.145819104302858,3.763440860215054,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10415650307347,2.6881720430107525,13.270806907991023,6.989247311827956,0.0,0.0,3.062493901844082,1.6129032258064515,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.124987803688164,3.225806451612903,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020831300614694,0.5376344086021506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041662601229388,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086021505376344,0.010752688172043,0.029868578255675,0.058542413381123,0.1218637992831541,0.013142174432497,0.015531660692951,0.066905615292712,0.056152927120669,0.002389486260454,0.003584229390681,0.028673835125448,0.020310633213859,0.062126642771804,0.070489844683393,0.026284348864994,0.0,0.070489844683393,0.046594982078853,0.1099163679808841,0.015531660692951,0.008363201911589,0.015531660692951,0.002389486260454,0.017921146953405,0.0,0.0,0.5266633265245823,186,97.9593787335723,4.5,26.571428571428573
mormon,0.0,0.0,0.2949944222342021,0.16731734523145567,0.09833147407806735,0.055772448410485224,0.7866517926245388,0.4461795872838818,0.3933258963122694,0.2230897936419409,0.5899888444684042,0.33463469046291133,0.0,0.0,10.02981035596287,5.6887897378694925,0.0,0.0,0.0,0.0,1.1799776889368083,0.6692693809258227,1.5733035852490775,0.8923591745677636,0.09833147407806735,0.055772448410485224,0.2949944222342021,0.16731734523145567,0.0,0.0,0.9833147407806735,0.5577244841048522,0.09833147407806735,0.055772448410485224,0.7866517926245388,0.4461795872838818,0.3933258963122694,0.2230897936419409,0.0,0.0,0.2949944222342021,0.16731734523145567,1.966629481561347,1.1154489682097044,0.0,0.0,0.1966629481561347,0.11154489682097045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2783091630148755,0.7250418293363079,0.49165737039033675,0.2788622420524261,0.3933258963122694,0.2230897936419409,0.49165737039033675,0.2788622420524261,1.5733035852490775,0.8923591745677636,0.0,0.0,0.0,0.0,0.3933258963122694,0.2230897936419409,1.6716350593271447,0.9481316229782488,0.0,0.0,0.0,0.0,0.0,0.0,1.3766406370929427,0.7808142777467931,0.1966629481561347,0.11154489682097045,1.6716350593271447,0.9481316229782488,0.0,0.0,0.1966629481561347,0.11154489682097045,2.4582868519516836,1.3943112102621305,0.0,0.0,0.3933258963122694,0.2230897936419409,0.09833147407806735,0.055772448410485224,1.966629481561347,1.1154489682097044,0.09833147407806735,0.055772448410485224,0.0,0.0,0.0,0.0,0.6883203185464714,0.39040713887339656,0.09833147407806735,0.055772448410485224,0.09833147407806735,0.055772448410485224,1.1799776889368083,0.6692693809258227,0.0,0.0,0.0,0.0,1.081646214858741,0.6134969325153374,0.0,0.0,0.09833147407806735,0.055772448410485224,0.2949944222342021,0.16731734523145567,0.0,0.0,0.09833147407806735,0.055772448410485224,0.3933258963122694,0.2230897936419409,1.081646214858741,0.6134969325153374,0.09833147407806735,0.055772448410485224,0.6883203185464714,0.39040713887339656,8.16151234847959,4.629113218070273,0.0,0.0,0.0,0.0,0.1966629481561347,0.11154489682097045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6883203185464714,0.39040713887339656,0.0,0.0,0.1966629481561347,0.11154489682097045,0.1966629481561347,0.11154489682097045,0.0,0.0,0.0,0.0,0.2949944222342021,0.16731734523145567,0.0,0.0,0.6883203185464714,0.39040713887339656,0.0,0.0,0.0,0.0,0.09833147407806735,0.055772448410485224,0.0,0.0,0.0,0.0,4.523247807591098,2.5655326268823204,15.634704378412708,8.86781929726715,0.0,0.0,2.0649609556394144,1.1712214166201895,0.7866517926245388,0.4461795872838818,0.09833147407806735,0.055772448410485224,0.0,0.0,1.2783091630148755,0.7250418293363079,0.0,0.0,0.2949944222342021,0.16731734523145567,0.0,0.0,0.09833147407806735,0.055772448410485224,0.0,0.0,0.0,0.0,0.1966629481561347,0.11154489682097045,3.5399330668104243,2.007808142777468,0.0,0.0,0.5899888444684042,0.33463469046291133,0.0,0.0,0.09833147407806735,0.055772448410485224,0.6883203185464714,0.39040713887339656,0.0,0.0,0.0,0.0,0.0,0.0,5.408231074293704,3.067484662576687,2.163292429717482,1.2269938650306749,1.081646214858741,0.6134969325153374,0.0,0.0,0.0,0.0,0.0,0.0,2.3599553778736166,1.3385387618516453,0.0,0.0,1.966629481561347,1.1154489682097044,0.0,0.0,0.1966629481561347,0.11154489682097045,0.49165737039033675,0.2788622420524261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.966629481561347,1.1154489682097044,0.09833147407806735,0.055772448410485224,1.6716350593271447,0.9481316229782488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899888444684042,0.33463469046291133,0.0,0.0,0.09833147407806735,0.055772448410485224,0.0,0.0,0.6883203185464714,0.39040713887339656,0.0,0.0,0.0,0.0,0.0784366942597367,0.0135703623286741,0.0187271000135703,0.0481747862667933,0.1343465870538743,0.0218482833491654,0.0195413217532908,0.0882073551363821,0.0545528565612701,0.0017641471027276,0.0037997014520287,0.0344687203148324,0.0227982087121726,0.073008549328267,0.0696159587460985,0.0233410232053195,0.0004071108698602,0.0432894558284706,0.0514316732256751,0.0986565341294612,0.0189985072601438,0.0061066630479033,0.0237481340751798,0.0008142217397204,0.0176414710272764,0.0009499253630071,0.0001357036232867,0.5671881656752785,1793,1016.9683810557744,4.109871723368656,37.333333333333336
abinadom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
nephi,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,11.114025668139426,6.157635467980295,0.0,0.0,0.8891220534511541,0.49261083743842365,0.44456102672557707,0.24630541871921183,2.2228051336278853,1.2315270935960592,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7782441069023083,0.9852216748768473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.8891220534511541,0.49261083743842365,2.6673661603534624,1.477832512315271,3.5564882138046165,1.9704433497536946,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,1.3336830801767312,0.7389162561576355,0.0,0.0,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.8891220534511541,0.49261083743842365,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,2.2228051336278853,1.2315270935960592,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,4.001049240530193,2.2167487684729066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3336830801767312,0.7389162561576355,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,4.001049240530193,2.2167487684729066,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,6.668415400883656,3.6945812807881775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001049240530193,2.2167487684729066,10.224903614688271,5.665024630541872,0.0,0.0,3.1119271870790395,1.7241379310344827,1.7782441069023083,0.9852216748768473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3336830801767312,0.7389162561576355,4.445610267255771,2.4630541871921183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,4.445610267255771,2.4630541871921183,3.1119271870790395,1.7241379310344827,2.6673661603534624,1.477832512315271,0.0,0.0,0.0,0.0,0.0,0.0,1.3336830801767312,0.7389162561576355,0.8891220534511541,0.49261083743842365,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7782441069023083,0.9852216748768473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1119271870790395,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,0.8891220534511541,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.44456102672557707,0.24630541871921183,0.0,0.0,0.0,0.0,0.0706822372464658,0.0122925629993853,0.0258143822987092,0.0547019053472649,0.1413644744929317,0.0239704978488014,0.0153657037492317,0.0737553779963122,0.0553165334972341,0.0018438844499078,0.0061462814996926,0.0338045482483097,0.027658266748617,0.0657652120467117,0.0608481868469575,0.0282728948985863,0.0006146281499692,0.0473263675476336,0.0479409956976029,0.0835894283958205,0.0227412415488629,0.0043023970497848,0.0178242163491087,0.0006146281499692,0.018438844499078,0.0,0.0,0.5540418613241453,406,224.940995697603,4.0073891625615765,25.375
amaleki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
amaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
chemish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
enos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
jacob,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,9.108716944172377,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.108716944172377,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,13.663075416258566,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.108716944172377,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.108716944172377,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,4.5543584720861885,2.272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591397849462365,0.0161290322580645,0.010752688172043,0.0161290322580645,0.1129032258064516,0.043010752688172,0.032258064516129,0.0698924731182795,0.064516129032258,0.010752688172043,0.0,0.0376344086021505,0.021505376344086,0.064516129032258,0.1021505376344086,0.0161290322580645,0.0,0.0698924731182795,0.0376344086021505,0.1182795698924731,0.021505376344086,0.010752688172043,0.0161290322580645,0.0,0.0053763440860215,0.0,0.0,0.4990224828934508,44,21.956989247311835,4.227272727272728,22.0
jarom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0
