Author,and,let,with,his,upon,the,where,he,now,it,not,be,of,lord,shall,my,to,an,him,man,who,in,god,that,thereby,may,every,into,all,for,your,if,ye,wherewith,have,one,as,those,do,are,from,which,again,verily,say,unto,is,will,should,her,me,inasmuch,also,therefore,them,many,neither,but,out,thus,therein,there,by,whoso,therefrom,had,been,what,according,more,notwithstanding,must,thereof,some,they,without,thee,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,said,henceforth,yet,shalt,whereon,outward,cometh,till,no,becometh,shouldst,hence,was,each,yea,whence,became,whatsoever,our,thyself,hath,their,whereby,other,whereunto,underneath,doeth,whose,whom,how,thy,abundance,wherefore,such,would,anything,than,make,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,these,much,wheresoever,thou,once,didst,we,among,or,thence,were,like,throughout,forth,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,e_percentage_use,t_percentage_use,m_percentage_use,i_percentage_use,g_percentage_use,s_percentage_use,r_percentage_use,v_percentage_use,j_percentage_use,o_percentage_use,p_percentage_use,h_percentage_use,c_percentage_use,u_percentage_use,w_percentage_use,f_percentage_use,y_percentage_use,b_percentage_use,â_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,33,8,7,2,1,38,2,3,2,9,14,17,13,8,9,8,17,2,3,2,3,13,1,19,2,4,1,2,3,4,5,1,4,1,5,2,3,4,1,8,3,2,2,7,10,15,8,2,4,5,3,2,2,3,2,4,1,1,1,2,2,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07208346506481189,0.08030350932658868,0.04015175466329434,0.043629465697122984,0.12835915270312995,0.09263357571925387,0.030983243755927918,0.07018653177363263,0.016756244072083464,0.05121719886184003,0.055327220992728424,0.015175466329434081,0.0018969332911792601,0.07303193171040152,0.014226999683844452,0.06386342080303509,0.019285488460322478,0.024976288333860258,0.012962377489724945,0.014859310780904205,0.027505532722099272,0.015807777426493835,0.00284539993676889,0.003161555485298767,0.0003161555485298767,0.0003161555485298767,0.002213088839709137,0,730,4.332876712328767,19.128205128205128,376.9740752450206
