Author,and,the,said,of,shall,have,to,one,their,such,for,being,it,be,with,should,or,them,they,may,which,there,according,as,no,had,been,is,say,not,in,from,an,but,by,that,then,who,was,verily,unto,my,will,how,your,whom,out,without,thus,those,because,did,inasmuch,lord,god,all,are,ever,were,much,cometh,more,if,must,therefore,man,like,ye,let,also,upon,me,notwithstanding,thereof,therein,some,now,neither,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,thine,himself,what,henceforth,yet,shalt,whereon,outward,till,many,becometh,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,his,our,thyself,do,thereby,whoso,every,hath,whereby,other,whereunto,her,underneath,doeth,whose,again,thy,abundance,wherefore,him,would,anything,than,make,when,could,thereunto,whosoever,seemeth,into,hast,these,wheresoever,thou,where,once,didst,we,among,thence,throughout,forth,whither,he,wherein,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,i_percentage_use,c_percentage_use,o_percentage_use,u_percentage_use,l_percentage_use,f_percentage_use,g_percentage_use,p_percentage_use,r_percentage_use,v_percentage_use,w_percentage_use,m_percentage_use,b_percentage_use,y_percentage_use,q_percentage_use,j_percentage_use,x_percentage_use,k_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,31,79,5,48,18,14,30,1,12,5,10,2,5,18,5,2,7,8,13,3,9,4,1,10,3,1,4,9,9,10,8,4,1,7,5,10,1,4,1,5,22,14,4,1,9,3,3,1,1,1,1,1,3,3,2,2,4,1,2,1,1,1,2,2,3,2,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06608422939068101,0.06541218637992832,0.03651433691756272,0.09229390681003584,0.07056451612903226,0.12634408602150538,0.059587813620071685,0.06317204301075269,0.031137992831541218,0.07974910394265233,0.030689964157706095,0.04077060931899642,0.02307347670250896,0.012992831541218637,0.016801075268817203,0.05869175627240143,0.013664874551971327,0.012992831541218637,0.02710573476702509,0.015232974910394265,0.02307347670250896,0.00044802867383512545,0.0031362007168458782,0.00022401433691756272,0.003360215053763441,0.0008960573476702509,0.0015681003584229391,0,1040,4.292307692307692,26.897435897435898,521.975582437276
