Author,and,that,all,their,may,be,to,by,the,which,thou,upon,them,in,thine,there,an,thy,for,lord,have,been,thee,of,they,these,therefore,we,from,it,do,as,let,out,with,those,thereof,when,because,not,whatsoever,shall,forth,or,her,according,hast,but,our,are,must,say,will,without,who,how,make,if,is,didst,unto,inasmuch,were,among,other,one,now,his,he,god,him,hath,more,notwithstanding,verily,your,therein,some,neither,wherewith,had,ought,wherewithal,lest,me,thereon,therewith,oft,being,himself,what,said,henceforth,yet,thus,my,shalt,whereon,outward,cometh,till,many,no,becometh,shouldst,hence,was,man,each,yea,whence,therefrom,became,ye,thyself,thereby,whoso,every,also,whereby,whereunto,underneath,doeth,whose,whom,again,abundance,wherefore,such,would,anything,than,could,thereunto,whosoever,seemeth,did,then,ever,into,much,wheresoever,where,once,thence,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,l_percentage_use,e_percentage_use,i_percentage_use,r_percentage_use,w_percentage_use,o_percentage_use,k_percentage_use,s_percentage_use,m_percentage_use,y_percentage_use,b_percentage_use,u_percentage_use,g_percentage_use,p_percentage_use,j_percentage_use,c_percentage_use,f_percentage_use,v_percentage_use,z_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,57,37,11,19,26,25,29,8,75,9,20,19,10,15,7,1,1,50,6,13,15,7,12,56,13,3,3,10,15,5,2,6,8,8,8,4,1,3,3,9,2,3,1,1,1,1,8,5,5,2,1,1,4,1,6,1,2,3,1,2,4,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07226415094339622,0.0669811320754717,0.03547169811320755,0.11188679245283019,0.07962264150943396,0.033584905660377355,0.12566037735849056,0.04905660377358491,0.05188679245283019,0.016981132075471698,0.0820754716981132,0.006792452830188679,0.04981132075471698,0.023962264150943397,0.02830188679245283,0.01981132075471698,0.02660377358490566,0.013773584905660377,0.020754716981132074,0.004150943396226415,0.020943396226415095,0.027169811320754716,0.01339622641509434,0.0005660377358490566,0.0005660377358490566,0,0,0,1243,4.263877715205149,31.94871794871795,696.9820754716981
