Author,what,are,we,to,by,the,from,and,that,is,he,whom,of,god,wherefore,unto,not,neither,till,have,our,in,their,if,will,it,which,was,all,be,they,or,one,out,every,those,who,for,as,many,his,also,man,lord,shall,hath,into,when,an,him,must,me,your,my,may,verily,say,now,there,ye,yea,thus,other,let,with,them,wherewith,whereby,notwithstanding,upon,without,yet,how,thereof,more,do,could,thereunto,whoso,according,whosoever,seemeth,shalt,whereon,did,then,ever,therein,hast,outward,these,some,cometh,therefore,whither,make,much,wheresoever,thee,whereunto,her,underneath,thou,where,had,ought,wherewithal,no,once,lest,becometh,shouldst,but,hence,doeth,because,thereon,didst,whose,each,whence,anything,among,therefrom,been,became,thence,again,therewith,were,oft,like,whatsoever,thy,thyself,abundance,throughout,thine,being,himself,such,forth,should,would,said,thereby,inasmuch,henceforth,than,wherein,q_percentage_use,w_percentage_use,h_percentage_use,a_percentage_use,t_percentage_use,r_percentage_use,e_percentage_use,o_percentage_use,u_percentage_use,n_percentage_use,d_percentage_use,s_percentage_use,b_percentage_use,y_percentage_use,g_percentage_use,l_percentage_use,c_percentage_use,i_percentage_use,f_percentage_use,m_percentage_use,v_percentage_use,p_percentage_use,k_percentage_use,x_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,31,9,32,10,113,4,54,18,14,10,2,59,8,3,17,8,1,1,9,1,29,3,3,6,7,13,3,13,18,7,4,3,4,3,1,15,13,6,2,8,2,4,6,9,4,1,2,3,5,3,2,5,9,5,4,2,3,1,7,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021227325357005018,0.018718641451177152,0.07989193361636433,0.07796217676572752,0.09436510999614049,0.05654187572365882,0.12562717097645695,0.07796217676572752,0.025665766113469702,0.07487456580470861,0.04187572365881899,0.05441914318795832,0.013508297954457738,0.023157082207641837,0.02064839830181397,0.035700501736781166,0.01756078734079506,0.06252412196063296,0.02238517946738711,0.017946738710922425,0.013894249324585103,0.01563103049015824,0.0034735623311462757,0.0009648784253184099,0.0007719027402547279,0.0019297568506368198,0.0009648784253184099,0,1227,4.223308883455583,31.307692307692307,668.9810883828637
