Author,verily,thus,the,lord,it,shall,to,that,every,who,his,and,cometh,unto,me,my,man,into,in,are,because,he,of,was,among,him,were,is,be,therefore,for,by,all,as,which,not,but,from,god,upon,there,out,with,if,these,may,how,what,say,now,those,ye,also,they,whatsoever,more,or,than,one,yea,no,neither,them,whose,when,other,became,again,their,according,notwithstanding,must,thereof,your,therein,some,without,thee,wherewith,had,ought,wherewithal,have,lest,thereon,therewith,oft,an,thine,being,himself,said,inasmuch,henceforth,yet,shalt,whereon,outward,till,many,becometh,shouldst,hence,each,whence,will,therefrom,our,thyself,let,do,thereby,whoso,hath,whereby,whereunto,her,underneath,doeth,whom,been,thy,abundance,wherefore,such,would,anything,make,could,thereunto,whosoever,seemeth,did,then,ever,hast,much,wheresoever,thou,where,once,didst,we,thence,like,throughout,forth,should,whither,wherein,v_percentage_use,e_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,y_percentage_use,t_percentage_use,h_percentage_use,u_percentage_use,s_percentage_use,a_percentage_use,o_percentage_use,d_percentage_use,c_percentage_use,m_percentage_use,p_percentage_use,w_percentage_use,f_percentage_use,k_percentage_use,n_percentage_use,b_percentage_use,g_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,2,81,1,3,7,7,21,4,4,8,71,3,6,6,10,11,2,24,9,6,16,54,16,2,12,7,18,3,2,7,4,7,6,4,7,2,5,10,2,2,1,4,2,1,2,1,1,2,1,1,1,3,4,2,1,4,1,3,2,2,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012044967880085654,0.13624197002141328,0.05594218415417559,0.0623661670235546,0.03613490364025696,0.0173982869379015,0.08966809421841541,0.07601713062098502,0.020610278372591006,0.05085653104925054,0.07789079229122056,0.06638115631691649,0.043897216274089934,0.0243576017130621,0.02917558886509636,0.009100642398286937,0.019539614561027836,0.033190578158458245,0.004282655246252677,0.07735546038543897,0.012312633832976445,0.02114561027837259,0.0008029978586723769,0.0026766595289079227,0.0002676659528907923,0,0,0,943,3.9618239660657477,24.17948717948718,522.9796573875803
