Author,unto,him,that,he,should,be,an,himself,and,but,no,for,my,are,they,not,neither,it,to,being,of,the,was,me,thine,which,is,also,from,because,their,were,thus,his,there,them,must,or,could,if,have,wherefore,wherein,became,will,lord,god,out,shall,upon,when,say,ye,as,forth,did,man,by,in,many,would,than,whom,according,may,again,whoso,hath,do,now,more,ought,your,been,whereunto,those,who,with,therefore,all,ever,among,these,thou,shalt,yea,hence,henceforth,what,had,cometh,one,verily,thereunto,whosoever,seemeth,notwithstanding,whereon,every,then,thereof,into,therein,hast,outward,some,whereby,much,wheresoever,without,thee,wherewith,till,her,underneath,where,other,wherewithal,once,lest,becometh,shouldst,didst,doeth,thereon,whose,each,whence,anything,we,therefrom,thence,therewith,like,oft,whatsoever,our,how,thyself,let,thy,abundance,throughout,such,said,thereby,inasmuch,whither,yet,make,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,i_percentage_use,g_percentage_use,a_percentage_use,v_percentage_use,u_percentage_use,n_percentage_use,t_percentage_use,m_percentage_use,s_percentage_use,f_percentage_use,c_percentage_use,p_percentage_use,r_percentage_use,y_percentage_use,â_percentage_use,w_percentage_use,k_percentage_use,j_percentage_use,q_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,30,5,20,11,6,20,1,1,51,6,3,18,16,7,16,15,1,8,23,1,24,49,1,9,1,10,14,1,11,6,5,2,2,10,1,5,1,1,2,1,13,6,2,2,8,4,4,1,17,3,1,8,1,7,3,1,3,3,16,2,1,2,2,2,1,1,1,1,2,1,2,1,28,4,1,2,1,7,2,3,2,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01896551724137931,0.12413793103448276,0.0709051724137931,0.08211206896551725,0.04310344827586207,0.04375,0.05969827586206897,0.015732758620689655,0.07413793103448275,0.014008620689655173,0.04008620689655172,0.06875,0.08685344827586207,0.03211206896551724,0.04224137931034483,0.021767241379310343,0.022413793103448276,0.014655172413793103,0.05818965517241379,0.03017241379310345,0.0010775862068965517,0.014439655172413792,0.002586206896551724,0.001939655172413793,0.0004310344827586207,0.0004310344827586207,0.00021551724137931034,0,1118,4.150268336314848,28.794871794871796,603.9849137931035
