Author,now,if,had,could,have,it,is,not,that,should,was,when,but,and,the,for,do,unto,my,whereby,neither,of,which,shall,be,to,no,in,wherewith,your,say,because,those,by,into,man,them,also,became,again,therefore,are,as,or,more,than,may,yea,his,they,whom,said,he,been,from,hath,their,out,verily,will,thee,lord,thy,god,then,him,other,forth,we,with,upon,me,thus,ye,such,these,thereunto,whoso,according,whosoever,seemeth,notwithstanding,shalt,whereon,did,every,ever,must,thereof,therein,hast,outward,some,cometh,there,whither,make,much,wheresoever,without,till,whereunto,her,underneath,thou,where,many,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,whence,anything,among,therefrom,thence,therewith,were,oft,like,whatsoever,our,how,an,let,thyself,thine,abundance,being,all,himself,wherefore,throughout,who,what,would,thereby,inasmuch,one,henceforth,yet,wherein,n_percentage_use,o_percentage_use,w_percentage_use,i_percentage_use,f_percentage_use,y_percentage_use,u_percentage_use,h_percentage_use,a_percentage_use,d_percentage_use,k_percentage_use,t_percentage_use,s_percentage_use,c_percentage_use,l_percentage_use,v_percentage_use,e_percentage_use,r_percentage_use,x_percentage_use,p_percentage_use,b_percentage_use,m_percentage_use,g_percentage_use,j_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,7,2,1,27,10,9,12,34,2,2,1,4,47,33,8,7,15,1,1,1,18,10,7,8,35,5,15,2,6,10,6,3,2,5,4,14,4,1,6,5,4,1,4,1,2,11,5,4,14,1,1,25,1,3,3,14,2,5,10,2,2,2,6,1,6,1,3,7,1,1,1,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06216082881105081,0.07671435619141588,0.02096694622594968,0.058460779477059695,0.016773556980759743,0.03206709422792304,0.03576714356191416,0.0863344844597928,0.0865811544153922,0.04711396151948693,0.005426739023186976,0.11149481993093241,0.05525407005426739,0.015786877158362113,0.03502713369511593,0.014060187469166256,0.1139615194869265,0.04785397138628515,0.000986679822397632,0.010113468179575728,0.010853478046373951,0.01973359644795264,0.016280217069560926,0.0007400098667982239,0.00123334977799704,0.000493339911198816,0,0,1004,4.03784860557769,26.025641025641026,549.9822397631968
