Author,your,and,be,not,the,is,thus,lord,god,one,of,say,unto,my,that,are,to,as,with,will,upon,by,shall,which,it,now,all,many,forth,among,from,out,every,man,may,have,wherefore,in,me,ye,should,more,because,for,again,those,they,much,them,let,himself,was,into,verily,but,their,cometh,he,there,whom,had,neither,some,therefore,henceforth,no,according,notwithstanding,must,thereof,therein,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,an,thine,being,who,what,said,inasmuch,yet,shalt,whereon,outward,till,becometh,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,his,our,thyself,do,thereby,whoso,also,hath,whereby,other,whereunto,her,underneath,doeth,whose,if,been,how,thy,abundance,such,him,would,anything,than,make,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,these,wheresoever,thou,where,once,didst,we,or,thence,were,like,throughout,whither,wherein,l_percentage_use,i_percentage_use,f_percentage_use,t_percentage_use,u_percentage_use,p_percentage_use,y_percentage_use,o_percentage_use,r_percentage_use,h_percentage_use,e_percentage_use,a_percentage_use,s_percentage_use,n_percentage_use,d_percentage_use,b_percentage_use,g_percentage_use,m_percentage_use,w_percentage_use,c_percentage_use,k_percentage_use,q_percentage_use,v_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,14,49,11,12,65,15,2,2,4,1,28,6,14,12,15,9,10,6,5,6,4,3,14,10,7,3,10,2,3,2,2,1,2,2,2,11,2,12,9,10,2,2,2,12,2,1,3,1,2,1,1,2,1,5,7,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042701646664806026,0.0625174434831147,0.020373988277979347,0.07926318727323473,0.029025955902874687,0.01507116941110801,0.030700530281886688,0.07591403851521071,0.051353614289701366,0.06782026234998605,0.13005861010326542,0.07758861289422272,0.05470276304772537,0.07423946413619871,0.04214345520513536,0.015629360870778677,0.018141222439296677,0.035166061959252023,0.01507116941110801,0.024281328495674017,0.006140106056377337,0.0005581914596706671,0.015350265140943344,0.0008372871895060006,0.0013954786491766676,0.0008372871895060006,0.00027909572983533354,0,900,3.9811111111111113,23.307692307692307,453.9871615964276
