Author,for,unto,him,that,it,shall,be,more,wherefore,your,upon,them,to,in,and,inasmuch,as,ye,are,their,let,forth,the,lord,verily,thus,is,no,if,man,his,he,my,they,of,who,have,whom,been,me,or,every,an,say,these,had,by,which,now,will,god,wherewith,also,may,hath,not,out,into,cometh,according,must,all,from,himself,again,whatsoever,make,should,with,notwithstanding,thereof,therein,some,neither,without,thee,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,what,said,henceforth,yet,shalt,whereon,those,outward,till,many,becometh,shouldst,but,hence,was,each,yea,whence,therefrom,became,our,thyself,do,thereby,one,whoso,whereby,therefore,other,whereunto,her,underneath,doeth,whose,how,thy,abundance,such,would,anything,than,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,there,much,wheresoever,thou,where,once,didst,we,among,thence,were,like,throughout,whither,wherein,f_percentage_use,o_percentage_use,r_percentage_use,u_percentage_use,n_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,m_percentage_use,a_percentage_use,e_percentage_use,c_percentage_use,v_percentage_use,s_percentage_use,l_percentage_use,b_percentage_use,g_percentage_use,d_percentage_use,y_percentage_use,p_percentage_use,w_percentage_use,â_percentage_use,k_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,12,23,2,13,5,21,19,1,3,3,2,3,25,34,33,2,9,3,6,4,4,2,85,9,9,4,11,1,1,4,5,7,10,8,44,14,6,1,5,3,5,5,10,4,1,1,3,7,5,1,1,2,4,5,1,3,2,1,2,1,2,7,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02403721891961747,0.07909020418712846,0.055052985267510984,0.027655724993538383,0.07211165675885242,0.08994572240889119,0.08529335745670716,0.06694236236753683,0.020677177565262342,0.07237012147841819,0.114758335487206,0.02817265443266994,0.015249418454380976,0.05324373223055053,0.0348927371413802,0.017317136210907212,0.011372447660894288,0.03876970793486689,0.022744895321788576,0.02145257172395968,0.01835099508917033,0.0023261824760920135,0.0033600413543551306,0.001033858878263117,0.0002584647195657793,0.0025846471956577927,0.0002584647195657793,0,936,4.1335470085470085,24.23076923076923,537.9793228224347
