Author,and,all,shall,be,by,in,the,much,for,to,of,your,lord,god,whose,is,say,unto,that,it,not,what,ye,or,when,if,do,with,an,my,which,was,wherefore,neither,among,yea,me,cometh,will,whom,have,also,he,should,his,as,may,them,one,are,those,hath,out,upon,therefore,wherewith,whatsoever,where,thee,thou,shalt,but,verily,no,him,who,thy,now,inasmuch,they,man,again,from,these,been,anything,must,according,thus,could,thereunto,whoso,whosoever,more,seemeth,notwithstanding,whereon,did,every,then,ever,thereof,into,therein,hast,outward,their,some,whereby,there,whither,make,wheresoever,without,till,whereunto,her,underneath,other,had,ought,wherewithal,many,once,lest,becometh,shouldst,hence,doeth,didst,because,thereon,each,whence,we,therefrom,became,thence,therewith,were,oft,like,how,our,thyself,let,abundance,thine,throughout,being,himself,such,forth,would,said,thereby,henceforth,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,g_percentage_use,s_percentage_use,b_percentage_use,e_percentage_use,o_percentage_use,y_percentage_use,c_percentage_use,m_percentage_use,u_percentage_use,r_percentage_use,p_percentage_use,f_percentage_use,v_percentage_use,j_percentage_use,w_percentage_use,q_percentage_use,k_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,64,15,20,26,17,11,82,1,11,23,49,11,1,1,1,5,6,27,18,10,11,3,10,4,1,2,2,13,1,16,17,2,4,2,3,1,4,1,3,9,15,8,6,3,2,5,3,7,2,4,2,2,2,2,1,1,2,2,5,14,12,5,2,2,7,1,4,2,1,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08195310819531082,0.06797160679716067,0.03484620348462035,0.04086900408690041,0.09937620993762099,0.0888363088836309,0.0597978059797806,0.013336201333620134,0.050763605076360505,0.01699290169929017,0.11249731124973113,0.08173800817380082,0.02710260271026027,0.02602710260271026,0.03097440309744031,0.029253602925360292,0.04517100451710045,0.012690901269090126,0.021510002151000216,0.014196601419660141,0.0034416003441600346,0.01914390191439019,0.00043020004302000433,0.005592600559260056,0.00043020004302000433,0.00043020004302000433,0.0006453000645300065,0,1137,4.088830255057168,29.41025641025641,642.9860184986019
