Author,yea,whosoever,will,in,his,and,the,is,of,god,therefore,if,me,shall,it,be,unto,now,as,have,say,my,to,forth,also,all,those,who,no,one,he,being,whatsoever,that,these,with,your,then,are,upon,which,by,for,again,from,do,an,lord,than,whoso,let,him,may,not,wherefore,must,thou,ye,man,thee,many,would,according,them,more,notwithstanding,verily,thereof,therein,some,they,neither,without,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,himself,what,said,inasmuch,henceforth,yet,thus,shalt,whereon,outward,cometh,till,becometh,shouldst,but,hence,was,each,whence,therefrom,became,out,our,thyself,thereby,every,hath,their,whereby,other,whereunto,her,underneath,doeth,whose,whom,been,how,thy,abundance,such,anything,make,when,could,thereunto,seemeth,did,ever,into,hast,there,much,wheresoever,where,once,didst,we,among,or,thence,were,like,throughout,should,whither,wherein,y_percentage_use,e_percentage_use,a_percentage_use,w_percentage_use,h_percentage_use,o_percentage_use,s_percentage_use,v_percentage_use,r_percentage_use,i_percentage_use,l_percentage_use,t_percentage_use,u_percentage_use,n_percentage_use,c_percentage_use,k_percentage_use,d_percentage_use,p_percentage_use,m_percentage_use,f_percentage_use,g_percentage_use,b_percentage_use,z_percentage_use,x_percentage_use,q_percentage_use,j_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,2,10,13,6,42,41,8,32,6,5,7,6,14,3,11,16,2,2,5,2,14,18,5,2,6,1,2,3,1,2,1,1,11,1,7,6,1,3,1,12,1,9,2,2,2,1,3,1,1,1,1,5,1,1,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024750773461670678,0.11550360948779649,0.07493984187005844,0.02234444826400825,0.07493984187005844,0.08456514266070815,0.061533172911653486,0.012375386730835339,0.052251632863526985,0.06325197662426951,0.049845307665864556,0.0814712959779993,0.029563423856995532,0.06393949810931591,0.017531797868683398,0.012031625988312134,0.04090752836026126,0.013062908215881746,0.028188380886902717,0.027844620144379512,0.0178755586112066,0.014094190443451358,0.0006875214850464077,0.00034376074252320387,0.00034376074252320387,0.0017188037126160192,0.0006875214850464077,0,726,4.006887052341598,19.23076923076923,377.9865933310416
