Author,ye,of,my,the,him,who,and,whose,are,upon,all,yea,verily,say,from,that,for,lord,is,unto,there,to,no,shall,not,neither,be,with,much,their,by,whom,have,in,these,they,forth,them,which,wherefore,what,when,god,out,without,every,man,according,his,he,will,may,it,cometh,among,but,an,should,also,was,me,were,inasmuch,as,those,again,make,yet,or,more,notwithstanding,must,thereof,your,therein,some,now,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,said,henceforth,thus,shalt,whereon,outward,till,many,becometh,shouldst,hence,each,whence,therefrom,became,whatsoever,our,thyself,let,do,thereby,one,whoso,hath,whereby,therefore,other,whereunto,her,underneath,doeth,if,been,how,thy,abundance,such,would,anything,than,could,thereunto,whosoever,seemeth,did,then,ever,into,hast,wheresoever,thou,where,once,didst,we,thence,like,throughout,whither,wherein,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,o_percentage_use,y_percentage_use,p_percentage_use,l_percentage_use,f_percentage_use,m_percentage_use,c_percentage_use,u_percentage_use,s_percentage_use,i_percentage_use,t_percentage_use,v_percentage_use,w_percentage_use,d_percentage_use,g_percentage_use,b_percentage_use,q_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,45,12,98,4,3,63,3,5,10,9,3,5,3,8,23,11,19,15,17,2,21,2,30,13,5,21,4,1,5,6,2,13,14,7,16,4,7,10,3,2,3,6,3,1,4,8,2,10,4,3,1,6,2,1,4,1,3,4,1,1,3,4,4,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08778966131907308,0.12722816399286987,0.07776292335115864,0.04968805704099822,0.007352941176470588,0.06885026737967914,0.07397504456327986,0.019385026737967916,0.016488413547237075,0.04879679144385027,0.022727272727272728,0.03163992869875223,0.020053475935828877,0.021167557932263815,0.05525846702317291,0.05525846702317291,0.09113190730837789,0.016042780748663103,0.0196078431372549,0.039661319073083776,0.016488413547237075,0.013814616755793227,0.0002228163992869875,0.00089126559714795,0.000445632798573975,0.0011140819964349377,0,0,1083,4.14404432132964,27.846153846153847,635.9828431372549
