Author,and,then,it,shall,be,unto,them,by,the,of,their,now,verily,say,my,lord,is,to,again,inasmuch,as,in,that,let,no,more,your,for,were,but,are,they,was,had,among,all,who,not,there,his,should,which,being,wherein,became,wherefore,himself,an,without,what,ye,have,forth,will,neither,with,according,thus,if,many,therefore,him,he,into,do,god,also,yea,those,from,whatsoever,upon,notwithstanding,must,thereof,therein,some,thee,wherewith,ought,wherewithal,lest,me,because,thereon,therewith,oft,thine,said,henceforth,yet,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,man,each,whence,therefrom,out,our,thyself,thereby,one,whoso,every,hath,whereby,whereunto,her,underneath,doeth,whose,whom,been,how,thy,abundance,such,would,anything,than,make,when,could,thereunto,whosoever,seemeth,did,ever,hast,these,much,wheresoever,thou,where,once,may,didst,we,or,thence,like,throughout,whither,other,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,b_percentage_use,o_percentage_use,l_percentage_use,i_percentage_use,s_percentage_use,m_percentage_use,k_percentage_use,w_percentage_use,u_percentage_use,y_percentage_use,v_percentage_use,c_percentage_use,f_percentage_use,r_percentage_use,j_percentage_use,p_percentage_use,g_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,q_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,56,1,10,10,15,22,13,4,59,22,8,4,6,8,16,7,10,17,6,3,8,7,17,5,1,1,10,7,1,4,6,9,4,2,4,4,4,7,1,2,4,8,2,1,1,1,1,1,1,1,7,6,2,4,1,9,1,2,1,1,1,6,2,4,1,1,4,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769433465085639,0.07905138339920949,0.03873517786561265,0.09301712779973649,0.06982872200263504,0.11383399209486166,0.013175230566534914,0.07378129117259552,0.04295125164690382,0.07009222661396575,0.05507246376811594,0.03162055335968379,0.003689064558629776,0.017127799736495388,0.034519104084321475,0.027140974967061922,0.017127799736495388,0.025823451910408433,0.017918313570487482,0.047167325428194996,0.005006587615283268,0.010013175230566536,0.01844532279314888,0.001054018445322793,0.001844532279314888,0,0,0,902,4.2073170731707314,23.435897435897434,484.98498023715416
