Author,for,the,lord,your,god,and,will,all,those,of,who,have,been,in,again,verily,say,unto,to,my,that,may,me,ye,are,whatsoever,with,now,as,which,let,it,be,upon,his,therein,from,shall,also,him,said,thee,thy,therefore,ever,man,he,thereof,whom,her,one,them,their,they,whereby,not,than,but,into,if,himself,do,or,out,by,wherein,other,without,these,seemeth,neither,there,hath,an,among,many,no,because,henceforth,was,thus,when,could,thereunto,whoso,according,whosoever,more,notwithstanding,shalt,whereon,did,every,then,must,hast,outward,some,cometh,much,wheresoever,till,wherewith,whereunto,underneath,thou,where,had,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,yea,whence,anything,we,is,therefrom,became,thence,therewith,were,oft,like,how,our,thyself,abundance,throughout,thine,being,wherefore,such,forth,what,would,thereby,should,inasmuch,whither,yet,make,f_percentage_use,o_percentage_use,r_percentage_use,i_percentage_use,a_percentage_use,m_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,d_percentage_use,y_percentage_use,u_percentage_use,g_percentage_use,n_percentage_use,w_percentage_use,s_percentage_use,v_percentage_use,b_percentage_use,p_percentage_use,c_percentage_use,j_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,34,70,13,4,4,79,17,6,2,50,3,11,2,27,4,6,9,24,31,50,36,6,6,2,3,1,8,1,13,5,28,5,28,6,27,1,18,27,7,23,1,1,1,4,1,7,20,2,1,1,4,5,13,18,1,15,1,4,12,12,6,8,2,3,6,1,2,1,1,4,2,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027725856697819316,0.08333333333333333,0.056074766355140186,0.06542056074766354,0.0808411214953271,0.03130841121495327,0.09236760124610592,0.07009345794392523,0.11277258566978193,0.04719626168224299,0.03457943925233645,0.028348909657320873,0.02320872274143302,0.014797507788161994,0.07492211838006231,0.011370716510903427,0.058566978193146414,0.014174454828660437,0.012616822429906542,0.017133956386292833,0.018691588785046728,0.001869158878504673,0.00778816199376947,0.00031152647975077883,0.00015576323987538941,0.00015576323987538941,0.00015576323987538941,0,1538,4.174252275682705,39.87179487179487,868.9859813084112
