Author,and,let,all,be,in,me,thou,shalt,not,for,he,that,is,shall,the,of,whosoever,among,are,have,to,but,with,by,an,or,more,their,upon,them,my,if,they,unto,those,it,again,hath,who,do,these,inasmuch,as,thy,which,than,would,into,may,according,said,shouldst,ye,then,hast,been,thee,doeth,where,forth,now,him,such,therefore,will,your,other,out,also,his,verily,say,from,every,no,notwithstanding,must,thereof,therein,some,neither,without,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,what,henceforth,yet,thus,whereon,outward,cometh,till,many,becometh,hence,was,man,each,yea,whence,therefrom,became,whatsoever,our,thyself,thereby,one,whoso,whereby,whereunto,her,underneath,god,whose,whom,how,lord,abundance,wherefore,anything,make,when,could,thereunto,seemeth,did,ever,there,much,wheresoever,once,didst,we,thence,were,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,i_percentage_use,g_percentage_use,s_percentage_use,b_percentage_use,o_percentage_use,c_percentage_use,f_percentage_use,r_percentage_use,m_percentage_use,u_percentage_use,w_percentage_use,v_percentage_use,y_percentage_use,k_percentage_use,p_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,q_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,56,3,13,28,19,8,19,15,18,19,9,32,9,43,48,23,1,6,8,13,33,4,4,2,1,9,3,10,3,13,9,10,17,15,2,11,3,5,6,1,3,1,7,6,10,1,1,1,2,4,1,1,10,1,1,2,1,2,1,1,1,4,2,1,1,1,3,3,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08291991495393337,0.06118592015119301,0.03425466572171037,0.05102763997165131,0.12237184030238601,0.1034727143869596,0.09071580439404678,0.05527994330262225,0.012520670918969998,0.06047720292936452,0.01748169147176943,0.07488778643987716,0.023387668320340185,0.020552799433026223,0.04795653201039452,0.022678951098511695,0.026222537207654145,0.014174344436569808,0.01535553980628396,0.019844082211197732,0.004961020552799433,0.01511930073234113,0.0004724781478856603,0.00023623907394283014,0.001417434443656981,0.0004724781478856603,0,0,1032,4.101744186046512,26.71794871794872,634.9794472005669
