Author,unto,me,the,lord,your,god,for,my,it,is,not,in,that,he,should,be,with,and,which,shall,of,one,him,who,will,wherefore,also,all,from,are,forth,their,to,do,these,let,many,may,more,ever,ye,by,them,thus,have,an,thereof,yea,they,neither,inasmuch,as,than,into,according,what,every,man,his,or,those,abundance,now,upon,whatsoever,been,verily,out,say,whoso,notwithstanding,must,therein,some,without,thee,wherewith,had,ought,wherewithal,lest,because,thereon,therewith,oft,thine,being,himself,said,henceforth,yet,shalt,whereon,outward,cometh,till,no,becometh,shouldst,but,hence,was,each,whence,therefrom,became,our,thyself,thereby,hath,whereby,therefore,other,whereunto,her,underneath,doeth,whose,whom,if,again,how,thy,such,would,anything,make,when,could,thereunto,whosoever,seemeth,did,then,hast,there,much,wheresoever,thou,where,once,didst,we,among,thence,were,like,throughout,whither,wherein,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,m_percentage_use,s_percentage_use,i_percentage_use,l_percentage_use,d_percentage_use,y_percentage_use,g_percentage_use,f_percentage_use,v_percentage_use,c_percentage_use,w_percentage_use,â_percentage_use,b_percentage_use,z_percentage_use,x_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,28,3,62,11,3,3,20,20,5,11,4,15,11,8,4,11,3,52,10,18,31,1,2,8,5,5,10,4,5,5,1,9,15,1,3,2,2,1,3,1,3,1,14,2,7,2,3,3,7,4,3,6,1,2,2,1,1,2,2,1,1,2,2,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07788241282769152,0.11707813693051668,0.07406464749300076,0.059048103843217105,0.002799694578773225,0.08068210740646475,0.024688215831000254,0.08755408500890811,0.07890048358360906,0.031051158055484855,0.058030033087299565,0.06795622295749555,0.038432171035886996,0.03945024179180453,0.019088826673453806,0.01628913209468058,0.021379485874268262,0.016543649783659964,0.023415627386103335,0.019088826673453806,0.0012725884448969204,0.010435225248154746,0.0015271061338763044,0.0012725884448969204,0.015525579027742428,0.0022906592008144567,0.0007635530669381522,0,893,4.399776035834266,23.17948717948718,498.9865105624841
