Author,and,as,of,one,from,who,is,whose,forth,unto,the,yea,ye,lord,make,his,god,are,man,thence,shall,which,out,without,it,for,upon,among,that,may,thereof,be,to,in,wherefore,thou,thine,ever,thus,my,inasmuch,have,your,many,verily,say,they,was,by,but,not,all,therefore,those,will,them,now,what,or,should,where,been,yet,thy,every,their,with,let,him,he,till,hast,these,shalt,me,there,were,did,also,if,like,then,do,no,cometh,again,neither,when,could,thereunto,whoso,according,whosoever,more,seemeth,notwithstanding,whereon,must,hath,into,therein,outward,some,whereby,much,whither,wheresoever,thee,whereunto,wherewith,her,underneath,other,had,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,because,thereon,whom,each,whence,we,therefrom,became,therewith,oft,whatsoever,our,how,an,thyself,abundance,throughout,being,himself,such,would,said,thereby,anything,henceforth,than,wherein,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,o_percentage_use,v_percentage_use,i_percentage_use,c_percentage_use,s_percentage_use,f_percentage_use,t_percentage_use,w_percentage_use,m_percentage_use,g_percentage_use,y_percentage_use,p_percentage_use,u_percentage_use,â_percentage_use,b_percentage_use,q_percentage_use,z_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,46,9,39,3,8,3,16,5,6,25,74,3,20,13,5,8,9,19,4,1,13,10,2,1,9,9,8,4,26,5,1,11,10,22,2,3,4,1,2,14,3,12,10,3,8,5,5,3,3,5,17,2,1,2,6,3,4,2,2,2,1,4,1,1,3,2,7,2,3,1,1,1,3,1,3,3,1,1,1,3,2,1,2,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699912510936133,0.12510936132983377,0.07174103237095363,0.05468066491688539,0.008748906386701663,0.07567804024496938,0.03499562554680665,0.03871391076115486,0.0831146106736658,0.014654418197725285,0.06058617672790901,0.01837270341207349,0.05183727034120735,0.023184601924759404,0.086832895888014,0.01706036745406824,0.02821522309711286,0.017935258092738406,0.03499562554680665,0.014654418197725285,0.03477690288713911,0.0015310586176727908,0.012029746281714786,0.0004374453193350831,0.0004374453193350831,0.0017497812773403325,0.0004374453193350831,0,1121,4.07850133809099,28.82051282051282,628.9825021872266
