Author,the,and,of,which,in,it,not,who,that,he,his,as,many,would,god,wherefore,are,my,because,have,more,me,to,your,with,unto,lord,for,verily,say,is,shall,be,all,but,into,their,some,hath,therefore,by,if,whose,one,was,will,they,may,we,upon,thee,thy,thou,shalt,do,forth,should,didst,now,there,among,those,whoso,out,cometh,without,anything,her,doeth,let,them,him,been,were,from,these,inasmuch,ye,no,thus,when,could,thereunto,according,whosoever,seemeth,notwithstanding,whereon,did,every,then,ever,must,thereof,also,therein,hast,outward,whereby,much,whither,make,wheresoever,neither,till,wherewith,whereunto,underneath,other,where,had,ought,wherewithal,once,lest,becometh,shouldst,hence,thereon,man,whom,each,yea,whence,therefrom,became,or,thence,again,therewith,like,oft,whatsoever,our,how,an,thyself,abundance,thine,throughout,being,himself,such,what,said,thereby,henceforth,yet,than,wherein,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,i_percentage_use,g_percentage_use,a_percentage_use,n_percentage_use,d_percentage_use,f_percentage_use,o_percentage_use,w_percentage_use,r_percentage_use,c_percentage_use,s_percentage_use,k_percentage_use,m_percentage_use,p_percentage_use,v_percentage_use,y_percentage_use,u_percentage_use,b_percentage_use,â_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,79,75,32,9,15,9,11,5,12,3,5,14,2,1,6,4,11,17,2,10,2,7,16,6,5,14,4,17,6,4,6,38,23,7,4,1,11,1,1,1,10,3,1,5,1,9,14,2,1,4,3,2,8,4,2,6,1,1,3,2,1,4,1,1,1,1,1,1,1,1,2,8,1,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08162313432835822,0.07859141791044776,0.12686567164179105,0.054104477611940295,0.05970149253731343,0.017024253731343284,0.07975746268656717,0.06996268656716417,0.043143656716417914,0.024486940298507464,0.07672574626865672,0.018656716417910446,0.04874067164179104,0.017490671641791043,0.05433768656716418,0.0065298507462686565,0.027985074626865673,0.014458955223880597,0.014458955223880597,0.026119402985074626,0.021921641791044777,0.017957089552238806,0.0009328358208955224,0.0002332089552238806,0.0013992537313432835,0.0006996268656716418,0.0004664179104477612,0,1095,3.9159817351598174,28.17948717948718,610.984375
