Author,have,lord,upon,his,and,that,they,may,be,in,thy,by,all,their,as,with,thou,god,the,of,them,had,from,to,which,hast,without,forth,out,an,for,when,shalt,shall,we,thee,ever,our,these,where,unto,also,it,those,let,thine,was,were,like,he,who,your,are,me,therefore,my,will,yea,if,do,not,been,is,again,should,said,lest,into,ye,would,there,did,some,became,no,thus,could,thereunto,whoso,according,whosoever,more,seemeth,notwithstanding,whereon,every,then,must,verily,thereof,hath,therein,outward,whereby,now,cometh,much,whither,make,wheresoever,neither,till,wherewith,whereunto,her,underneath,other,many,ought,wherewithal,once,becometh,shouldst,but,hence,doeth,didst,because,thereon,whose,man,whom,each,whence,anything,among,therefrom,say,or,thence,therewith,oft,whatsoever,how,thyself,abundance,throughout,being,himself,wherefore,such,what,him,thereby,inasmuch,one,henceforth,yet,than,wherein,h_percentage_use,a_percentage_use,v_percentage_use,e_percentage_use,m_percentage_use,r_percentage_use,c_percentage_use,y_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,u_percentage_use,p_percentage_use,n_percentage_use,i_percentage_use,s_percentage_use,w_percentage_use,f_percentage_use,t_percentage_use,b_percentage_use,x_percentage_use,g_percentage_use,j_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,6,10,8,8,56,20,3,13,19,16,14,4,12,10,7,21,4,3,85,48,3,2,7,20,6,1,2,2,3,2,7,3,1,7,6,2,1,10,3,1,6,1,2,1,3,1,8,4,2,4,4,5,4,1,2,9,4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07881024750325662,0.08054711246200608,0.01107251411202779,0.12613981762917933,0.028441163699522362,0.05709943551888841,0.02019105514546244,0.019539730785931395,0.07359965262700825,0.03907946157186279,0.041901867129830656,0.028658271819366043,0.0182370820668693,0.06556665219279201,0.058184976118106815,0.05883630047763786,0.01888840642640035,0.0243161094224924,0.09422492401215805,0.01411202778983934,0.0006513243595310464,0.015631784628745114,0.00303951367781155,0.00499348675640469,0.00021710811984368216,0.0006513243595310464,0.00021710811984368216,0,1072,4.2966417910447765,27.743589743589745,538.9828484585323
