Author,and,let,all,the,with,their,as,have,them,inasmuch,to,from,my,which,be,of,your,these,ye,me,shall,will,in,unto,that,no,man,his,for,whoso,it,again,is,not,should,they,by,or,an,but,do,therefore,if,may,one,verily,say,said,upon,been,was,had,were,among,those,whom,some,lord,other,are,he,because,now,him,every,make,out,therein,must,according,more,notwithstanding,thereof,neither,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,thine,being,himself,who,what,henceforth,yet,thus,shalt,whereon,outward,cometh,till,many,becometh,shouldst,hence,each,yea,whence,therefrom,became,whatsoever,our,thyself,thereby,also,hath,whereby,whereunto,her,underneath,god,doeth,whose,how,thy,abundance,wherefore,such,would,anything,than,when,could,thereunto,whosoever,seemeth,did,then,ever,into,hast,there,much,wheresoever,thou,where,once,didst,we,thence,like,throughout,forth,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,u_percentage_use,r_percentage_use,s_percentage_use,p_percentage_use,w_percentage_use,i_percentage_use,m_percentage_use,o_percentage_use,y_percentage_use,v_percentage_use,g_percentage_use,f_percentage_use,b_percentage_use,z_percentage_use,k_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,41,6,6,62,15,3,11,17,7,7,21,3,39,12,17,35,3,3,14,6,18,6,16,20,22,1,6,6,14,2,7,1,12,16,3,5,5,5,4,5,2,5,3,6,1,2,2,1,3,1,2,1,4,4,1,2,1,6,1,6,2,1,1,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07159353348729793,0.07894184337602352,0.041360487087969765,0.03569179088809574,0.11757295821960949,0.08398068444257821,0.06277556162082722,0.02246483308838967,0.03233256351039261,0.05710686542095318,0.05521730002099517,0.015746378332983414,0.015746378332983414,0.06739449926516901,0.03590174259920218,0.0724333403317237,0.03002309468822171,0.01868570228847365,0.01721604031072853,0.02141507453285744,0.013436909510812512,0.0023094688221709007,0.003779130799916019,0.0020995171110644553,0.0027293722443837917,0.000419903422212891,0,0,1113,4.279424977538185,28.76923076923077,569.978374973756
