Author,and,they,who,shall,also,be,again,to,their,that,which,are,because,were,not,have,for,what,it,man,if,is,upon,him,he,the,in,unto,neither,of,verily,say,by,but,therefore,must,all,there,many,no,or,every,those,hath,her,god,ever,each,other,these,one,with,his,as,ye,may,was,when,being,then,me,could,will,forth,into,said,my,lord,from,thus,according,had,your,whatsoever,anything,more,notwithstanding,them,thereof,therein,some,now,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,an,thine,himself,inasmuch,henceforth,yet,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,yea,whence,therefrom,became,out,our,thyself,let,do,thereby,whoso,whereby,whereunto,underneath,doeth,whose,whom,been,how,thy,abundance,wherefore,such,would,than,make,thereunto,whosoever,seemeth,did,hast,much,wheresoever,thou,where,once,didst,we,among,thence,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,w_percentage_use,o_percentage_use,r_percentage_use,m_percentage_use,i_percentage_use,s_percentage_use,l_percentage_use,b_percentage_use,q_percentage_use,u_percentage_use,c_percentage_use,k_percentage_use,v_percentage_use,g_percentage_use,p_percentage_use,j_percentage_use,f_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,87,11,7,18,7,11,4,13,16,22,14,12,3,1,13,4,6,2,8,6,4,20,5,15,15,64,47,34,2,17,3,4,11,2,3,1,19,7,1,6,2,4,2,7,3,7,1,1,1,7,2,9,17,3,14,1,3,1,1,2,6,1,9,1,2,2,7,6,4,1,3,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07320613853172957,0.08274574865201162,0.04458730817088345,0.09083367897138117,0.08129406885109913,0.11489008710078806,0.025093322272915802,0.018871837411862297,0.06574035669846537,0.04624637080049772,0.023849025300705103,0.08253836582330983,0.053504769805060144,0.04479469099958523,0.012650352550808793,0.00041476565740356696,0.026959767731231855,0.021567814184985483,0.006221484861053505,0.01306511820821236,0.02198257984238905,0.006221484861053505,0.002488593944421402,0.016798009124844464,0.0010369141435089175,0.001244296972210701,0,0,1196,4.031772575250836,30.923076923076923,685.9788469514724
