Author,for,ye,have,me,in,that,not,the,all,unto,of,wherewith,to,my,may,out,upon,but,verily,say,there,are,many,who,been,among,whom,them,they,and,should,your,into,lord,which,is,by,yea,those,with,from,therefore,as,was,forth,be,it,will,if,shall,now,let,thereof,or,other,whereby,how,again,according,whose,inasmuch,he,his,him,therein,such,when,also,must,their,every,much,more,notwithstanding,some,neither,without,thee,had,ought,wherewithal,lest,because,thereon,therewith,oft,an,thine,being,himself,what,said,henceforth,yet,thus,shalt,whereon,outward,cometh,till,no,becometh,shouldst,hence,man,each,whence,therefrom,became,whatsoever,our,thyself,do,thereby,one,whoso,hath,whereunto,her,underneath,god,doeth,thy,abundance,wherefore,would,anything,than,make,could,thereunto,whosoever,seemeth,did,then,ever,hast,these,wheresoever,thou,where,once,didst,we,thence,were,like,throughout,whither,wherein,f_percentage_use,o_percentage_use,r_percentage_use,y_percentage_use,e_percentage_use,h_percentage_use,a_percentage_use,v_percentage_use,s_percentage_use,i_percentage_use,n_percentage_use,d_percentage_use,g_percentage_use,t_percentage_use,m_percentage_use,u_percentage_use,c_percentage_use,l_percentage_use,b_percentage_use,p_percentage_use,w_percentage_use,â_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,21,7,12,12,27,28,7,69,6,32,41,1,23,18,7,1,4,2,10,11,3,13,2,4,1,5,5,5,3,37,7,13,3,10,8,14,3,1,3,5,2,7,5,1,6,15,10,5,2,17,1,6,2,2,3,1,1,2,1,2,2,9,1,3,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02547495682210708,0.08635578583765112,0.05893782383419689,0.029792746113989636,0.11809153713298791,0.06843696027633851,0.06584628670120898,0.013169257340241797,0.05397236614853195,0.0705958549222798,0.07318652849740932,0.0364853195164076,0.015544041450777202,0.08829879101899828,0.03195164075993091,0.033246977547495685,0.02158894645941278,0.03821243523316062,0.012953367875647668,0.014248704663212436,0.016191709844559584,0.0017271157167530224,0.0051813471502590676,0.0015112262521588947,0.0015112262521588947,0.0015112262521588947,0,0,1136,4.077464788732394,29.307692307692307,602.9840241796201
