Author,and,all,they,who,have,shall,be,their,for,my,therefore,let,your,is,in,that,god,not,out,of,her,notwithstanding,are,to,with,the,these,there,other,than,which,neither,cometh,when,no,more,them,then,will,unto,or,it,me,according,should,every,man,upon,also,may,yea,from,whatsoever,him,because,an,he,his,as,say,but,verily,lord,by,was,yet,wherefore,ye,if,many,were,must,himself,now,had,said,one,did,thereof,among,what,hath,became,thus,could,thereunto,whoso,whosoever,seemeth,shalt,whereon,those,ever,into,therein,hast,outward,some,whereby,much,whither,make,wheresoever,thee,without,wherewith,till,whereunto,underneath,thou,where,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,whom,each,whence,anything,we,therefrom,been,thence,again,therewith,like,oft,how,our,thy,thyself,abundance,do,thine,throughout,being,such,forth,would,thereby,inasmuch,henceforth,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,w_percentage_use,o_percentage_use,v_percentage_use,m_percentage_use,u_percentage_use,r_percentage_use,s_percentage_use,b_percentage_use,c_percentage_use,f_percentage_use,g_percentage_use,i_percentage_use,z_percentage_use,k_percentage_use,p_percentage_use,j_percentage_use,â_percentage_use,x_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,66,14,18,4,8,29,24,7,15,15,4,1,4,15,17,25,1,11,2,46,2,1,9,14,4,68,2,6,3,2,8,2,1,6,5,1,5,1,4,10,4,4,3,1,1,1,5,7,1,5,2,1,1,1,1,3,7,4,3,3,4,1,7,2,1,2,1,3,1,1,4,1,2,3,1,2,2,1,1,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08592451934488488,0.07785426062188465,0.04272489912176596,0.053880845003560406,0.09399477806788512,0.08022786612864942,0.132209826726798,0.023261333966294803,0.018276762402088774,0.07168288630429623,0.0137669119392357,0.024448136719677188,0.018039401851412295,0.047472110135295516,0.048421552338001425,0.015903156895323997,0.019938286256824117,0.02610966057441253,0.015191075243294565,0.048421552338001425,0.0014241633040588653,0.004509850462853074,0.012817469736529788,0.0007120816520294327,0.0011868027533823878,0.0007120816520294327,0,0,1036,4.066602316602316,26.71794871794872,586.9791122715404
