Author,and,from,till,the,of,their,to,who,was,by,his,god,which,in,all,is,without,or,lord,also,upon,throughout,with,therefore,thereof,not,unto,for,no,man,now,that,they,but,could,them,should,into,he,out,among,whom,being,yet,make,whose,again,are,as,said,shall,an,be,have,ye,many,forth,my,whoso,these,me,hath,him,according,those,neither,it,therefrom,every,whatsoever,cometh,one,your,may,because,more,notwithstanding,must,verily,therein,some,thee,wherewith,had,ought,wherewithal,lest,thereon,therewith,oft,thine,himself,what,inasmuch,henceforth,thus,shalt,whereon,wherein,outward,becometh,shouldst,hence,each,yea,whence,will,became,our,thyself,let,do,thereby,whereby,whereunto,her,underneath,doeth,if,been,how,thy,abundance,wherefore,such,would,anything,than,when,thereunto,whosoever,seemeth,did,then,ever,hast,there,much,wheresoever,thou,where,once,didst,we,say,thence,were,like,whither,other,a_percentage_use,n_percentage_use,d_percentage_use,f_percentage_use,r_percentage_use,o_percentage_use,m_percentage_use,h_percentage_use,t_percentage_use,i_percentage_use,l_percentage_use,e_percentage_use,c_percentage_use,u_percentage_use,g_percentage_use,s_percentage_use,b_percentage_use,w_percentage_use,y_percentage_use,p_percentage_use,v_percentage_use,â_percentage_use,k_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,66,5,1,107,63,6,18,7,8,9,14,11,16,16,7,18,3,1,10,6,7,1,5,6,2,12,13,12,1,3,4,11,7,3,1,2,1,2,10,2,1,2,1,1,1,2,2,6,2,1,6,1,4,6,2,1,2,9,4,1,6,2,2,1,2,1,2,1,4,2,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06284822821484289,0.07154000445732114,0.0452418096723869,0.030309783819924226,0.05549364831736127,0.09404947626476487,0.019835079117450412,0.08870069088477825,0.08936928905727658,0.06396255850234009,0.029641185647425898,0.12525072431468687,0.026075328727434812,0.018275016714954313,0.020057945174949854,0.056162246489859596,0.009806106529975486,0.02050367728994874,0.015600624024960999,0.015154891909962113,0.012703365277468242,0.001337196344996657,0.005348785379986628,0.0006685981724983285,0.0004457321149988857,0.00022286605749944285,0,0,1036,4.331081081081081,26.53846153846154,584.97860485848
