Author,and,then,shall,the,be,they,that,no,have,in,it,for,them,he,of,when,my,which,are,their,not,been,say,unto,into,but,an,without,lord,his,upon,will,now,to,all,these,wherefore,ye,may,verily,your,many,hence,said,out,from,forth,inasmuch,as,do,me,with,one,god,there,also,among,every,man,must,let,we,is,because,were,notwithstanding,those,ever,by,who,if,him,again,would,should,or,some,lest,what,thereby,was,thus,could,thereunto,whoso,according,whosoever,more,seemeth,shalt,whereon,did,thereof,hath,therein,hast,outward,whereby,cometh,therefore,whither,make,much,wheresoever,neither,thee,wherewith,till,whereunto,her,underneath,thou,where,other,had,ought,wherewithal,once,becometh,shouldst,didst,doeth,thereon,whose,whom,each,yea,whence,therefrom,became,thence,therewith,like,oft,whatsoever,our,how,thyself,thy,abundance,thine,throughout,being,himself,such,anything,henceforth,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,l_percentage_use,i_percentage_use,o_percentage_use,b_percentage_use,r_percentage_use,m_percentage_use,y_percentage_use,k_percentage_use,w_percentage_use,v_percentage_use,p_percentage_use,f_percentage_use,u_percentage_use,c_percentage_use,g_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,ã_percentage_use,q_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,55,1,38,60,31,16,38,2,11,13,18,21,7,5,37,3,5,6,20,7,20,2,10,25,2,4,2,1,6,4,4,3,3,21,11,4,4,23,12,4,12,2,1,2,7,5,1,1,2,3,5,5,6,4,5,3,3,4,2,1,2,1,7,1,1,1,4,1,4,5,3,2,3,2,2,3,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08335137475644079,0.07577397705130981,0.03485602944360251,0.09785667893483438,0.07144403550552067,0.12253734574583243,0.05325828101320632,0.04633037453994371,0.05953669625460056,0.0738255033557047,0.015587789564840875,0.05325828101320632,0.0229486901926824,0.03117557912968175,0.0073609006278415245,0.016670274951288158,0.012340333405499025,0.0114743450963412,0.022732193115392943,0.026196146352024247,0.02100021649707729,0.021649707728945658,0.00043299415457891317,0.00043299415457891317,0.0006494912318683698,0.0012989824637367395,0,0,1138,4.058875219683656,29.384615384615383,684.9839792162805
