Author,and,it,shall,be,thee,from,the,thou,shalt,what,do,must,thy,all,my,with,of,to,your,whose,hath,for,who,will,his,as,her,many,me,upon,in,verily,say,unto,that,are,therefore,ye,these,but,no,more,lest,out,is,being,according,not,their,wherefore,forth,they,one,when,them,lord,which,was,by,thereof,again,were,have,we,may,into,there,among,because,if,god,then,neither,now,should,where,whatsoever,yea,man,whom,thus,could,thereunto,whoso,whosoever,seemeth,notwithstanding,whereon,he,did,every,those,ever,also,therein,hast,outward,some,whereby,cometh,much,whither,make,wheresoever,without,till,wherewith,whereunto,underneath,other,had,ought,wherewithal,once,becometh,shouldst,hence,didst,doeth,thereon,each,whence,anything,therefrom,been,became,or,thence,therewith,like,oft,how,our,an,let,thyself,thine,abundance,throughout,himself,such,him,would,said,thereby,inasmuch,henceforth,yet,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,i_percentage_use,t_percentage_use,s_percentage_use,h_percentage_use,l_percentage_use,b_percentage_use,e_percentage_use,g_percentage_use,v_percentage_use,f_percentage_use,r_percentage_use,o_percentage_use,m_percentage_use,u_percentage_use,w_percentage_use,p_percentage_use,y_percentage_use,c_percentage_use,j_percentage_use,k_percentage_use,â_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,x_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,72,11,47,26,1,8,84,4,3,1,2,3,1,15,20,11,38,21,7,1,3,20,2,12,4,15,2,2,11,11,16,9,9,17,20,8,1,8,2,8,3,1,1,2,13,2,2,13,11,4,6,12,3,3,5,2,10,2,6,3,4,1,9,1,3,2,4,1,2,1,2,2,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08609794628751975,0.06773301737756714,0.03811216429699842,0.056477093206951025,0.08906003159557661,0.05608214849921011,0.07721169036334913,0.05410742496050553,0.01579778830963665,0.12361769352290679,0.017575039494470774,0.012243285939968405,0.024881516587677725,0.05410742496050553,0.0693127962085308,0.028238546603475512,0.026263823064770934,0.018759873617693525,0.01481042654028436,0.02428909952606635,0.017575039494470774,0.001184834123222749,0.005726698262243286,0.001184834123222749,0.00019747235387045813,0.00019747235387045813,0,0,1265,4.003162055335968,32.51282051282051,703.9808451816746
