Author,and,now,the,lord,by,unto,of,his,let,that,ye,may,as,man,one,with,to,when,he,is,because,will,wherefore,what,were,my,which,was,forth,then,could,not,them,be,god,in,are,shall,among,verily,say,me,it,or,some,other,if,again,therefore,more,from,notwithstanding,all,for,him,but,no,whatsoever,neither,lest,therewith,these,have,who,your,whom,also,many,must,hath,inasmuch,upon,cometh,according,thereof,therein,they,without,thee,wherewith,had,ought,wherewithal,thereon,oft,an,thine,being,himself,said,henceforth,yet,thus,shalt,whereon,those,outward,till,becometh,shouldst,hence,each,yea,whence,therefrom,became,out,our,thyself,do,thereby,whoso,every,their,whereby,whereunto,her,underneath,doeth,whose,been,how,thy,abundance,such,would,anything,than,make,thereunto,whosoever,seemeth,did,ever,into,hast,there,much,wheresoever,thou,where,once,didst,we,thence,like,throughout,should,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,w_percentage_use,c_percentage_use,m_percentage_use,e_percentage_use,s_percentage_use,i_percentage_use,t_percentage_use,h_percentage_use,l_percentage_use,r_percentage_use,b_percentage_use,y_percentage_use,p_percentage_use,u_percentage_use,f_percentage_use,g_percentage_use,v_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,x_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,61,4,50,3,11,11,38,2,8,35,20,6,7,6,3,5,10,1,20,21,1,4,6,2,1,10,8,1,5,2,1,17,6,16,11,16,15,16,3,3,4,7,17,3,4,4,5,2,2,1,4,1,8,3,4,2,2,1,1,1,1,2,4,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0782608695652174,0.06693017127799737,0.04321475625823452,0.07457180500658761,0.017391304347826087,0.020553359683794466,0.021870882740447958,0.1233201581027668,0.05111989459815547,0.06561264822134387,0.10144927536231885,0.07931488801054018,0.031093544137022398,0.05955204216073781,0.011857707509881422,0.026350461133069828,0.01238471673254282,0.02450592885375494,0.02476943346508564,0.01686429512516469,0.014492753623188406,0.004216073781291172,0.0005270092226613965,0.0015810276679841897,0.0031620553359683794,0.0005270092226613965,0.00026350461133069827,0,960,3.953125,24.666666666666668,561.9757575757576
