Author,my,in,of,one,and,not,their,for,they,were,wherefore,say,unto,that,ye,ought,to,he,his,the,lord,there,him,will,whom,but,it,is,all,your,god,me,thee,according,thy,them,shall,do,with,as,by,or,may,be,because,who,verily,these,was,also,neither,which,no,have,hath,when,are,now,upon,again,should,thereby,some,an,man,cometh,if,said,thine,seemeth,must,out,like,her,every,thus,could,thereunto,whoso,whosoever,more,notwithstanding,shalt,whereon,did,those,then,ever,thereof,into,therein,hast,outward,whereby,therefore,whither,make,much,wheresoever,without,till,wherewith,whereunto,underneath,thou,where,other,had,wherewithal,many,once,lest,becometh,shouldst,hence,doeth,didst,thereon,whose,each,yea,whence,anything,we,among,therefrom,been,became,from,thence,therewith,oft,whatsoever,our,how,thyself,let,abundance,throughout,being,himself,such,forth,what,would,inasmuch,henceforth,yet,than,wherein,m_percentage_use,y_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,c_percentage_use,p_percentage_use,l_percentage_use,e_percentage_use,n_percentage_use,a_percentage_use,o_percentage_use,f_percentage_use,u_percentage_use,g_percentage_use,h_percentage_use,t_percentage_use,r_percentage_use,v_percentage_use,w_percentage_use,b_percentage_use,q_percentage_use,â_percentage_use,j_percentage_use,z_percentage_use,k_percentage_use,x_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,15,24,35,3,56,25,7,20,13,1,5,8,11,29,14,2,18,7,11,63,15,3,6,10,1,5,11,16,4,3,2,3,2,2,1,4,29,5,3,4,3,3,7,18,3,4,5,6,3,2,1,6,1,3,4,3,8,2,2,1,4,1,1,3,1,1,2,2,1,1,1,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208827717133365,0.027052681537731372,0.04579971523493118,0.06691979117228286,0.05647840531561462,0.01566207878500237,0.011627906976744186,0.05268153773137162,0.11532985287138112,0.06953013763644993,0.07925961082107262,0.07451352634076887,0.023730422401518746,0.0208827717133365,0.01589938300901756,0.07664926435690556,0.09207403891789274,0.053630754627432366,0.010915994304698624,0.016611295681063124,0.017323208353108684,0.0007119126720455624,0.0021357380161366873,0.0014238253440911248,0.0023730422401518746,0.004271476032273375,0.00023730422401518748,0,1051,4.009514747859182,27.128205128205128,609.9746084480304
