Author,unto,me,the,lord,your,god,and,will,my,him,for,it,must,be,that,he,how,to,they,according,if,wherefore,let,those,whom,in,their,every,man,his,when,shall,is,not,by,of,have,which,therefore,but,thus,all,there,an,among,ye,may,one,as,would,them,again,or,are,more,than,also,himself,hence,upon,other,whoso,into,verily,say,who,cometh,hath,these,make,what,do,from,inasmuch,seemeth,thence,forth,many,whose,could,thereunto,whosoever,with,notwithstanding,shalt,whereon,did,then,ever,thereof,therein,hast,outward,some,now,whereby,much,whither,wheresoever,neither,without,thee,wherewith,till,whereunto,her,underneath,thou,where,had,ought,wherewithal,no,once,lest,becometh,shouldst,didst,doeth,was,because,thereon,each,yea,whence,we,therefrom,been,became,therewith,were,oft,like,out,whatsoever,our,thy,thyself,abundance,throughout,thine,being,such,should,said,thereby,anything,henceforth,yet,wherein,h_percentage_use,e_percentage_use,a_percentage_use,r_percentage_use,k_percentage_use,n_percentage_use,u_percentage_use,t_percentage_use,o_percentage_use,m_percentage_use,s_percentage_use,i_percentage_use,l_percentage_use,d_percentage_use,y_percentage_use,g_percentage_use,w_percentage_use,p_percentage_use,v_percentage_use,c_percentage_use,f_percentage_use,b_percentage_use,z_percentage_use,q_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,32,4,54,6,2,1,56,9,15,6,14,5,2,22,18,15,1,22,8,9,4,5,16,2,3,15,6,3,3,9,1,24,12,9,10,21,4,11,1,1,5,4,1,3,1,3,2,1,12,1,13,4,1,6,1,2,3,1,1,2,2,1,1,3,3,2,1,1,1,1,2,2,2,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08309108527131782,0.11094961240310078,0.08018410852713179,0.05062984496124031,0.00436046511627907,0.07461240310077519,0.02688953488372093,0.09593023255813954,0.07461240310077519,0.0249515503875969,0.054748062015503876,0.06443798449612403,0.04433139534883721,0.038517441860465115,0.023255813953488372,0.016715116279069766,0.018410852713178296,0.01937984496124031,0.011385658914728682,0.02931201550387597,0.0188953488372093,0.012354651162790697,0.0009689922480620155,0.00048449612403100775,0.0009689922480620155,0.00048449612403100775,0.003391472868217054,0,999,4.132132132132132,25.871794871794872,559.984253875969
