Author,will,say,to,all,the,that,with,have,them,from,of,for,but,inasmuch,as,it,is,out,my,do,lord,and,by,many,other,now,more,said,cometh,he,hath,in,me,god,may,be,your,would,upon,been,had,which,was,there,should,who,also,his,make,one,each,let,him,forth,some,are,if,when,or,every,then,whom,these,being,their,they,verily,those,shall,without,were,according,must,wherein,whatsoever,not,we,man,hence,did,became,could,again,unto,thee,thou,shalt,no,therein,underneath,where,such,therefore,our,what,an,lest,neither,how,thy,into,ye,ever,like,thus,thereunto,whoso,whosoever,seemeth,notwithstanding,whereon,thereof,hast,outward,whereby,much,whither,wheresoever,till,wherewith,whereunto,her,ought,wherewithal,once,becometh,shouldst,didst,doeth,because,thereon,whose,yea,whence,among,therefrom,thence,therewith,oft,thyself,abundance,throughout,thine,himself,wherefore,thereby,anything,henceforth,yet,than,i_percentage_use,w_percentage_use,l_percentage_use,s_percentage_use,a_percentage_use,y_percentage_use,t_percentage_use,o_percentage_use,h_percentage_use,e_percentage_use,n_percentage_use,d_percentage_use,r_percentage_use,x_percentage_use,c_percentage_use,g_percentage_use,v_percentage_use,m_percentage_use,f_percentage_use,u_percentage_use,b_percentage_use,j_percentage_use,p_percentage_use,k_percentage_use,q_percentage_use,â_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,11,5,73,17,243,40,17,13,5,15,125,32,9,1,27,18,41,9,14,6,13,140,11,3,5,11,1,1,1,12,3,71,3,8,9,42,7,3,8,4,3,29,11,8,4,10,7,12,1,5,1,14,2,7,4,16,3,6,8,1,3,2,3,2,20,12,1,7,20,6,6,6,1,1,7,12,9,3,2,2,1,1,5,6,2,3,2,1,1,1,1,2,2,6,4,5,1,2,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06631184015356426,0.020417066573597417,0.03795480324579007,0.05592880202425617,0.07686938312538173,0.016316202774626996,0.09370910042753687,0.07913794607800366,0.0694529273187331,0.12834831166564872,0.0711107233225722,0.046069278422476226,0.06177471424832039,0.00026175726376406945,0.026088473955152257,0.017275979408428583,0.012128086554401885,0.018235756042230173,0.025390454585114738,0.021115085943634936,0.015356426140825408,0.002966582322659454,0.014658406770787889,0.0064566791728470465,0.0008725242125468982,0.0008725242125468982,0.00026175726376406945,0,2671,4.290902283788843,68.64102564102564,1412.9853415932291
