Author,and,let,those,whom,they,have,in,their,the,lord,which,for,will,of,your,unto,them,my,who,are,that,yea,me,may,make,god,from,when,also,ye,shall,forth,one,be,more,all,to,been,must,again,whereunto,with,out,it,becometh,every,man,hath,his,therefore,without,upon,he,not,among,as,many,is,verily,say,yet,wherewith,but,hence,cometh,her,our,him,there,no,an,by,then,according,these,neither,ever,thus,could,thereunto,whoso,whosoever,seemeth,notwithstanding,shalt,whereon,did,thereof,into,therein,hast,outward,some,now,whereby,much,whither,wheresoever,thee,till,underneath,other,thou,where,had,ought,wherewithal,once,lest,shouldst,didst,doeth,was,because,thereon,whose,each,whence,anything,we,therefrom,if,became,or,thence,therewith,were,oft,like,whatsoever,how,thy,thyself,abundance,do,thine,throughout,being,himself,wherefore,such,what,would,said,thereby,should,inasmuch,henceforth,than,wherein,a_percentage_use,n_percentage_use,d_percentage_use,l_percentage_use,e_percentage_use,t_percentage_use,h_percentage_use,o_percentage_use,s_percentage_use,w_percentage_use,m_percentage_use,y_percentage_use,v_percentage_use,r_percentage_use,i_percentage_use,g_percentage_use,c_percentage_use,p_percentage_use,f_percentage_use,b_percentage_use,k_percentage_use,u_percentage_use,z_percentage_use,x_percentage_use,j_percentage_use,â_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,103,3,4,1,11,8,35,15,125,5,19,13,4,65,10,9,5,3,17,26,25,1,3,7,1,13,4,2,4,9,49,3,1,22,1,12,23,2,1,7,1,6,2,7,1,4,3,2,13,3,1,8,2,8,2,5,3,22,1,1,1,1,1,1,5,4,1,7,3,1,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08349577647823261,0.07586094866796621,0.044184535412605586,0.047920727745289146,0.1189083820662768,0.09259259259259259,0.08187134502923976,0.06952566601689408,0.05458089668615984,0.01397011046133853,0.026478232618583494,0.019980506822612085,0.01023391812865497,0.05214424951267056,0.06075373619233268,0.021929824561403508,0.01949317738791423,0.01397011046133853,0.025341130604288498,0.010396361273554255,0.0035737491877842753,0.025828460038986353,0.00016244314489928524,0.0008122157244964262,0.0009746588693957114,0.0016244314489928524,0.0004873294346978557,0,1465,4.2020477815699655,37.56410256410256,802.9770955165692
