Author,say,unto,that,they,to,the,in,but,not,all,for,are,me,and,must,wherefore,my,them,shall,be,he,may,with,according,which,of,him,by,will,thus,lord,god,have,into,man,as,his,now,till,is,it,no,neither,those,ye,was,from,if,among,like,whose,who,whoso,doeth,again,verily,should,one,cometh,abundance,or,hath,forth,when,upon,your,there,many,also,some,such,let,every,lest,do,could,thereunto,whosoever,more,seemeth,notwithstanding,shalt,whereon,did,then,ever,thereof,therein,hast,outward,their,these,whereby,therefore,whither,make,much,wheresoever,without,thee,wherewith,whereunto,her,underneath,thou,where,other,had,ought,wherewithal,once,becometh,shouldst,hence,didst,because,thereon,whom,each,yea,whence,anything,we,therefrom,been,became,thence,therewith,were,oft,out,whatsoever,our,how,an,thyself,thy,thine,throughout,being,himself,what,would,said,thereby,inasmuch,henceforth,yet,than,wherein,b_percentage_use,e_percentage_use,h_percentage_use,o_percentage_use,l_percentage_use,d_percentage_use,i_percentage_use,s_percentage_use,a_percentage_use,y_percentage_use,u_percentage_use,n_percentage_use,t_percentage_use,r_percentage_use,k_percentage_use,w_percentage_use,p_percentage_use,f_percentage_use,g_percentage_use,m_percentage_use,v_percentage_use,c_percentage_use,â_percentage_use,x_percentage_use,j_percentage_use,z_percentage_use,q_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,8,22,31,9,22,75,18,10,15,7,18,11,2,58,1,8,6,7,26,22,12,1,2,5,16,35,4,3,7,2,6,6,18,1,12,7,5,2,1,11,6,2,2,1,5,4,3,1,2,1,1,4,3,1,2,4,3,3,2,1,3,2,3,1,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017464114832535887,0.12511961722488038,0.08564593301435407,0.08444976076555023,0.04377990430622009,0.04617224880382775,0.056937799043062204,0.05191387559808613,0.07822966507177033,0.01889952153110048,0.025119617224880382,0.07105263157894737,0.09043062200956938,0.05071770334928229,0.00430622009569378,0.020095693779904306,0.009569377990430622,0.025358851674641147,0.01507177033492823,0.025358851674641147,0.014832535885167464,0.02057416267942584,0.0007177033492822966,0.0007177033492822966,0.0014354066985645933,0.0004784688995215311,0.00023923444976076556,0,1051,3.977164605137964,27.076923076923077,608.9846889952153
