Author,these,are,they,who,say,some,of,one,and,but,not,the,neither,all,will,be,with,to,unto,into,whosoever,god,when,shall,have,his,he,it,then,ever,we,that,were,as,in,or,upon,lord,every,him,for,according,their,man,which,where,without,is,yet,should,make,them,by,those,whom,may,what,being,also,other,do,had,been,was,forth,from,more,notwithstanding,must,verily,thereof,your,therein,now,thee,wherewith,ought,wherewithal,lest,me,because,thereon,therewith,oft,an,thine,himself,said,inasmuch,henceforth,thus,my,shalt,whereon,outward,cometh,till,many,no,becometh,shouldst,hence,each,yea,whence,therefrom,became,out,whatsoever,our,ye,let,thyself,thereby,whoso,hath,whereby,therefore,whereunto,her,underneath,doeth,whose,if,again,how,thy,abundance,wherefore,such,would,anything,than,could,thereunto,seemeth,did,hast,there,much,wheresoever,thou,once,didst,among,thence,like,throughout,whither,wherein,t_percentage_use,h_percentage_use,e_percentage_use,s_percentage_use,a_percentage_use,r_percentage_use,y_percentage_use,w_percentage_use,o_percentage_use,m_percentage_use,f_percentage_use,n_percentage_use,d_percentage_use,â_percentage_use,c_percentage_use,i_percentage_use,j_percentage_use,l_percentage_use,b_percentage_use,u_percentage_use,v_percentage_use,g_percentage_use,p_percentage_use,k_percentage_use,q_percentage_use,x_percentage_use,ã_percentage_use,z_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,9,31,19,11,1,8,66,1,59,4,5,94,4,5,2,8,4,40,4,1,1,11,2,9,5,10,5,4,2,3,16,11,8,4,20,6,2,2,4,3,4,2,5,5,17,1,1,10,2,1,1,1,10,1,3,1,7,1,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09116674539442607,0.07628719886632027,0.13982050070854984,0.0682569674067076,0.07227208313651394,0.06093528578176665,0.015115729806329713,0.02952290977798772,0.07770429853566367,0.01653282947567312,0.0266887104393009,0.07061880018894662,0.042040623523854515,0.00023618327822390176,0.018186112423240433,0.05550307038261691,0.0023618327822390174,0.03212092583845064,0.011336797354747285,0.018186112423240433,0.0136986301369863,0.01606046291922532,0.0136986301369863,0.006140765233821445,0.001889466225791214,0.0004723665564478035,0,0,1020,4.150980392156863,26.05128205128205,588.976854038734
