Author,but,if,they,thee,not,will,upon,them,of,and,thou,shalt,in,god,my,the,which,shall,be,by,all,unto,it,what,or,for,thy,have,many,with,is,to,wherewith,thine,also,he,that,say,him,me,himself,his,as,such,among,out,these,ye,do,who,according,whatsoever,your,whosoever,their,no,neither,yea,those,whom,hast,lord,verily,are,an,because,from,there,one,may,much,make,had,wherefore,let,where,then,thus,when,could,thereunto,whoso,more,seemeth,notwithstanding,whereon,did,every,ever,must,thereof,hath,therein,into,outward,some,now,cometh,whereby,therefore,whither,wheresoever,without,till,whereunto,her,underneath,other,ought,wherewithal,once,lest,becometh,shouldst,hence,doeth,was,didst,thereon,whose,man,each,whence,anything,we,therefrom,been,became,thence,again,therewith,were,oft,like,how,our,thyself,abundance,throughout,being,forth,should,would,said,thereby,inasmuch,henceforth,yet,than,wherein,b_percentage_use,u_percentage_use,t_percentage_use,i_percentage_use,f_percentage_use,h_percentage_use,e_percentage_use,y_percentage_use,r_percentage_use,c_percentage_use,v_percentage_use,n_percentage_use,o_percentage_use,w_percentage_use,l_percentage_use,s_percentage_use,d_percentage_use,p_percentage_use,m_percentage_use,a_percentage_use,g_percentage_use,x_percentage_use,k_percentage_use,z_percentage_use,q_percentage_use,j_percentage_use,ã_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,2,2,5,14,13,8,6,8,24,68,23,14,32,2,18,45,7,32,20,7,9,20,10,3,3,23,14,6,1,8,10,27,1,1,3,5,9,5,6,5,1,6,6,2,1,1,1,5,5,2,5,2,6,2,3,2,2,3,2,2,3,1,4,3,2,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012401621750536608,0.03243501073217267,0.09181969949916527,0.06940138325781063,0.020510374433579774,0.07894109229668494,0.10899117576913904,0.025280228953016935,0.04769854519437157,0.02861912711662294,0.013832578106367757,0.07798712139279752,0.0741712377772478,0.016217505366086335,0.04984497972811829,0.05795373241116146,0.03863582160744097,0.013117099928452182,0.025995707130932508,0.07560219413307893,0.020748867159551633,0.002146434533746721,0.0035773908895778677,0.0004769854519437157,0.0007154781779155736,0.0007154781779155736,0,0,1046,4.008604206500956,27.0,605.9878368709755
