Author,and,now,the,many,which,have,been,of,him,is,all,we,that,he,for,god,by,are,were,thereof,unto,also,an,who,was,in,whom,from,yet,lord,should,to,our,his,wherefore,with,them,those,thus,my,be,they,say,it,had,said,there,no,these,shall,into,yea,verily,not,forth,out,where,their,neither,man,will,but,again,being,according,upon,whose,as,or,more,notwithstanding,must,your,therein,some,without,thee,wherewith,ought,wherewithal,lest,me,because,thereon,therewith,oft,thine,himself,what,inasmuch,henceforth,shalt,whereon,outward,cometh,till,becometh,shouldst,hence,each,whence,therefrom,became,whatsoever,ye,let,do,thyself,thereby,one,whoso,every,hath,whereby,therefore,other,whereunto,her,underneath,doeth,if,how,thy,abundance,such,would,anything,than,make,when,could,thereunto,whosoever,seemeth,did,then,ever,hast,much,wheresoever,thou,once,may,didst,among,thence,like,throughout,whither,wherein,a_percentage_use,n_percentage_use,d_percentage_use,o_percentage_use,w_percentage_use,f_percentage_use,t_percentage_use,e_percentage_use,r_percentage_use,h_percentage_use,m_percentage_use,y_percentage_use,s_percentage_use,i_percentage_use,c_percentage_use,v_percentage_use,b_percentage_use,g_percentage_use,l_percentage_use,â_percentage_use,u_percentage_use,p_percentage_use,k_percentage_use,j_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,60,1,108,2,10,6,4,52,12,16,13,12,10,8,9,9,8,21,4,6,8,1,2,22,10,13,6,3,1,5,1,15,1,12,5,5,4,5,2,2,7,17,1,7,2,1,1,2,1,7,5,1,1,4,3,1,1,4,5,3,1,1,2,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06669842782277274,0.06788947117675083,0.04454502143878037,0.07551214864221058,0.02834683182467842,0.02906145783706527,0.09171033825631253,0.13649356836588852,0.05955216769890424,0.0912339209147213,0.02191519771319676,0.01500714626012387,0.05574082896617437,0.05955216769890424,0.017389232968080037,0.014530728918532635,0.011910433539780848,0.019294902334444974,0.030252501191043352,0.003811338732729871,0.01500714626012387,0.01024297284421153,0.0028585040495474035,0.0009528346831824678,0.0009528346831824678,0.00023820867079561695,0.0004764173415912339,0,1014,4.1400394477317555,26.025641025641026,580.9711767508337
