Author,that,he,shall,be,and,whatsoever,in,from,forth,unto,him,may,my,as,also,with,who,the,whereby,of,once,were,upon,was,which,his,had,to,ever,let,by,me,without,all,what,say,these,out,those,would,where,not,if,will,should,therefore,lord,your,god,have,for,them,is,again,verily,himself,an,said,do,but,their,it,now,into,whom,when,yea,many,according,no,man,more,or,than,cometh,they,among,thereof,every,must,ye,are,notwithstanding,thus,could,thereunto,whoso,whosoever,seemeth,shalt,whereon,did,then,hath,therein,hast,outward,some,there,whither,make,much,wheresoever,thee,neither,wherewith,till,whereunto,her,underneath,thou,other,ought,wherewithal,lest,becometh,shouldst,hence,doeth,didst,because,thereon,whose,each,whence,anything,we,therefrom,been,became,thence,therewith,like,oft,how,our,thy,thyself,abundance,throughout,thine,being,wherefore,such,thereby,inasmuch,one,henceforth,yet,wherein,t_percentage_use,h_percentage_use,a_percentage_use,w_percentage_use,o_percentage_use,e_percentage_use,v_percentage_use,r_percentage_use,b_percentage_use,l_percentage_use,s_percentage_use,d_percentage_use,n_percentage_use,c_percentage_use,u_percentage_use,i_percentage_use,f_percentage_use,m_percentage_use,p_percentage_use,y_percentage_use,j_percentage_use,k_percentage_use,g_percentage_use,â_percentage_use,x_percentage_use,q_percentage_use,z_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,23,28,32,31,73,2,17,7,1,40,29,13,39,9,4,12,3,69,2,34,1,1,6,1,12,17,1,24,3,22,1,4,1,7,2,11,2,2,2,1,1,7,8,11,1,2,5,4,4,10,14,2,5,7,8,5,2,2,4,2,6,4,2,2,1,1,1,1,1,2,3,1,1,1,1,2,1,2,2,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07944763271162124,0.07478479196556671,0.07998565279770445,0.01685796269727403,0.08034433285509325,0.11728837876614061,0.021520803443328552,0.051291248206599714,0.014347202295552367,0.04985652797704448,0.05738880918220947,0.03353658536585366,0.06761119081779053,0.019010043041606885,0.028694404591104734,0.06474175035868006,0.021700143472022957,0.03281922525107604,0.015064562410329985,0.027259684361549498,0.0032281205164992827,0.004662840746054519,0.013629842180774749,0.0014347202295552368,0.0001793400286944046,0.0007173601147776184,0.0005380200860832137,0,1356,4.112094395280236,35.0,735.9779411764706
