Author,the,are,to,as,they,by,according,and,of,god,is,each,them,in,all,he,may,also,other,when,there,no,but,an,these,if,be,with,that,neither,do,their,or,his,have,unto,every,him,which,one,who,once,from,said,shall,it,where,without,being,lord,upon,into,those,himself,for,say,her,been,then,forth,again,out,we,thee,thy,was,more,some,notwithstanding,must,verily,thereof,your,therein,now,wherewith,had,ought,wherewithal,lest,me,because,thereon,therewith,oft,thine,what,inasmuch,henceforth,yet,thus,my,shalt,whereon,outward,cometh,till,many,becometh,shouldst,hence,man,yea,whence,will,therefrom,became,whatsoever,our,ye,let,thyself,thereby,whoso,hath,whereby,therefore,whereunto,underneath,doeth,whose,whom,not,how,abundance,wherefore,such,would,anything,than,make,could,thereunto,whosoever,seemeth,did,ever,hast,much,wheresoever,thou,didst,among,thence,were,like,throughout,should,whither,wherein,t_percentage_use,h_percentage_use,e_percentage_use,l_percentage_use,d_percentage_use,r_percentage_use,s_percentage_use,a_percentage_use,o_percentage_use,c_percentage_use,n_percentage_use,u_percentage_use,m_percentage_use,i_percentage_use,g_percentage_use,y_percentage_use,b_percentage_use,v_percentage_use,f_percentage_use,p_percentage_use,â_percentage_use,x_percentage_use,z_percentage_use,k_percentage_use,w_percentage_use,q_percentage_use,j_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,107,11,51,3,12,13,2,51,63,8,24,4,11,26,12,10,14,5,4,3,6,5,3,2,1,3,18,9,18,3,4,7,18,6,6,7,3,9,6,4,8,1,8,2,14,8,2,1,2,2,3,2,3,1,2,2,2,2,1,1,1,2,2,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09717806041335453,0.08326709062003179,0.1381160572337043,0.03418124006359301,0.03636724960254372,0.0643879173290938,0.05961844197138315,0.07174085850556439,0.06975357710651828,0.03616852146263911,0.06319554848966613,0.017686804451510333,0.027225755166931636,0.06180445151033386,0.013712241653418123,0.018282988871224166,0.017090620031796504,0.00814785373608903,0.02364864864864865,0.014109697933227345,0.001589825119236884,0.0021860095389507153,0.0013910969793322733,0.00397456279809221,0.011526232114467409,0.0005961844197138314,0.0011923688394276629,0,1192,4.221476510067114,30.794871794871796,656.9781399046105
