Author,all,from,the,where,they,if,to,are,not,may,that,and,in,which,be,by,or,is,with,it,of,there,shall,among,thou,shalt,an,will,god,your,lord,being,thereof,unto,was,wherefore,his,he,as,them,me,for,ye,these,yea,thus,him,have,her,no,my,upon,those,who,should,also,say,man,neither,because,but,lest,shouldst,into,make,thy,henceforth,yet,must,thee,out,thine,hast,been,more,when,could,thereunto,whoso,according,whosoever,seemeth,notwithstanding,whereon,did,every,then,ever,verily,hath,therein,outward,their,some,now,cometh,whereby,therefore,much,wheresoever,without,till,wherewith,whereunto,underneath,other,had,ought,wherewithal,many,once,becometh,hence,didst,doeth,thereon,whose,whom,each,whence,anything,we,therefrom,became,thence,again,therewith,were,oft,like,whatsoever,our,how,thyself,let,do,abundance,throughout,himself,such,forth,what,would,said,thereby,inasmuch,one,whither,than,wherein,a_percentage_use,l_percentage_use,m_percentage_use,e_percentage_use,b_percentage_use,r_percentage_use,s_percentage_use,o_percentage_use,v_percentage_use,i_percentage_use,n_percentage_use,g_percentage_use,f_percentage_use,t_percentage_use,h_percentage_use,c_percentage_use,u_percentage_use,w_percentage_use,y_percentage_use,d_percentage_use,k_percentage_use,p_percentage_use,q_percentage_use,j_percentage_use,z_percentage_use,x_percentage_use,â_percentage_use,ã_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,8,9,58,2,5,3,21,5,6,4,12,58,18,9,10,9,4,12,3,7,27,1,8,2,13,2,7,5,5,11,5,3,1,19,3,5,11,5,7,3,4,16,2,2,5,2,3,8,1,6,4,1,1,1,2,6,1,1,1,2,1,1,1,1,1,13,2,1,2,3,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07437210436478908,0.04194099000243843,0.02267739575713241,0.11728846622774933,0.01633747866374055,0.060960741282613994,0.05462082418922214,0.0836381370397464,0.009997561570348696,0.0592538405267008,0.07193367471348451,0.017800536454523286,0.025359668373567422,0.08632040965618142,0.07778590587661546,0.027554255059741527,0.03438185808339429,0.016825164594001463,0.0265788831992197,0.04462326261887344,0.005120702267739576,0.010972933430870519,0.000243842965130456,0.001706900755913192,0.000975371860521824,0.001463057790782736,0.000487685930260912,0,980,4.1846938775510205,25.435897435897434,511.9912216532553
