Author,for,many,have,of,me,to,that,which,would,be,the,unto,are,and,my,according,now,say,will,may,with,them,in,must,upon,if,do,shall,also,were,when,he,lord,it,is,by,your,was,had,god,not,ye,as,because,him,wherefore,like,these,they,all,thou,hast,been,hath,his,again,from,how,should,one,into,no,more,notwithstanding,verily,thereof,therein,some,neither,without,thee,wherewith,ought,wherewithal,lest,thereon,therewith,oft,an,thine,being,himself,who,what,said,inasmuch,henceforth,yet,thus,shalt,whereon,those,outward,cometh,till,becometh,shouldst,but,hence,man,each,yea,whence,therefrom,became,out,whatsoever,our,thyself,let,thereby,whoso,every,their,whereby,therefore,other,whereunto,her,underneath,doeth,whose,whom,thy,abundance,such,anything,than,make,could,thereunto,whosoever,seemeth,did,then,ever,there,much,wheresoever,where,once,didst,we,among,or,thence,throughout,forth,whither,wherein,f_percentage_use,o_percentage_use,r_percentage_use,m_percentage_use,a_percentage_use,n_percentage_use,y_percentage_use,t_percentage_use,i_percentage_use,e_percentage_use,s_percentage_use,u_percentage_use,h_percentage_use,v_percentage_use,d_percentage_use,k_percentage_use,w_percentage_use,c_percentage_use,l_percentage_use,b_percentage_use,g_percentage_use,p_percentage_use,j_percentage_use,q_percentage_use,z_percentage_use,x_percentage_use,ã_percentage_use,â_percentage_use,Total_Word_Count,AVG_Letter_Per_Word,AVG_Word_Per_Verse,Total_Function_Word_Count
Joseph Smith,10,3,19,36,7,10,28,18,1,14,54,29,10,42,26,2,5,2,4,4,8,8,16,2,5,9,4,14,3,2,1,11,4,9,10,8,11,2,2,4,5,1,4,2,8,7,1,2,2,7,1,1,1,2,2,1,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02577730534148286,0.08238107892638852,0.04756842944459208,0.03401541323412171,0.07175126229072548,0.068296571884135,0.03348392240233856,0.08743024182832847,0.061652936486845604,0.11400478341748604,0.0462397023651342,0.039596066967844804,0.08131809726282221,0.01355301621047037,0.0385330853042785,0.006112144565506245,0.021525378687217645,0.021525378687217645,0.0385330853042785,0.016210470369386127,0.01674196120116928,0.01674196120116928,0.0034546904065904864,0.00026574541589157585,0.00026574541589157585,0.00026574541589157585,0,0,951,3.956887486855941,24.743589743589745,514.9872442200372
